{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间还行，符合汉庭酒店的一贯风格', '短评打分': 5}
{'短评内容': '服务好', '短评打分': 5}
{'短评内容': '环境舒适，服务热情，算是不错的一次入住体验了', '短评打分': 5}
{'短评内容': '挺干净 环境可以', '短评打分': 5}
{'短评内容': '', '短评打分': 4}
{'短评内容': '整体还不错，隔音一搬，隔壁房打麻将我感觉蛮吵的。', '短评打分': 5}
{'短评内容': '性价比不高，有点旧了，早餐也很一般，不做推荐。', '短评打分': 3}
{'短评内容': '环境优雅，房间舒适温馨。总体评价很好。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '环境好，服务好，交通方便。。。。', '短评打分': 5}
{'短评内容': '环境干净卫生，出差商住不差的好住处，设备设施很建全', '短评打分': 1}
{'短评内容': '还不错，性价比较高', '短评打分': 4}
{'短评内容': '房间大 落地窗 整洁明亮 物品设施一目了然 服务很好 入住退房都非常快 客房服务也不错 每天都有打扫 非常愉快的入住', '短评打分': 5}
{'短评内容': '酒店的位置十分不错，楼下就有很多吃东西的地方，大概有几分钟能到体育西路地铁站吧。房内的设施有点简陋，另外外边是繁忙的主干道，靠近马路的房间比较吵。', '短评打分': 5}
{'短评内容': '应该是家新店，感觉不错，特别是床上用品，软软的，很干，有太阳的味道，喜欢！卫生间干湿分开，还备了电吹风，不错！早餐是赠送的，品种还是比较多的，吃好不成问题！我们是去泰山游览的，汉庭离泰山很近，比较方便。美中不足的是，可能周边未完工程比较多，晚上有点吵，不过，累了，也就不管那么多了，哈哈！', '短评打分': 5}
{'短评内容': '酒店环境挺好', '短评打分': 3}
