{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '刷卡退押金好慢', '短评打分': 4}
{'短评内容': '每次來廈門必住的酒店，交通很方便，旁邊吃的也多，房間也很大很舒服，床很好睡～下次來還是會繼續住，順便推薦朋友來住～', '短评打分': 5}
{'短评内容': '每次來廈門必住的酒店，交通很方便，旁邊吃的也多，房間也很大很舒服，床很好睡～下次來還是會繼續住，順便推薦朋友來住～', '短评打分': 5}
{'短评内容': '特别好！每 次 都 住这 个 酒店！！！', '短评打分': 5}
{'短评内容': '', '短评打分': 5}
{'短评内容': '整体还不错', '短评打分': 5}
{'短评内容': '酒店前台服务非常差，忽悠消费者', '短评打分': 2}
{'短评内容': '没有窗户不舒服', '短评打分': 5}
{'短评内容': '朋友说大灯坏的，没有浴帽，别的还好', '短评打分': 5}
{'短评内容': '还不错，下次在来', '短评打分': 5}
{'短评内容': '方便', '短评打分': 5}
{'短评内容': '位置、房间都不错！！！', '短评打分': 5}
{'短评内容': '服务挺好的，房间没有图片展示那么好！所以整体一般', '短评打分': 5}
{'短评内容': '假的不能在假，拍的跟住进去那差距，天壤之别。无语了', '短评打分': 5}
{'短评内容': '还可以，交通挺方便，环境也行，厦门人也挺热情的。', '短评打分': 5}
{'短评内容': '莫泰酒店，看起来挺高端大气的，嗯，其实应该比较上午消息，小心吧', '短评打分': 5}
{'短评内容': '很实惠。很方便。', '短评打分': 5}
{'短评内容': '环境不错，房间小了点。', '短评打分': 5}
{'短评内容': '订购方便，到店可以直接入住，就是没早餐不好', '短评打分': 5}
{'短评内容': '环境不错，就是有点贵！！！', '短评打分': 5}
{'短评内容': '挺方便的，房间还可以。。。。。。', '短评打分': 5}
{'短评内容': '还不错的哦，挺好的呢！！大赞呢！！！', '短评打分': 5}
{'短评内容': '位置佳，設施不錯。性價比高。', '短评打分': 5}
{'短评内容': '全5分，真心不錯，地理位置好，設施也不錯。性價比可以的。推薦！', '短评打分': 5}
{'短评内容': '位置很好 酒店也很干净 购物吃饭都很方便 去哪里公交都可以到达 火车站过个地道就行了五分钟', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 4}
{'短评内容': '和其它莫泰一样，房子大，设备一搬。地理位置优越，涂方便的并且短住的可以考虑', '短评打分': 4}
{'短评内容': '周边交通便利。', '短评打分': 5}
