{'短评内容': '很好', '短评打分': 5}
{'短评内容': '有家的感觉，呵呵，不错', '短评打分': 5}
{'短评内容': '很干净  很舒适', '短评打分': 5}
{'短评内容': '酒店性价比非常高，就是吃饭稍微不方便点', '短评打分': 3}
{'短评内容': '很好！以后会大力推荐同事、朋友来住！', '短评打分': 3}
{'短评内容': '很好哦！可以自己做饭，有洗衣机，就像家一样，空间也很大，推荐！！', '短评打分': 5}
{'短评内容': '环境很好，房间宽敞，有厨房和全自动洗衣机，比较方便，价钱合适，值得推荐。', '短评打分': 5}
{'短评内容': '房间很大，有厨房，有洗衣机，不错，下次来还住这里，价位也不高', '短评打分': 5}
{'短评内容': '真的很不错，五一期间去临沂的时候就住在那里，房间好大个，有将近60平方米，住的也蛮舒服，强烈推荐……', '短评打分': 5}
{'短评内容': '非常好，硬件很全。下次来还住，也会推荐朋友来住。', '短评打分': 5}
{'短评内容': '酒店的硬件设施非常一级棒，不过软件服务却没有跟上，比如说打扫房间，要三催四请才会来打扫，而且免费咖啡、拖鞋之类的一次性用具也没有及时补上，酒店对外来人员的管理不严格，每晚都会收到几张从门缝下面害进来的小纸条。', '短评打分': 5}
{'短评内容': '房间很大，实施全球，但是有蟑螂等虫子。。。。', '短评打分': 5}
{'短评内容': '非常不错的一家酒店，厨房，洗衣机（连洗衣粉都给你准备好），冰箱，餐桌，沙发，茶几都有，每天还有咖啡矿泉水报纸赠送，非常超值！', '短评打分': 5}
{'短评内容': '其实我已经向同事推荐这家酒店了，而且同事也已经入住了，口碑很好，第一感觉就是房间超大的，堪比五星级酒店的面积。', '短评打分': 5}
{'短评内容': '因为在临沂待比较久，所以准备一直住在这个酒店，同事下周来也打算住这个。下次再来临沂的话，还会住在这儿，非常赞。', '短评打分': 5}
{'短评内容': '酒店在沂州路上，离火车站和机场都比较近，不过离人民广场还是有点距离的。房间很不错，就是卫生间来水比较小。', '短评打分': 5}
{'短评内容': '从锦江之星换到联安，感觉之前住锦江亏了，这么好的酒店，价格一点都不贵，完全可以媲美四星级酒店。美中不足的是，离市区稍微有点距离，早餐去晚了就吃不到什么了。希望改进。', '短评打分': 5}
{'短评内容': '无意中找到了这家酒店，网上看酒店就感觉已经不错，入住的时候，感觉非常棒。房间特别大，冰箱厨房洗衣机都有，很喜欢！', '短评打分': 5}
{'短评内容': '很好哈 位置很方便 干净卫生 服务也好 考试住的 睡得很好 推荐一下！', '短评打分': 5}
