{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间设施破旧 靠近公路吵闹', '短评打分': 3}
{'短评内容': '从来没给过差评，这次真的忍不住了。没有wifi没有吹风机，墙是烂的，莲蓬头是掉下来的，水是打不热温温的，电话机是坏的....要不是看在毛巾还是新的份上我掉头就走了！整个一层楼里好像就我一个客人。', '短评打分': 2}
{'短评内容': '酒店不提供增值税专票，房间较小，内窗，卫生间淋浴花洒固定器坏的，需要一手拿着花洒洗澡。价格有点乱，水单上价格比实际付的价格少了60，回去报销都很麻烦', '短评打分': 3}
{'短评内容': '环境不错空间挺大的性价比高', '短评打分': 5}
{'短评内容': '不太好', '短评打分': 3}
{'短评内容': '酒店周围有家乐福，比较安静。', '短评打分': 4}
{'短评内容': '三个字“赃”“乱”“差”', '短评打分': 1}
{'短评内容': '环境真的差差差', '短评打分': 2}
{'短评内容': '同样的价格，比想象中差太多了', '短评打分': 2}
{'短评内容': '真心不想给差评。  酒店硬件还可以，软件服务太差了。住了一晚，就一个前台，一个不出门的阿姨。屋里没有网线，还要自己去取。退房匆忙，把充电器和鼠标忘在了房间，居然说：没有看见。无语了，不会再住了。  ', '短评打分': 2}
{'短评内容': '跟连锁酒店比差很多，性价比太低了', '短评打分': 3}
{'短评内容': '里面配备的基本东西都不齐全，还要去一个个要。整个房间充满可发霉的味道！真该整改整改了', '短评打分': 2}
{'短评内容': '靠马路那边太吵了，晚上都是工程车', '短评打分': 3}
{'短评内容': '房间有点吵，网速还挺快', '短评打分': 3}
{'短评内容': '房间很大，还可以', '短评打分': 3}
