{'descr': '比较干净，价格可以接受', 'star': 5}
{'descr': '房间卫生还可以，有中央空调……早餐不错', 'star': 5}
{'descr': '还算方便吧，该有的都有，就是旧了点，入口不怎么好找，总体来说还行。', 'star': 5}
{'descr': '一般', 'star': 5}
{'descr': '还可以', 'star': 4}
{'descr': '这酒店不错', 'star': 5}
{'descr': '一般般一般般，还行吧，比较近', 'star': 3}
{'descr': '这个价格，还可以，水还挺大。', 'star': 3}
{'descr': '性价比还是比较高，周边出行很方便', 'star': 5}
{'descr': '都还不错，唯独一点，WIFI太差。', 'star': 4}
{'descr': '都还不错，唯独一点，WIFI太差。', 'star': 4}
{'descr': '酒店还不错，房间稍微小点', 'star': 4}
{'descr': '环境还有待改进，房间的环境和价格有差距，希望可以改善', 'star': 1}
{'descr': '价格合理，地理位置优越，周围吃饭的地方很少。', 'star': 5}
{'descr': '价格合理，地理位置优越，周围吃饭的地方很少。', 'star': 5}
{'descr': '交通方便，价格比较适中，内部实施要是更新点就更好了。', 'star': 5}
{'descr': '比较温馨典雅，安静，很舒服居家的感受。周边餐饮等也很便利，交通更是便利。', 'star': 5}
{'descr': '比较温馨典雅，安静，很舒服居家的感受。周边餐饮等也很便利，交通更是便利。', 'star': 5}
{'descr': '酒店很干净舒适，地理位置也好，马路对面就是招商城，离清明桥只要十几分钟，不错。', 'star': 5}
{'descr': '酒店很干净舒适，地理位置也好，马路对面就是招商城，离清明桥只要十几分钟，不错。', 'star': 5}
{'descr': '大厅的服务员态度很差，好像几天没睡好觉似的', 'star': 5}
{'descr': '大厅的服务员态度很差，好像几天没睡好觉似的', 'star': 5}
{'descr': '无窗，透风要差点。。。。。。。。。。。。。。', 'star': 5}
{'descr': '无窗，透风要差点。。。。。。。。。。。。。。', 'star': 5}
{'descr': '，酒店不错，有去景点的公交，挺实惠！', 'star': 3}
{'descr': '，酒店不错，有去景点的公交，挺实惠！', 'star': 3}
{'descr': '蛮好的，很干净，房间很大，非常不错，下次去无锡还是会去好家滴', 'star': 5}
{'descr': '蛮好的，很干净，房间很大，非常不错，下次去无锡还是会去好家滴', 'star': 5}
{'descr': '很不错的，就是住的89元的房间在下面，一进门有股味道，其他都特别好！交通特方便！', 'star': 5}
{'descr': '很不错的，就是住的89元的房间在下面，一进门有股味道，其他都特别好！交通特方便！', 'star': 5}
{'descr': '无窗房实际窗子是对走廊的，房间隔音很差，不能无线上网。酒店总体性价比不错，离市区很近。', 'star': 5}
{'descr': '无窗房实际窗子是对走廊的，房间隔音很差，不能无线上网。酒店总体性价比不错，离市区很近。', 'star': 5}
{'descr': '整体感觉不错 只是一楼房间有些潮气~~~不太舒服', 'star': 5}
{'descr': '整体感觉不错 只是一楼房间有些潮气~~~不太舒服', 'star': 5}
{'descr': '住的商务A，价格便宜，房子空间也还可以！', 'star': 5}
{'descr': '住的商务A，价格便宜，房子空间也还可以！', 'star': 5}
{'descr': '价格很实惠，离火车站市中心也不远，坐公交挺方便', 'star': 5}
{'descr': '价格很实惠，离火车站市中心也不远，坐公交挺方便', 'star': 5}
{'descr': '地理环境还可以，价格有点贵，马桶位置太差 简直无法大便 早餐很差', 'star': 1}
{'descr': ' 环境不错，周边配套很全', 'star': 3}
{'descr': '酒店没有电梯，也没有延时退房功能，不过设施齐全，环境还OK，特价房，值得了！', 'star': 5}
{'descr': '酒店没有电梯，也没有延时退房功能，不过设施齐全，环境还OK，特价房，值得了！', 'star': 5}
{'descr': '酒店位置不好找，房间还算干净，卫生间非常大，整体而言对得起89元的价格。', 'star': 3}
{'descr': '酒店位置不好找，房间还算干净，卫生间非常大，整体而言对得起89元的价格。', 'star': 3}
