{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '这个价格还可以，就是临街有点吵', '短评打分': 5}
{'短评内容': '被套没有拉链，被套里的被芯露出来了，被芯看上去很脏，叫服务员来换，态度还可以，但被芯不够了，只能换一床。', '短评打分': 3}
{'短评内容': '坐公交车过去的，当晚下雨来着，不过也不大，空气特别清新。住的酒店房内很干净，没有异味，服务人员态度也非常好。', '短评打分': 5}
{'短评内容': '哎，住过的最差的宾馆，孩子都要求退了重新找！无奈国庆人多，一般的酒店也不知道好不好，凑和着住了一晚', '短评打分': 2}
{'短评内容': '还好', '短评打分': 5}
{'短评内容': '还不错的', '短评打分': 5}
{'短评内容': '环境一般了，靠马路有些吵', '短评打分': 3}
{'短评内容': '房间设施太旧了，地面打扫也不太干净。凑合住一下还行，服务态度倒是不错', '短评打分': 4}
{'短评内容': '宾馆地理位置不错，离鲁迅故居和仓桥直街都不远，老板娘服务态度很棒，只是宾馆硬件设施确实一般。不太讲究的朋友可以去试试看！', '短评打分': 4}
{'短评内容': '还可以，经济实惠', '短评打分': 5}
{'短评内容': '位置相对比较好，卫生状况比较好，服务比较好，交流比较方便，公交直达鲁迅故里景区，停车非常方便，下次有机会再入住。', '短评打分': 4}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '和几个同事出差在这边~都住在这~环境什么之类不错', '短评打分': 5}
{'短评内容': '和几个同事出差在这边~都住在这~环境什么之类不错', '短评打分': 5}
{'短评内容': '还不错的一家酒店。。我很喜欢。。那个服务人员很好。。。位置也ok的。。。。总的不错\n', '短评打分': 5}
{'短评内容': '挺干净的，服务态度不错，交通方便。价格还算实惠的吧', '短评打分': 5}
{'短评内容': '酒店不错，挺好的卫生、交通神马的都很方便，阿姨打扫也很勤快。好评！', '短评打分': 5}
{'短评内容': '位置离火车站很近，价格合理，就是附近没有吃饭的地方。', '短评打分': 5}
{'短评内容': '酒店位置很好，去景点基本都有直达车，离火车站很近，步行就可到达。酒店老板很热情。', '短评打分': 5}
{'短评内容': '酒店不错，实惠，而且老板的态度很好，还会给我们很多好的游览建议。离火车站很近，步行不到10分钟即可，且酒店前有很多直达景点的汽车站。', '短评打分': 5}
{'短评内容': '老板人很好，房间也挺干净的，就是我的房间靠街边，有点吵', '短评打分': 5}
{'短评内容': '还不错，挺干净的，交通也方便，就靠着火车站', '短评打分': 5}
{'短评内容': '总的来说，环境还是不错误，服务态度也是比较好的。', '短评打分': 5}
{'短评内容': '这家酒店房间很小，而且直接在4楼，只有一部电梯很不方便。', '短评打分': 1}
{'短评内容': '服务不错，价格也合适，地处繁华地段.只是房间布局考虑欠合适', '短评打分': 5}
{'短评内容': '住的条件差了一点，性价比也不行，离鲁迅故居等景点也较远。', '短评打分': 1}
{'短评内容': '酒店靠近绍兴火车站，离绍兴阿婆家也很近，吃饭方便。我们订的是6楼的大标间，靠山一面，晚上很安静，睡的很香。前台小姐服务也很好，非常温柔。酒店还有停车位，自驾游不错。就是洗澡的地方没有分离，感觉弄的卫生间地面很湿。其他还好，毕竟是经济型酒店嘛，呵呵，下次来还会入住。', '短评打分': 5}
{'短评内容': '还可以                                                                                                               交通方面点', '短评打分': 5}
{'短评内容': '酒店是新的,房间内都很整洁,就是沿街有些吵..酒店门口交通比较方便,离市中心2站路,火车站也只要走5分钟', '短评打分': 5}
{'短评内容': '距离火车站很近，房间也较干净，靠近马路，夜间不太吵。下次还去。', '短评打分': 5}
{'短评内容': '宾馆地点很不错，服务员也很热情，总是笑脸相迎。只是房间内部装修细节问题考虑不够，比如衣架等没地方挂。', '短评打分': 5}
