{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店房间大 床也大 下次有机会还会选择入住', '短评打分': 5}
{'短评内容': '早餐挺好，豆浆很香！酒店的性价比很高！出入方便，有停车场。不足之处是酒店设施有点陈旧了，窗把手坏了没修，床头灯线路可能接错了，有一盏灯无法熄灭。', '短评打分': 4}
{'短评内容': '宾馆很新. 我们订的是豪华客房. 价格实惠', '短评打分': 5}
{'短评内容': '房间很大，干净，卫生，早餐也很不错。服务态度好。下次还会回来。', '短评打分': 5}
{'短评内容': '卫生干净，服务态度好，极力推荐', '短评打分': 5}
{'短评内容': '贵得要死，不是没有办法，谁愿意住这样的房间？刚进房间们就一股刺激性的气味，经理说是因为刚搞完卫生，说给我喷清新剂就不会了。真是以毒制毒啊！', '短评打分': 2}
{'短评内容': '再次入住酒店，感觉还是不错哦', '短评打分': 4}
{'短评内容': '空间很大，很干净，在城镇中心，交通便利，超值的一次入住体验，才188，实在觉得值，相信生意会越来越好', '短评打分': 5}
{'短评内容': '空间很大，很干净，在城镇中心，交通便利，超值的一次入住体验，才188，实在觉得值，相信生意会越来越好', '短评打分': 5}
{'短评内容': '不错，房间大，干净。但有蚊子。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '不喜欢的就是房间地板是瓷砖的', '短评打分': 5}
{'短评内容': '在携程预订的速度非常快，房间隔音很差，半夜一点对面及旁边的客人回来聊天聊了半小时，把我们一家全吵醒。 环境还不错，卫生有待提高。酒店周边是商业街，出行方便。    ', '短评打分': 4}
{'短评内容': '该酒店性价比很高，价格实惠。酒店后面是住宅小区，很安静。房间很干净，感觉很好。酒店周边是商业街，出行方便。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，环境一般，房间够大，适合家人居住', '短评打分': 3}
{'短评内容': '当晚很晚到，随机找到，真没想到前台服务好，环境好，主要是卫生干净。', '短评打分': 5}
{'短评内容': '环境很好，服务也不错。前台小姐很漂亮。就是早餐一般，吃不惯', '短评打分': 5}
{'短评内容': '价格便宜，环境优雅，服务员态度很好。最大的不足就是早餐不好吃。', '短评打分': 5}
{'短评内容': '比较干净   交通也比较方便   属于曲江中心区', '短评打分': 5}
