{'短评内容': '很好', '短评打分': 5}
{'短评内容': '可以的，就是半夜会有狗叫声。', '短评打分': 5}
{'短评内容': '还可以吧，感觉房间有点小', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '环境各方面都比较好，我比较安静', '短评打分': 5}
{'短评内容': '安静舒适，价位也合适，优惠券还能折扣', '短评打分': 5}
{'短评内容': '多次入住了，很好', '短评打分': 5}
{'短评内容': '不错。。。。。。，，，', '短评打分': 5}
{'短评内容': '挺不错的，房间挺好', '短评打分': 5}
{'短评内容': '很好，干净', '短评打分': 5}
{'短评内容': '安静，服务态度很好', '短评打分': 5}
{'短评内容': '一点好好好。', '短评打分': 5}
{'短评内容': '兰州，那都有点小贵的', '短评打分': 5}
{'短评内容': '如家挺好的', '短评打分': 5}
{'短评内容': '这家如家酒店是一家直营店，房间干净卫生，服务周到，但是位置不太好，门脸在小区里，还算可以吧。', '短评打分': 4}
{'短评内容': '交通方便，周围餐饮较多，处于 市区中心。', '短评打分': 5}
{'短评内容': '很好，就是房间小一些', '短评打分': 5}
{'短评内容': '前台服务态度挺好的，位置去兰州大学和东方红广场步行都不太远，第一次来兰州印象不错', '短评打分': 5}
{'短评内容': '环境和服务都不错，值得推荐', '短评打分': 5}
{'短评内容': '整体还好，大床商务，不错，位置也不错，环境还可以', '短评打分': 5}
{'短评内容': '我住的322房间，酒店基本可以，不算差。', '短评打分': 3}
{'短评内容': '优点：房间大小还行、光线很好；\n缺点：不能刷卡、需要现金付款很不方便；', '短评打分': 5}
{'短评内容': '还不错,处于闹市区.挺方便的.靠近兰州大学,下次去还订这家!', '短评打分': 5}
{'短评内容': '环境还不错', '短评打分': 3}
{'短评内容': '不错。不错。不错。不错。不错。不错。不错。不错。', '短评打分': 5}
{'短评内容': '＋这个如家浴室喷头水流很细很小，暖气不足空调也不够暖，而且刚开时有很大的异味。是我住过的如家里硬件设施比较糟的。', '短评打分': 3}
{'短评内容': '和之前的感觉一样，挺不错的。', '短评打分': 3}
{'短评内容': '地理位置不错，离汽车东站，火车站，民航大巴上车点都不远。周边也比较热闹，购物方便。整洁干净，就是房间有点小。服务员的态度也挺热情，如家的一贯作风。', '短评打分': 5}
{'短评内容': '服务不错，房间配置紧凑实用。\n就是停车场太挤了，我们去的时候差点没地停了，车与车之间挤得很紧，车门几乎都开不到能让人出来的程度了，比较考验停车技术。', '短评打分': 5}
{'短评内容': '优点，里兰州东站很近，步行3分钟，早晨吃早点的地方也比较多，晚上比较繁华也热闹，我会推荐给朋友，缺点，晚上抽烟连个打火机都不提供，要花2块钱买，服务员叫自己去买，服务意识不强，需要改进', '短评打分': 5}
{'短评内容': ':房间干净,主人热情,可提供租车和免费导游。去鸣沙山月牙泉很方便。', '短评打分': 3}
{'短评内容': '周边吃饭方便 周边吃饭方便周边吃饭方便周边吃饭方便周边吃饭方便周边吃饭方便', '短评打分': 5}
{'短评内容': '很好，很方便！', '短评打分': 3}
{'短评内容': '退房时服务态度不是很好，我赶时间，结果服务员不紧不慢的老是让我等会。', '短评打分': 1}
{'短评内容': '这酒店也太不好找了，昨天找的时候找了好半天，酒店的房间也很小，空调也不暖和。', '短评打分': 1}
{'短评内容': '房间还可以，就是网速太慢，希望以后能够改进一下', '短评打分': 5}
{'短评内容': '酒店位子不错，离兰州汽车东站很近，步行可达。房间不大但很干净，设施不错，不过通过e-long定的价格优惠不大。', '短评打分': 5}
{'短评内容': '服务很好!卫生干净!酒店位置很好,晚上睡觉很安静。遗憾的是酒店没有中餐和午餐,但是周边餐厅很多。', '短评打分': 3}
{'短评内容': '还行', '短评打分': 3}
{'短评内容': '房间还可以', '短评打分': 3}
{'短评内容': '干净，安静，绝对是出差的第一首选，旁边的饭也很好吃啊', '短评打分': 5}
{'短评内容': '环境不错,很温馨.', '短评打分': 5}
{'短评内容': '不错，挺好的1111111111111111111111111', '短评打分': 5}
{'短评内容': '酒店硬件一般，但价格合适，位置更好！会向朋友推荐', '短评打分': 5}
{'短评内容': '总体感觉很不错  酒店服务员素质比较高 周围环境很方便   公交车出租车都比较容易等到   吃饭的地方也挺多的    推荐', '短评打分': 3}
{'短评内容': '还可以，服务挺周到的，环境氛围也挺好的，性价比高', '短评打分': 5}
{'短评内容': '环境不错，挺安静、干净，离广场和民航大巴都比较近。', '短评打分': 5}
{'短评内容': '已入住。环境卫生不错!', '短评打分': 5}
{'短评内容': 'good service,clean,convient,fine', '短评打分': 5}
{'短评内容': '如家兰州店很好，有回家的感觉', '短评打分': 5}
{'短评内容': '感觉相当不错，卫生什么的很好  服务员很热情', '短评打分': 5}
{'短评内容': '都还是蛮不错，就是应该提高一下硬件设施，比方电视机好多其它分店都是液晶的！', '短评打分': 5}
{'短评内容': '这里的服务员，我个人认为可以评为5星级的，除了我住的某天一个服务员不太好之外，其他的任何时候体现的都是高星级的服务意识和态度，甚至连保安都会对每一个到店的客人说你好，即使是5星级也未必有这样的服务吧。其它方面地理位置不错，吃饭坐车逛街都还是比较方便的，舒适度吗，全国如家都一样，稍显得贵了10%左右。', '短评打分': 5}
{'短评内容': '房间卫生比较干净，就是房间有点小，服务态度好，就是结帐太慢。价格有点高', '短评打分': 5}
{'短评内容': '还不错，可以推荐！', '短评打分': 5}
{'短评内容': '如家的品质一直是这么好啊，呵呵。下次不管去哪还是选如家的好、', '短评打分': 5}
