{'短评内容': '很好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '还行吧，空间大，就是大堂没卫生间', '短评打分': 4}
{'短评内容': '早餐不错，位置好', '短评打分': 5}
{'短评内容': '住得非常舒服', '短评打分': 5}
{'短评内容': '酒店非常好', '短评打分': 5}
{'短评内容': '不好，定的后天结果出来明天，什么烂玩意', '短评打分': 1}
{'短评内容': '长期出差入住定点酒店，环境好，方便。', '短评打分': 5}
{'短评内容': '价格实惠，服务好，下次还来', '短评打分': 5}
{'短评内容': '很不错就是价格有点小贵', '短评打分': 5}
{'短评内容': '纪录推荐一恶徒拉姆我哦路', '短评打分': 5}
{'短评内容': '如果有自己的停车场就更好了！', '短评打分': 2}
{'短评内容': '非常好找，周边交通便利，生活设施齐全', '短评打分': 5}
{'短评内容': '酒店环境挺好，位置方便，房间大，挺干净的。', '短评打分': 5}
{'短评内容': '不错。挺满意的', '短评打分': 5}
