{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '一如既往的样子，总体不错', '短评打分': 5}
{'短评内容': '环境不错,面积挺大,设施虽然有些旧了,但洗手间非常整洁,价格很实惠。服务挺好,帮忙把行李送到房间，一路还有简单介绍，常来的，每次都是住在这里，晚上很安静，有度假的感觉。', '短评打分': 5}
{'短评内容': '可以可以', '短评打分': 5}
{'短评内容': '房间不怎样，但是胜在离学校近，被单这些挺新，盖的算舒服，前台妹妹服务很周到！', '短评打分': 4}
{'短评内容': '不错，好，我觉得OK', '短评打分': 5}
{'短评内容': '房间很干净，噪音也比较小，东西食品也比较全，各项服务设施也比较全，洗漱方面也可以。住了好几回了，相比较都市快捷旅店来说，各项服务也比较速度，价格方面也较之之前的有优势，下次我还会选择这家酒店。', '短评打分': 5}
{'短评内容': '喜欢，交通便利，下午去理工大打打球，跑跑步，不错，蛮好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '没地铁，在大学旁边，房间很小，不常来这家，就是临时住一下，反正价格合适，也不用多说什么，还是挺好的吧', '短评打分': 4}
{'短评内容': '总体感觉还不错，呵呵', '短评打分': 5}
{'短评内容': '还可以！……', '短评打分': 4}
{'短评内容': '服务很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '近理工，有电脑，方便，省了很多事，每次都住这儿。', '短评打分': 5}
{'短评内容': '去武工大办事很方便，周围购物吃喝还算方便（还可以跑工大食堂吃），前台服务员态度很好。床很舒服，基本日用都齐全，房间小而精致，酒店内布置挺用心。公交和地铁出行不太方便，门口隔音不太好。', '短评打分': 5}
{'短评内容': '去武工大办事很方便，周围购物吃喝还算方便（还可以跑工大食堂吃），前台服务员态度很好。床很舒服，基本日用都齐全，房间小而精致，酒店内布置挺用心。公交和地铁出行不太方便，门口隔音不太好。', '短评打分': 5}
{'短评内容': '去武工大办事很方便，周围购物吃喝还算方便（还可以跑工大食堂吃），前台服务员态度很好。床很舒服，基本日用都齐全，房间小而精致，酒店内布置挺用心。公交和地铁出行不太方便，门口隔音不太好。', '短评打分': 5}
{'短评内容': '还是很不错的。设施齐全风格清新出行比较方便。就是工大附近有ktv半夜比较吵，出游选择的话还可以，出差什么的对环境比较敏感还是稍加考虑。', '短评打分': 4}
{'短评内容': '其他的都还行，就是晚上9点多的网速实在是不敢恭维', '短评打分': 5}
{'短评内容': '酒店还好，就是房间太小了，其他的偶还不错，不过他们家的床特别舒服很喜欢，软软的。赞！！', '短评打分': 5}
{'短评内容': '酒店还好，就是房间太小了，其他的偶还不错，不过他们家的床特别舒服很喜欢，软软的。赞！！', '短评打分': 5}
{'短评内容': '觉得真的挺好，就是位置对于我有点偏，但总体感觉很好~~', '短评打分': 5}
{'短评内容': '环境不错，也挺干净的，挨着理工大，吃饭交通什么的这都很方便，房间里面是电视电脑一体机，功能很齐全，虽然房间不大，不过装饰的挺有情调', '短评打分': 3}
{'短评内容': '我入住的是特色大床房。房间装修很漂亮，就是有点小，电脑和电视居然是二合一的，刚去时不会弄，以为电脑坏了，打不开只能看电视，研究一会才弄懂，电脑的网速很快，电视机的电视节目只有几个。 有一点令我反感的是，白天酒店居然在装修，装修的声音很刺耳我很不喜欢，除此之外酒店还是值得推荐的。', '短评打分': 5}
{'短评内容': ' 豆豆的装潢和格局是我喜欢的风格，虽然精致大床房不是很大，但是干净舒服，床和枕头都很软。住起来感觉很不错。性价比也不错。会再来。', '短评打分': 3}
