{'descr': '总体服务很满意，尤其是老板和服务员美女的态度，很好！', 'star': 5}
{'descr': '不怎么好，和旅馆差不多', 'star': 3}
{'descr': '有电脑 有热水 前台的姐姐服务也很好', 'star': 3}
{'descr': '很差', 'star': 1}
{'descr': '很好', 'star': 5}
{'descr': '一般', 'star': 3}
{'descr': '经济实惠！床品都很干净，装修有点脏、老了！不过这个价格在这摆着呢！', 'star': 4}
{'descr': '设施不好。', 'star': 3}
{'descr': '酒店不怎样，图便宜可以推荐大家入住，根据自己的需求来选择吧。', 'star': 5}
{'descr': '住了两天，第一天洗澡，水忽冷忽热。房间隔音也不是太好。整体还行。', 'star': 5}
{'descr': '酒店很好，服务也不错。就是稍微小点，但整体还不错。', 'star': 3}
{'descr': '总的感觉还不错，就是放东西的架子玻璃很脏，有点影响心情', 'star': 3}
{'descr': '这家店挺不好找的。说实话的确听干净的，就是隔音不好，墙好像都是用隔板弄的。还有卫生间特别的小，只能容下一个特别瘦的人，稍微胖一点就进不去了。', 'star': 1}
{'descr': '隔音不好，电视信号不好，空调还不让用', 'star': 3}
{'descr': '真冷呀', 'star': 3}
{'descr': '房间小，网络经常中断，房间不隔音', 'star': 3}
{'descr': '价格比较容易接受，只是卫生打扫不及时，隔音比较差', 'star': 5}
{'descr': '安静，单间正好一个人住！是旅游的闭住酒店。不过洗澡的水不太理想！是太阳能得。', 'star': 5}
{'descr': '我是去廊坊考试的，为了节省开支，选择了这家。宾馆很干净整洁，虽然房间很小，但麻雀虽小五脏俱全。宾馆位置很好找，在一个十字交叉口，旁边是一家挺大的小水怪火锅。唯一的就是我定的是间电脑房，是大床房，我赶上这间的卫生间非常小，很窄，只能一个人站在里边，估计胖点的人就别想进去了，隔音稍差。不过下回还会再定这家……', 'star': 5}
{'descr': '厕所的水压不够，洗澡不方便，其他都还行，130一晚，在廊坊有点小贵', 'star': 5}
{'descr': '.位置还好。房间干净。就是隔音一般。但是总体不错。', 'star': 3}
{'descr': '怎么说呢还行、服务不错、', 'star': 3}
{'descr': '店里非长干净   我们非常满意。服务挺周到   ', 'star': 5}
{'descr': '房间挺干净.服务顶好.我非常满意...以后在住店我会选择这家的', 'star': 5}
{'descr': '前台服务员迂腐的不行，下回一定不会再住了', 'star': 1}
{'descr': '前台服务员迂腐的不行，下回一定不会再住了', 'star': 1}
{'descr': '＋内容', 'star': 3}
{'descr': '＋内容', 'star': 3}
{'descr': '安排了个特别小的房间，床也相当的小，比第一次住小多了，同样的价钱，不同的房，下次不会再住了。如果入住还是先看看房间比较保险。', 'star': 1}
{'descr': '安排了个特别小的房间，床也相当的小，比第一次住小多了，同样的价钱，不同的房，下次不会再住了。如果入住还是先看看房间比较保险。', 'star': 1}
{'descr': '交通比较方便,离地铁比较近，吃饭的地方不多', 'star': 5}
{'descr': '交通比较方便,离地铁比较近，吃饭的地方不多', 'star': 5}
{'descr': '总体不错哦 前台的服务业很到位 就是洗澡水太小了 有望改进\r\n', 'star': 5}
{'descr': '总体不错哦 前台的服务业很到位 就是洗澡水太小了 有望改进\r\n', 'star': 5}
{'descr': '很无语，很离谱，这个叫准3星吗？不停的吵闹，一个晚上没有睡好，完全不适合人住&#183;~~&#183;所以为什么我只住了一天&#183;~~郁闷~', 'star': 1}
{'descr': '很无语，很离谱，这个叫准3星吗？不停的吵闹，一个晚上没有睡好，完全不适合人住&#183;~~&#183;所以为什么我只住了一天&#183;~~郁闷~', 'star': 1}
{'descr': '地理位置非常好，但是设施非常一般。我订了间特价大床房，价格比较低，但是安排的房间十分狭小，十平米左右，各位朋友订房间时需要注意', 'star': 1}
{'descr': '地理位置非常好，但是设施非常一般。我订了间特价大床房，价格比较低，但是安排的房间十分狭小，十平米左右，各位朋友订房间时需要注意', 'star': 1}
{'descr': '卫生环境很不好，房间像是很久没打扫的样子，桌子上都落了一层灰。入住的时候连牙具都没有，打电话给前台让送来，一直都没送，还是自己去拿的，如果不是之前已经交好钱了，一定不会住在这里。', 'star': 1}
{'descr': '卫生环境很不好，房间像是很久没打扫的样子，桌子上都落了一层灰。入住的时候连牙具都没有，打电话给前台让送来，一直都没送，还是自己去拿的，如果不是之前已经交好钱了，一定不会住在这里。', 'star': 1}
{'descr': '总体不错，房间较大，挺舒服的，性价比还不错~', 'star': 3}
{'descr': '总体不错，房间较大，挺舒服的，性价比还不错~', 'star': 3}
{'descr': '特价房是没有宽带服务的，地理位置交通很好很方便。性价比很好。大床真的很大，睡三四个瘦子没有问题。', 'star': 5}
{'descr': '特价房是没有宽带服务的，地理位置交通很好很方便。性价比很好。大床真的很大，睡三四个瘦子没有问题。', 'star': 5}
{'descr': '位置很好，而且价钱也比较公道，适合来北京旅游居住。', 'star': 5}
{'descr': '位置很好，而且价钱也比较公道，适合来北京旅游居住。', 'star': 5}
{'descr': '卫生间竟然一晚上都没水，服务员解释水压不够，等别人洗完澡我才可以洗澡！可恶！', 'star': 1}
{'descr': '卫生间竟然一晚上都没水，服务员解释水压不够，等别人洗完澡我才可以洗澡！可恶！', 'star': 1}
{'descr': '设施比较旧，不过本来就是比较年久的宾馆嘛。窗户很小，所以房间通风不好。另外电视信号差，很多台都是雪花点。不过价钱算是公道了。', 'star': 1}
{'descr': '设施比较旧，不过本来就是比较年久的宾馆嘛。窗户很小，所以房间通风不好。另外电视信号差，很多台都是雪花点。不过价钱算是公道了。', 'star': 1}
{'descr': '酒店位于交通枢纽马甸桥西，坐公交比较方便，地铁稍远，但一般公交2-3站内可以到达。当时订的大床房，还是比较舒适的，不足处是卫生间比较小，洗澡的地方没有隔帘，洗澡水到处撒，花洒水量比较小，喷口太高了，还好能拿下来。另外房间内的电视比较不清晰，收的台也比较少，不知只是我住的这个是这样，还是所有的房间都一样。总体来说，性价比还是很不错的，推荐要求不要太高的人入住', 'star': 5}
{'descr': '酒店位于交通枢纽马甸桥西，坐公交比较方便，地铁稍远，但一般公交2-3站内可以到达。当时订的大床房，还是比较舒适的，不足处是卫生间比较小，洗澡的地方没有隔帘，洗澡水到处撒，花洒水量比较小，喷口太高了，还好能拿下来。另外房间内的电视比较不清晰，收的台也比较少，不知只是我住的这个是这样，还是所有的房间都一样。总体来说，性价比还是很不错的，推荐要求不要太高的人入住', 'star': 5}
{'descr': '房间设施表较老，位置还不错。', 'star': 5}
{'descr': '房间设施表较老，位置还不错。', 'star': 5}
{'descr': '设施陈旧', 'star': 5}
{'descr': '设施陈旧', 'star': 5}
{'descr': '设施比较老，服务还是不错的，服务员基本有求必应。地理位置非常好，这个位置，性价比已经很高了', 'star': 5}
{'descr': '设施比较老，服务还是不错的，服务员基本有求必应。地理位置非常好，这个位置，性价比已经很高了', 'star': 5}
{'descr': '不能推荐的酒店，房间一般。最糟糕的是前台居然是一NB轰轰的柴火妞。', 'star': 3}
{'descr': '不能推荐的酒店，房间一般。最糟糕的是前台居然是一NB轰轰的柴火妞。', 'star': 3}
{'descr': '前台人员素质低下，属于欠扁型的。不给预授权不说，多刷了卡上的钱，还不给退。', 'star': 1}
{'descr': '前台人员素质低下，属于欠扁型的。不给预授权不说，多刷了卡上的钱，还不给退。', 'star': 1}
{'descr': '总体感觉性价比很好！', 'star': 5}
{'descr': '总体感觉性价比很好！', 'star': 5}
{'descr': '性价比还不错', 'star': 5}
{'descr': '性价比还不错', 'star': 5}
{'descr': '多加几块钱去住旁边的7天也不住你破地方！真恶心！全是蟑螂！！我住那屋厕所还是坏的！！最他妈的就是不给换\u3000床单被罩还有\u3000打扫卫生！非得结账退房了\u3000才给打扫！！！．．．．．．．．．ｒｉ！！', 'star': 1}
{'descr': '多加几块钱去住旁边的7天也不住你破地方！真恶心！全是蟑螂！！我住那屋厕所还是坏的！！最他妈的就是不给换\u3000床单被罩还有\u3000打扫卫生！非得结账退房了\u3000才给打扫！！！．．．．．．．．．ｒｉ！！', 'star': 1}
{'descr': '因为想在清华北大附近入住，选择了这家。前台好像是姓付的吧，态度挺好的。只是硬件实在是太差了。晚上房门的锁还坏了，换了房间后，卫生间太小了，喷头的水基本能冲到卫生间的整个角落了。床单也比较旧。总体上来说，硬件需要更新换代了。', 'star': 1}
{'descr': '因为想在清华北大附近入住，选择了这家。前台好像是姓付的吧，态度挺好的。只是硬件实在是太差了。晚上房门的锁还坏了，换了房间后，卫生间太小了，喷头的水基本能冲到卫生间的整个角落了。床单也比较旧。总体上来说，硬件需要更新换代了。', 'star': 1}
{'descr': '简直就是噩梦，前台服务员还不错，楼层服务员的看见我上楼，坐在沙发上都不带起来的。硬件很差，和其它连锁酒店相比，差得很远，感觉到处都很脏', 'star': 1}
{'descr': '简直就是噩梦，前台服务员还不错，楼层服务员的看见我上楼，坐在沙发上都不带起来的。硬件很差，和其它连锁酒店相比，差得很远，感觉到处都很脏', 'star': 1}
{'descr': '除了位置，其它的都太一般了', 'star': 5}
{'descr': '除了位置，其它的都太一般了', 'star': 5}
{'descr': '龙福宫北太店我入住过一次,总的感觉,交通比较便利,服务人员比较热情,卫生也还行.就是顶层的房间有时因水压不足而没水,希望能解决.', 'star': 5}
{'descr': '龙福宫北太店我入住过一次,总的感觉,交通比较便利,服务人员比较热情,卫生也还行.就是顶层的房间有时因水压不足而没水,希望能解决.', 'star': 5}
{'descr': '入住几次了，挺好的。', 'star': 5}
{'descr': '入住几次了，挺好的。', 'star': 5}
{'descr': '酒店环境实在是差，物品陈旧，卫生一般，跟一般意义上的经济型酒店有很大差距！不推荐。', 'star': 3}
{'descr': '酒店环境实在是差，物品陈旧，卫生一般，跟一般意义上的经济型酒店有很大差距！不推荐。', 'star': 3}
{'descr': '第二次入住，感觉很好', 'star': 5}
{'descr': '第二次入住，感觉很好', 'star': 5}
{'descr': '位置不错  ', 'star': 3}
{'descr': '位置不错  ', 'star': 3}
{'descr': '位置很好！各个方面条件很差！', 'star': 3}
{'descr': '位置很好！各个方面条件很差！', 'star': 3}
{'descr': '位置不错，条件和服务及设施有点令人担心！', 'star': 5}
{'descr': '位置不错，条件和服务及设施有点令人担心！', 'star': 5}
{'descr': '挺大的，而且比较干净，没有蚊子，整体不错。。。', 'star': 5}
{'descr': '挺大的，而且比较干净，没有蚊子，整体不错。。。', 'star': 5}
{'descr': '不知道该说什么好，房间里面的设施真的太旧了，卫生比经济连锁酒店差远了。以后不住了', 'star': 1}
{'descr': '不知道该说什么好，房间里面的设施真的太旧了，卫生比经济连锁酒店差远了。以后不住了', 'star': 1}
{'descr': '好', 'star': 5}
{'descr': '好', 'star': 5}
{'descr': '不错哦，还是可以的', 'star': 5}
{'descr': '不错哦，还是可以的', 'star': 5}
{'descr': '屋里有味 房顶还漏水掉渣', 'star': 1}
{'descr': '屋里有味 房顶还漏水掉渣', 'star': 1}
{'descr': '位置好，但是硬件设施一般，价格不较便宜', 'star': 3}
{'descr': '位置好，但是硬件设施一般，价格不较便宜', 'star': 3}
{'descr': '价格便宜,位置好,硬件设施一般!比较经济实惠', 'star': 3}
{'descr': '价格便宜,位置好,硬件设施一般!比较经济实惠', 'star': 3}
{'descr': '大家多多支持', 'star': 5}
{'descr': '大家多多支持', 'star': 5}
{'descr': '客房没电梯,饮水机响声大,地理位置好', 'star': 3}
{'descr': '客房没电梯,饮水机响声大,地理位置好', 'star': 3}
{'descr': '去之前说电梯只到五层 去之后才知道电梯在五一间不开 比较郁闷 位置不错，卫生一般，卫生间太小 拖鞋不是一次性的', 'star': 5}
{'descr': '去之前说电梯只到五层 去之后才知道电梯在五一间不开 比较郁闷 位置不错，卫生一般，卫生间太小 拖鞋不是一次性的', 'star': 5}
{'descr': '性价比高，服务不错，硬件不足，总体不错！', 'star': 3}
{'descr': '性价比高，服务不错，硬件不足，总体不错！', 'star': 3}
{'descr': '性价比高，服务不错，硬件不足，总体不错！', 'star': 3}
{'descr': '性价比高，服务不错，硬件不足，总体不错！', 'star': 3}
{'descr': '性价比高，服务不错，硬件不足，总体不错！', 'star': 5}
{'descr': '性价比高，服务不错，硬件不足，总体不错！', 'star': 5}
{'descr': '设施不怎的 住起来不是很方便,隔音不太好硬件设置比较差性价比不高\r\n', 'star': 1}
{'descr': '设施不怎的 住起来不是很方便,隔音不太好硬件设置比较差性价比不高\r\n', 'star': 1}
{'descr': '性价比较高！', 'star': 5}
{'descr': '性价比较高！', 'star': 5}
{'descr': '床挺硬的，睡着不舒服~', 'star': 1}
{'descr': '床挺硬的，睡着不舒服~', 'star': 1}
{'descr': '饮水机燥音太大\r\n', 'star': 1}
{'descr': '饮水机燥音太大\r\n', 'star': 1}
{'descr': '位置挺好找', 'star': 5}
{'descr': '位置挺好找', 'star': 5}
{'descr': '卫生一般，但位置比较好，总的来说还行', 'star': 5}
{'descr': '卫生一般，但位置比较好，总的来说还行', 'star': 5}
{'descr': '性价比高，位置醒目，其它一般', 'star': 5}
{'descr': '性价比高，位置醒目，其它一般', 'star': 5}
{'descr': '总体来说很不错的哦', 'star': 5}
{'descr': '总体来说很不错的哦', 'star': 5}
{'descr': '位置不错，里面设施有点旧。', 'star': 3}
{'descr': '位置不错，里面设施有点旧。', 'star': 3}
{'descr': '价格和位置都不错，房间小了一些，比一张床大不了多少面积。设施还算齐全也比较干净。服务态度挺好的', 'star': 5}
{'descr': '价格和位置都不错，房间小了一些，比一张床大不了多少面积。设施还算齐全也比较干净。服务态度挺好的', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '入住的时候打扫很不彻底，服务还可以。关键是位置蛮好', 'star': 5}
{'descr': '入住的时候打扫很不彻底，服务还可以。关键是位置蛮好', 'star': 5}
{'descr': '隔音不太好硬件设置比较差', 'star': 1}
{'descr': '隔音不太好硬件设置比较差', 'star': 1}
{'descr': '除了位置以外，其他硬件设置都比较差。', 'star': 5}
{'descr': '除了位置以外，其他硬件设置都比较差。', 'star': 5}
{'descr': '酒店比较干净。挺好找的，就是隔音不太好，有点吵。', 'star': 1}
{'descr': '酒店比较干净。挺好找的，就是隔音不太好，有点吵。', 'star': 1}
{'descr': '地理位置比较好，在北三环城大厦对面，马甸桥西\r\n服务一般，服务人员素质不佳。\r\n这个价格也不能强求太多。就那样吧！\r\n', 'star': 5}
{'descr': '地理位置比较好，在北三环城大厦对面，马甸桥西\r\n服务一般，服务人员素质不佳。\r\n这个价格也不能强求太多。就那样吧！\r\n', 'star': 5}
{'descr': '隔音非常差~房顶很脏~卫生间洗澡了不漏水~', 'star': 1}
{'descr': '隔音非常差~房顶很脏~卫生间洗澡了不漏水~', 'star': 1}
{'descr': '离电影学院步行20分钟，考北电非常方便。', 'star': 5}
{'descr': '离电影学院步行20分钟，考北电非常方便。', 'star': 5}
{'descr': '有吹风机就更好了!', 'star': 5}
{'descr': '有吹风机就更好了!', 'star': 5}
{'descr': '房间设施太差,感觉不太卫生,早餐极其简陋,最多算旅馆,不象宾馆,这份价格还是住如家,速8好.', 'star': 1}
{'descr': '房间设施太差,感觉不太卫生,早餐极其简陋,最多算旅馆,不象宾馆,这份价格还是住如家,速8好.', 'star': 1}
{'descr': '在北三环路上，地处市中心，交通便利。但就是设施太陈旧。', 'star': 5}
{'descr': '在北三环路上，地处市中心，交通便利。但就是设施太陈旧。', 'star': 5}
{'descr': '此宾馆交通方便，离机场大巴五分钟可步行到，服务好，设施一般，价格合适，下次来还选，谢谢', 'star': 3}
{'descr': '此宾馆交通方便，离机场大巴五分钟可步行到，服务好，设施一般，价格合适，下次来还选，谢谢', 'star': 3}
