{'短评内容': '很好', '短评打分': 5}
{'短评内容': '相当不错', '短评打分': 5}
{'短评内容': '早餐还可以，位置不错，设施稍旧', '短评打分': 4}
{'短评内容': '非常好的酒店，这酒店来停车也方便，服务特别好，应该说在当地是最好的酒店了，下次去一定还要去入住。', '短评打分': 5}
{'短评内容': '住了几年的酒店了，应该要重新装修升级了，洗手盘还是和以前一样没改进，但是酒店服务人员态度非常好，和以前一样，是最大卖点', '短评打分': 5}
{'短评内容': '京东预定酒店好便宜啊，不错', '短评打分': 5}
{'短评内容': '给了我一个不小的惊喜，硬件不错，服务也很专业。', '短评打分': 5}
{'短评内容': '给了我一个不小的惊喜，硬件不错，服务也很专业。', '短评打分': 5}
{'短评内容': '给了我一个不小的惊喜，硬件不错，服务也很专业。', '短评打分': 5}
{'短评内容': '还行，基本每次都住这里。', '短评打分': 4}
{'短评内容': '酒店环境好，位置方便，性价比超高，出差必住。周围有超市，出门就是，离商场也近，喜欢逛街的首选，出行方便！', '短评打分': 5}
{'短评内容': '价不高，服务不错，只是位处偏僻，周边环境一般', '短评打分': 4}
{'短评内容': '环境美，服务好', '短评打分': 4}
{'短评内容': '호텔 매우 깨끗하고 좋습니다. 태항산하고 그런데로 가깝고 ㅎ 금액대비 최고입니다.', '短评打分': 5}
{'短评内容': '시설이 매우 좋고 깨끗하고 5성급호텔과 같은데 금액은 매우 저렴합니다.', '短评打分': 5}
{'短评内容': '给个好评，县城酒店已经很满意了。', '短评打分': 4}
