{'短评内容': '很好', '短评打分': 5}
{'短评内容': '免费停车场 环境不错', '短评打分': 5}
{'短评内容': '位置还好', '短评打分': 4}
{'短评内容': '服务态度很好，硬件一半', '短评打分': 4}
{'短评内容': '酒店我已经住习惯了，每次去都是这家，服务没的说，希望能跟酒店会员积分保持沟通，早日把入住积分问题解决了就更好了', '短评打分': 5}
{'短评内容': '酒店不错，房间也不小，地段好，比不上五星级的标准吧应该有个3～4星标谁，下次来还住这里，旅游也合适。', '短评打分': 3}
{'短评内容': '酒店不错，房间也不小，地段好，比不上五星级的标准吧应该有个3～4星标谁，下次来还住这里，旅游也合适。', '短评打分': 3}
{'短评内容': '酒店位置挺好，交通方便，设施和卫生在这个价位里面性价比也算还好，就是房间有点小，隔音有点大，服务态度比较不错。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店总体质量一般，服务一般，可能位置决定价格，再便宜一些就好了，服务一定要加强了。', '短评打分': 4}
{'短评内容': '已经连续住了，感觉还好', '短评打分': 5}
{'短评内容': '交通便利，环境可以啊', '短评打分': 5}
{'短评内容': '酒店一进去就很压抑 不舒服 环境也不行', '短评打分': 3}
{'短评内容': '水床不错，很暖和', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
