{'短评内容': '很好', '短评打分': 5}
{'短评内容': '帮别人订的，环境挺好。', '短评打分': 5}
{'短评内容': '双床房都是面对立交桥的，高楼层好一点', '短评打分': 5}
{'短评内容': '空调制热有点不太好，电视有点不太清晰，总体来说还可以', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '感觉都很好，性价比高', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '很棒很棒哦', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '位置服务不错，房形小些', '短评打分': 5}
{'短评内容': '酒店设施和服务都很好，就是在路边上，很吵', '短评打分': 5}
{'短评内容': '位置很便利，房间比一般的汉庭酒店要大，卫生也不错，不用交押金只缴纳的房费，第二天跟前台说一声直接走人，实现了快捷酒店应有的功能！', '短评打分': 5}
{'短评内容': '酒店侧面200米有12路车到索菲亚广场。', '短评打分': 4}
{'短评内容': '相当的满意，玩的很开心，因为地段不算很好，所以很便宜', '短评打分': 5}
{'短评内容': '在地下室，有些潮，也有些霉味，不过价格便宜也就算了，服务很好，干净卫生', '短评打分': 4}
{'短评内容': '白天网速还在，晚上就慢了。别的可以。', '短评打分': 5}
