{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店品质很好，服务一流价格亲民。', '短评打分': 5}
{'短评内容': '不错 环境 价格', '短评打分': 5}
{'短评内容': '既然是点评，那我就说说我不满意的地方吧。第一，浴室没有沐浴露，没有洗发水，现在可以去查，1220（好像是有付费的）。第二，浴室浴缸水龙头都是坏的。第三，想吹个发型，有镜子的地方插座用不了，插座可以用的地方，没有镜子。第四，浴室大喷头是坏的。叫了维修人员，维修不了。整体房间灯光太暗了。整体来说，体验真的超差，但是服务还算可以的。这是良心事实评价，不存在刻意诋毁。', '短评打分': 3}
{'短评内容': '不安静，太吵了', '短评打分': 5}
{'短评内容': '太吵了，不安静', '短评打分': 5}
{'短评内容': '太吵了，不安静', '短评打分': 4}
{'短评内容': '老样子，有点旧，没什么想说的12345612345612345612345612345612345', '短评打分': 3}
{'短评内容': '环境不错，房间干净！', '短评打分': 5}
{'短评内容': '&hellip;&hellip;', '短评打分': 5}
{'短评内容': '不错的酒店，交通方便，性价比高！', '短评打分': 5}
{'短评内容': '可以啊，挺好的，性价比高，服务也好', '短评打分': 5}
{'短评内容': '房间舒适，价格合理，服务人员有礼貌，而且服务很周到更具有人性化。特别要提出的是他家的自助餐每样菜都很好吃。', '短评打分': 5}
{'短评内容': '物流很给力，商品也不错，一直用这个', '短评打分': 5}
{'短评内容': '物流很给力，商品也不错，一直用这个', '短评打分': 5}
{'短评内容': '早餐很有个性', '短评打分': 3}
{'短评内容': '酒店还可以，前台服务员热情！下次来长沙，首选', '短评打分': 5}
{'短评内容': '这酒店性价比高，交通方便，包早餐，还是挺不错的。去长沙就是喜欢吃吃吃吃吃，这里去附近吃的地方还是很方便的，点赞。', '短评打分': 4}
{'短评内容': '环境优雅', '短评打分': 5}
{'短评内容': '服务周到', '短评打分': 5}
{'短评内容': '住了这么多天，也不给我点奖励？', '短评打分': 5}
{'短评内容': '住了这么多次这个酒店了，也不给我点奖励？', '短评打分': 4}
{'短评内容': '出行方便，性价比很高', '短评打分': 4}
{'短评内容': '出行方便，性价比很高', '短评打分': 4}
{'短评内容': '有点老了，卫生还行，旁边就是大润发，位置不错，价格适中', '短评打分': 4}
{'短评内容': '环境很好，房间很大，感觉舒适', '短评打分': 4}
{'短评内容': '豪华装修，干净舒适适合商务出行', '短评打分': 5}
