{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '总体来说还是可以，就是房间小，暖气不足，空调有声音，不过作为出差回家的最后一个落脚点，也是不错的。回家真好！', '短评打分': 4}
{'短评内容': '不错，停车方便，干净卫生', '短评打分': 5}
{'短评内容': '困苦古太卡偶货哦提咯么与流口水了露台图图扣咯哦', '短评打分': 5}
{'短评内容': '前台服务很好，房间干净卫生，床单被套很舒服很柔软，洗澡很爽，电视很大，停车方便，热水快，淋浴很舒服，装修很好，安全，设施设备很好，床单被套很干净，无线网络速度很快，酒店员工服务很热情，给人感觉就像回到家一样，值得推荐！', '短评打分': 5}
{'短评内容': '前台服务很好，房间干净卫生，床单被套很舒服很柔软，洗澡很爽，电视很大，停车方便，热水快，淋浴很舒服，装修很好，安全，设施设备很好，床单被套很干净，无线网络速度很快，酒店员工服务很热情，给人感觉就像回到家一样，值得推荐！', '短评打分': 5}
{'短评内容': '服务很不错。一直住7天。环境好。服务棒', '短评打分': 5}
{'短评内容': '酒店给人非常安全，设施设备一流，淋浴非常给力，整体非常干净卫生，环境非常舒适，有种家的感觉，wifi 很给力，整体服务非常热情，布草干净整洁卫生，价格还很便宜，房间设施也非常好，很干净，很安全，不管是前台还是客房大姐服务态度都特别好，早餐也很好吃，整个酒店给人的感觉特别好', '短评打分': 5}
{'短评内容': '不错不错', '短评打分': 5}
{'短评内容': '第一次入住，床单卫生不好，有污点，希望改进。', '短评打分': 4}
{'短评内容': '我在想念着你了！在线指导书、一定难度李大嘴角就此进行下去就是说从前只是寒暄和他说什么时候才能真正体会到了最后还是决定要不要那么搞笑', '短评打分': 3}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '挺好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
