{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好，每次回来都住这', '短评打分': 5}
{'短评内容': '各方面都比较好，在小县城有这样的酒店不错', '短评打分': 5}
{'短评内容': '不错的酒店。风景优美。流连忘返。', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '在这里生活真惬意啊', '短评打分': 5}
{'短评内容': '阳春比较好，也是老牌的酒店了，近湖，空气好', '短评打分': 5}
{'短评内容': '五星好干净卫生', '短评打分': 5}
{'短评内容': '属于阳春当地星级酒店，比较舒适。隔音效果稍微差一点，总体来说还是不错的。', '短评打分': 5}
{'短评内容': '属于阳春当地星级酒店，比较舒适。隔音效果稍微差一点，总体来说还是不错的。', '短评打分': 5}
{'短评内容': '不错，当地最好酒店', '短评打分': 5}
{'短评内容': '还可以吧', '短评打分': 4}
{'短评内容': '还可以吧。。。', '短评打分': 4}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '为什么五星级酒店的Wi-Fi这么慢 建议不要住这间 如不改善网络', '短评打分': 4}
{'短评内容': '服务态度非常差！西餐厅的服务员态度更恶劣，早餐的品种又少又难吃。强烈建议大家慎重考虑入住。', '短评打分': 1}
{'短评内容': '环境挺好，不错！', '短评打分': 5}
{'短评内容': '环境好，服务不错还有早餐', '短评打分': 4}
{'短评内容': '超棒的湖景', '短评打分': 5}
{'短评内容': '错', '短评打分': 5}
{'短评内容': '酒店不错干净卫生', '短评打分': 5}
{'短评内容': '交通便利，周边环境很好，设施服务一般。', '短评打分': 4}
{'短评内容': '环境还可以啊', '短评打分': 4}
{'短评内容': '非常满意的一次行。。。住得舒心。。。', '短评打分': 2}
{'短评内容': '酒店服务很好。游泳池虽然小但干净服务好!房间设施齐全。推荐入住！', '短评打分': 3}
{'短评内容': '服务很好,酒店很靓', '短评打分': 3}
{'短评内容': '八月份入住的，到现在才想起来。酒店环境很好，服务不错，早餐也不错，如果再去阳春还会再住这里。', '短评打分': 5}
{'短评内容': '已入住。房间好，早餐一般。', '短评打分': 3}
{'短评内容': '阳春唯一的一家五星酒店，不得不住啊，性价比不高，早餐也不好吃，装修也一般，但已经是那里最好的了，没办法', '短评打分': 5}
{'短评内容': ' 好，多谢。', '短评打分': 3}
{'短评内容': ' 环境非常不错。', '短评打分': 3}
{'短评内容': '位置不错，价格低，装修一般，信价比高。早餐极其难吃。', '短评打分': 5}
{'短评内容': '性价比高，环境还可以，但档次一般，作为县级市的五星酒店还行。', '短评打分': 5}
{'短评内容': '服务不错，酒店周边，环境很好。空气清新。给4星', '短评打分': 5}
{'短评内容': '没住过阳春其他的酒店，感觉作为5星级来说，一般吧，房间还好，送的早餐太差。', '短评打分': 5}
{'短评内容': '阳春最好的酒店，房间其实就一般，但是临湖，出去就是风景，在湖边散步还是挺不错的', '短评打分': 5}
{'短评内容': '酒店门口有个很漂亮的湖，环境不错，空气清新，房间卫生条件很好，卫生间和床铺都很干净，住着挺好的', '短评打分': 5}
{'短评内容': '房间干净整洁，尤其是卫生间打扫的很干净，饭菜口味好，品种多，前台服务也很周到热情，性价比蛮高', '短评打分': 5}
{'短评内容': '性价比很高的酒店，环境很好，卫生条件不错，服务一流，下次还会住的', '短评打分': 5}
{'短评内容': '酒店周边交通不错，出行方便，而且有自己的停车场，停车不成问题，房间装修的很豪华，硬件齐全，前台服务效率高，办事情很快，房间舒适度不错', '短评打分': 5}
{'短评内容': '酒店人员的服务态度挺好的，都很周到热情，周边环境很好，有山有水，空气清新，酒店地处市中心，周边出行很方便，住宿条件不错', '短评打分': 5}
{'短评内容': '新开的酒店，各方面感觉都很好。房间硬件齐全，服务到位，住宿条件不错', '短评打分': 5}
{'短评内容': '性价比很高，硬件设施齐全，周边环境好，靠近公园，出行很方便', '短评打分': 5}
{'短评内容': '一进去蛮安静的，环境很好，给人感觉很舒服，前台反应快，办事效率高，下次还好主动', '短评打分': 5}
{'短评内容': '酒店在东湖边上，环境很好，性价比高，房间硬件齐全，卫生不错，我们住着都挺满意的', '短评打分': 5}
{'短评内容': '位置好，就在东湖公园边上，环境不错，房间空间蛮大的，卫生条件很好，干净整洁，前台服务也很到位，都会主动和我们问好，总体感觉各方面都不错', '短评打分': 5}
