{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '不错，京东的酒店服务做的也是很好，继续努力吧', '短评打分': 5}
{'短评内容': '不错，经典酒店品牌，服务也是很好的。很干净性价比很高！赞一个', '短评打分': 5}
{'短评内容': '一如既往地好，很安静服务又好。赞一个吧', '短评打分': 5}
{'短评内容': '为啥非要5个字啊。为啥非要5个字啊。为啥非要5个字啊。为啥非要5个字啊。为啥非要5个字啊。', '短评打分': 4}
{'短评内容': 'ē呃呃呃呃呃呃嫁鸡随鸡手段卑鄙恨不得把代表大会的环境好多话好多好多红包好多好多好多话就打击', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '在京东订酒店是第一次，感觉非常不错，不比那些知名的订房网战差，以后会多用。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店很干净也很舒适就是装修略显陈旧 地理位置简直太好离景点非常近步行都用不了五分钟就到啦交通也方便的很 下次还来这里住', '短评打分': 5}
{'短评内容': '在大同还算不错的酒店，主要是位置超好，和九龙壁、华严寺、凤临阁等都很近，走路都可以到，有一个很大的停车场，对于自驾游来说非常方便，附近的酒店都在城里头，不方便停车。', '短评打分': 5}
{'短评内容': '帮朋友订的，地理位置优越，酒店设施还可以吧，总体还比较满意', '短评打分': 5}
{'短评内容': '重要的事情说三次，作为大同老牌酒店，屋内的设施太陈旧，空调制冷艰难，吹风机功率小吹不干头发。', '短评打分': 2}
{'短评内容': '作为大同的老牌宾馆，屋内设施太陈旧，空调降不了温，吹风机风力太小。', '短评打分': 2}
{'短评内容': '酒店位于古城内，与鼓楼为邻，不远处还有华严寺和中国现存最大的九龙壁（比北京北海的九龙壁还有雄伟），去大同旅游该酒店是个不错的选择。', '短评打分': 5}
{'短评内容': '习惯性京东，多快好省性价比高方便快捷，总之一次满意的网购体验', '短评打分': 5}
{'短评内容': '好好好好好好，非常好，超级好。要不到台的好。', '短评打分': 5}
{'短评内容': '酒店位置挺好，距离华严寺，九龙壁挺近', '短评打分': 5}
{'短评内容': '客观来说豪华大床房还可以，不过户型不规则，比平日上涨太多，早餐还可以。', '短评打分': 4}
{'短评内容': '第一次在京东上订酒店，很实惠，酒店环境很好，离步行街很近，很满意，以后就在京东上定了。', '短评打分': 5}
{'短评内容': '酒店地理位置好，早餐份丰盛，再来大同还会入住！', '短评打分': 5}
{'短评内容': '很不错的酒店，房间大，早餐丰富，唯一的缺点是不提供矿泉水，总体来说很好了', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 4}
{'短评内容': '酒店环境不错，房间也很舒适。卫生间热水来的很快。早餐丰富，有当地的刀削面和羊杂。早饭开始的时间也比较早，特别适合有早出需要的客人。服务人员也很热情。', '短评打分': 5}
{'短评内容': '携程特价性价比很高', '短评打分': 5}
{'短评内容': '环境不错，房间干净。', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '酒店位置较好，虽然不是新店，但是真心价格不贵，唯一不足停车要收费。不过周边景点很多，步行就可以转一圈。缺点就是大门第一次去不好找。', '短评打分': 5}
{'短评内容': '送了剪纸不错', '短评打分': 5}
{'短评内容': '酒店服务真的不错！酒店服务真的不错！酒店服务真的不错！酒店服务真的不错！酒店服务真的不错！酒店服务真的不错！', '短评打分': 5}
{'短评内容': '坐落在古城区 临近华严寺 大同城墙 服务设施各方面都挺好的', '短评打分': 5}
{'短评内容': '非常好，便宜实惠，而且给我们免费升级的了大床房，餐厅做菜很好吃，比周边小饭店干净而且便宜，量大，不错！', '短评打分': 5}
{'短评内容': '酒店住于大同旧城内华严寺旁边，附近唯一高楼就是他了 住的是无窗房，房间也不会有异味，客房不提供罐装水 洗手间的热水水量不够，洗着居然断热水了，有些无语', '短评打分': 5}
{'短评内容': '豪华单人间，物美价廉，大，从容！位于城内，距离城墙、华严寺、九龙壁、凤临阁等景点都很近。真心不错啦！', '短评打分': 5}
{'短评内容': '房间配套设施齐全，服务一般，早餐不错。', '短评打分': 4}
{'短评内容': '酒店还是不错的，硬件够得上五星级的级别。就是周围正在拆迁重建，搞得天天灰头土脸的，而且周围的公交车都摸不到规律，幸亏大同打的不贵（5元起步，1.2-1.5元/公里）。等大同的城中城构建好了，这个酒店可就处在黄金位置了，不过那是也就不是这个价了！早餐人少的时候还不错，人多了，很多东西都被抢完了，质量也不能保证。', '短评打分': 5}
{'短评内容': '性价比很高！不错！就是设施有点旧，但是总体不错！', '短评打分': 3}
{'短评内容': '酒店周围非常大的一片区域都在拆迁和封路，出入要绕很多路，打车钱多花了不少，有时司机还不愿意去。酒店本身，是四星的挂牌，三星（或者略差）的设施，二星的服务。当时赶上下雨，屋子有霉味，不隔音，被子发潮。以及，淋浴的水温·极·其·难·调......', '短评打分': 1}
{'短评内容': '房间舒适.餐厅又美味又便宜!', '短评打分': 3}
{'短评内容': '房间舒适宽敞!不过应该有游泳池吧,不是五星吗?', '短评打分': 3}
{'短评内容': '早餐很好，地理环境方便，设施齐全，安静，虽然附近修路造成不变，还是值得推荐', '短评打分': 5}
