{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '停车位少！房间空气不好！特别是美的空调没有清理风轮和过滤网尘很重！', '短评打分': 3}
{'短评内容': '有停车场', '短评打分': 4}
{'短评内容': '早餐太差了，早上8点就没了，不能加床，卫生实是太差了，酒店也太陈旧了，不适合住，也太贵了，图还是豪华套间。差差差', '短评打分': 2}
{'短评内容': '地理位置OK，环境不错', '短评打分': 5}
{'短评内容': '值得这个价格，以后还会入住，酒店内部也不错，卫生也不错，总体感觉很好，很满意，也会已经推荐给朋友了。', '短评打分': 5}
{'短评内容': '服务还行，价廉实.惠。', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '环境好，卫生好，服务态度好，。', '短评打分': 5}
{'短评内容': '还好', '短评打分': 4}
{'短评内容': '酒店真心不错，安静，卫生也很好，前台服务员很热情。离高速公路入口也近。', '短评打分': 5}
{'短评内容': '不错，支持', '短评打分': 4}
{'短评内容': '干净卫生，安静舒适，设施完善，服务热情。', '短评打分': 4}
