{'descr': '交了2天房费住了1天就吹交下次看好单子', 'star': 5}
{'descr': '卫生方面还可以', 'star': 5}
{'descr': '经济实惠', 'star': 5}
{'descr': '位置很好，交通便利，卫生条件也不错。单人间面积较小，但价格便宜也可以接受。性价比还不错，有些不足的是空调有点老，噪音较大。', 'star': 5}
{'descr': '挺好的，就这样吧。。。。。。。。。。。。。。', 'star': 5}
{'descr': '还可以，比较干净，房间较大', 'star': 3}
{'descr': '还可以，比较干净', 'star': 3}
{'descr': '房间干净整洁，但是空调噪音很大，还有桌子太小，上面发一个烧开水的壶，和简单的几个日用品后，就放不下其他东西了，本来带了电脑想处理几个文件的，但是桌子实在太小了，反正也不是很着急，就没开电脑了', 'star': 4}
{'descr': '服务态度很好，可以停车，设施符合要求，附近有不少小吃，推荐入住', 'star': 5}
{'descr': '房间较小，其他都还好', 'star': 5}
{'descr': '很好', 'star': 5}
{'descr': '设备完善，服务很好，干净放心。', 'star': 5}
{'descr': '还可以~', 'star': 5}
{'descr': '房间小了点，设施有点陈旧', 'star': 4}
{'descr': '交通还算便利，到长途南站公交车很方便。宾馆就在公园边上，老人自己出行，正好可以去散散步。其他的么，快捷酒店大体就这样了，不功不过。', 'star': 3}
{'descr': '酒店很好，房间比较大，而且很干净，酒店提供的早餐不错，还算是比较丰盛的，唯一的缺点是房间隔音不太好，隔壁房间人的欢笑声都能听到。', 'star': 5}
{'descr': '酒店很好，房间比较大，而且很干净，酒店提供的早餐不错，还算是比较丰盛的，唯一的缺点是房间隔音不太好，隔壁房间人的欢笑声都能听到。', 'star': 5}
{'descr': '酒店服务态度很好，只是房间隔音略差，靠马路的房间比较吵', 'star': 5}
{'descr': '酒店服务态度很好，只是房间隔音略差，靠马路的房间比较吵', 'star': 5}
{'descr': '酒店服务态度不错，就是临街的房间有点吵，今天调了房间，感觉好多了！', 'star': 5}
{'descr': '酒店服务态度不错，就是临街的房间有点吵，今天调了房间，感觉好多了！', 'star': 5}
{'descr': '服务很好', 'star': 3}
{'descr': '服务很好', 'star': 3}
{'descr': '房间真的是太小了,隔音不好,早上5点多就被大街上卖早点吵醒了', 'star': 1}
{'descr': '房间真的是太小了,隔音不好,早上5点多就被大街上卖早点吵醒了', 'star': 1}
{'descr': '狂差，房间又小，被子竟然有洞，虚有其表。隔天住幽兰价格又低，房间大一倍又干净，服务又好，早餐还没吃不知道~~', 'star': 1}
{'descr': '狂差，房间又小，被子竟然有洞，虚有其表。隔天住幽兰价格又低，房间大一倍又干净，服务又好，早餐还没吃不知道~~', 'star': 1}
{'descr': '入住时特意要求安静的房间，实际房间噪声太大，不知是空调还是什么，响了一整夜，而且距对面的住宅太近，不到6点就人声鼎沸了。\n没睡好觉。', 'star': 1}
{'descr': '入住时特意要求安静的房间，实际房间噪声太大，不知是空调还是什么，响了一整夜，而且距对面的住宅太近，不到6点就人声鼎沸了。\n没睡好觉。', 'star': 1}
{'descr': '感觉这家汉庭的早餐是我吃过的汉庭里最好的一家。', 'star': 5}
{'descr': '感觉这家汉庭的早餐是我吃过的汉庭里最好的一家。', 'star': 5}
{'descr': '不知道在他们家住了多少次，但是每次都不在犹豫的选择汉庭。', 'star': 5}
{'descr': '不知道在他们家住了多少次，但是每次都不在犹豫的选择汉庭。', 'star': 5}
{'descr': '挺温馨干净的，用具都消毒，服务员很礼貌，早餐在快捷当中算不错的。', 'star': 3}
{'descr': '挺温馨干净的，用具都消毒，服务员很礼貌，早餐在快捷当中算不错的。', 'star': 3}
{'descr': '喜欢汉庭，干净，明亮，早餐很好。还有礼品赠送。', 'star': 5}
{'descr': '喜欢汉庭，干净，明亮，早餐很好。还有礼品赠送。', 'star': 5}
