{'短评内容': '很好', '短评打分': 5}
{'短评内容': '脏乱差，返现还太麻烦。下次绝对不会住了', '短评打分': 2}
{'短评内容': '很一般，太吵！不干净', '短评打分': 3}
{'短评内容': '环境一般吧，电脑基本就是没用的', '短评打分': 3}
{'短评内容': '有点吵，紧接着马路，隔壁有人打麻将', '短评打分': 3}
{'短评内容': '酒店周边吃东西购物不方便，房间面积可以但是设施非常旧，进房间好大一股气味，住了一晚好多蚊子被咬了好多包，说是宾馆其实就是小旅馆的条件和设施，无线网房间根本联不上隔音效果很差，一大早就被说话声音吵醒', '短评打分': 3}
{'短评内容': '无线网络差～洗浴的是坏的！', '短评打分': 2}
{'短评内容': '阿斯顿也不过如此', '短评打分': 5}
{'短评内容': '很一般，比较旧', '短评打分': 3}
{'短评内容': '环境很好，服务态度很满意', '短评打分': 5}
{'短评内容': '装修风格不错，早餐丰富，地理位置优越，服务态度蛮好，值得入住啊。下次再来。', '短评打分': 5}
{'短评内容': '非常不错，性价比很高，服务很好，也很干净，非常适合出差旅游', '短评打分': 5}
{'短评内容': '整体环境不错。物美价廉，服务和卫生都不错。房间', '短评打分': 5}
{'短评内容': '感觉房间太小！', '短评打分': 3}
{'短评内容': '总体来说还是不错的，网速很快，舒适安静，酒店服务蛮周到的，早餐还送进客房呢，老板人很好，几乎有求必应，嗯！下次出差还会再住的。', '短评打分': 5}
{'短评内容': '便宜，安静', '短评打分': 3}
{'短评内容': '老板不太厚道，价格比同类酒店还要偏高，下次再也不回去的', '短评打分': 1}
{'短评内容': '网上看起来不错，卫生太差，而且进房间后，有意味，服务还还可以，', '短评打分': 3}
