{'短评内容': '此用户未填写评价内容', '短评打分': 4}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还可以吧 前台服务挺好的', '短评打分': 4}
{'短评内容': '不知道是不是特惠房的原因，房间特别小，隔音基本没有，就是前台和打扫卫生的大姐态度特别好', '短评打分': 4}
{'短评内容': '满意', '短评打分': 5}
{'短评内容': '洒店位置在巿区，旁边有超巿餐厅等，购物吃饭都很方便！', '短评打分': 5}
{'短评内容': '挺好，喜欢、', '短评打分': 5}
{'短评内容': '房间不错挺干净的，服务人员态度非常好', '短评打分': 5}
{'短评内容': '还可以的，价格便宜，一直购买！', '短评打分': 5}
{'短评内容': '房间不错', '短评打分': 5}
{'短评内容': '交通便利，很干净，服务挺好', '短评打分': 3}
{'短评内容': '不错，很满意', '短评打分': 5}
{'短评内容': '出差一般都会选择汉庭或如家这样的快捷酒店。', '短评打分': 5}
{'短评内容': '还好', '短评打分': 3}
{'短评内容': '店员态度很好，附近交通便利，比较满意', '短评打分': 5}
{'短评内容': '中规中矩的', '短评打分': 5}
{'短评内容': '服务态度是很不错的，就是房间味道有点大，停车场有点不方便。', '短评打分': 5}
{'短评内容': '环境优雅，非常安静，适合商务出差住宿', '短评打分': 4}
{'短评内容': '环境好', '短评打分': 5}
{'短评内容': '很  不  错', '短评打分': 4}
{'短评内容': '如家酒店挺好的', '短评打分': 5}
