{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '刚进来就发现一把手枪 属实吓我一跳 那十九大期间再给我抓典型抓起来了 我可是良民 后来发现玩具枪 房间够大 不过屋子有点潮味床是矮的那种 啪啪的时候适合男的站在地上女的跪下', '短评打分': 5}
{'短评内容': '啥破玩意啊，里面的东西都上锈了，床硬的跟木板一样，没用里面的东西硬说用了，里面的东西白给我都不用，真恶心！', '短评打分': 2}
{'短评内容': '单人间有点小', '短评打分': 4}
{'短评内容': '电视不好使，无线连不上，枕头就两个，床还硬，卫生间及其埋汰，根本不能洗澡，免费让我去我都不会再去了', '短评打分': 2}
{'短评内容': '去了之后看表面还可以，坐到床上发现，被褥是潮湿的，而且厕所灯是坏的，我没寻思事儿能这么多没拍照片我还告诉前台，我就住3天就走拉，灯的问题对我不大，我走了后修好让别的客人可以用到灯，就这么住了3天，白天没有收拾卫生的，最后一天了还是我去找的前台才派人来收拾，最可恨的是里面有消费物品，有一盒超薄明明我俩碰都没有碰就说是我俩用的，虽然10块钱不算什么，但我需要一个合理的解释吧，她得意思是说我们住在这个屋', '短评打分': 2}
{'短评内容': '很一般，没有空调这个季节去比较冷，洗澡也没有热水，', '短评打分': 4}
{'短评内容': '态度超级差、环境极其差，连最起码的干净都做不到', '短评打分': 1}
{'短评内容': '去锦州三次一直住在爱客、位置佳、被两大夜市包围的感觉太好了、对于吃货来说是福利、而且也很干净、下次来还会住在这里', '短评打分': 5}
{'短评内容': '很干净，整洁，服务态度好，周边很热闹，晚上溜达的好地方，交通方便', '短评打分': 5}
{'短评内容': '从开房间的时候就一再要求不要靠电梯口的房间，结果前台还是给我开了一间电梯口边上的第一间，完全无视客人的要求，下来要求换房间，前台撒谎说都预约满了，行，那就不住了要求退房，前台不给退，说是刷银行卡退不了，好，加钱换房间，不行，还是说刷卡换不了，加钱也不行，最后说给我们换个稍微安静点的房间，前面还说没房间了，后面说退房就立马说可以换了，说明这家店诚信很差，打开门进房间一股霉味儿，想想算了，开窗透透气就', '短评打分': 1}
{'短评内容': '条件基本可以', '短评打分': 3}
{'短评内容': '不错的酒店，性价比很高。', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '服务很好，空气也很好，继续努力', '短评打分': 3}
{'短评内容': '位置明显服务态度热情主动硬件设施一般可能是现在装修造成的旁边就是凌河夜市晚上可以转转吃些海鲜烧烤价钱公道总的来说挺好的下次来一定会住这里', '短评打分': 4}
{'短评内容': '很好，房间不错，楼下就是夜市，下次还会再来！！！', '短评打分': 5}
{'短评内容': '可以，房间很大，服务也可以。唯一是宽带不太稳定。', '短评打分': 5}
{'短评内容': '酒店还是挺干净的，但没有空调（是有中央空调不开），夏天没空调怎么受得了，打电话向总台反映，她说要跟领导请示，过一会儿回电说领导不同意。', '短评打分': 1}
{'短评内容': '此酒店地理位置优越,去辽沈战役纪念馆等处都非常方便,缺点是卫生一般,但就房价来说已属可以!', '短评打分': 5}
{'短评内容': '我去的时候单人间没有了，酒店给了158的标间，还不错！', '短评打分': 5}
{'短评内容': '屋子好小啊，而且屋里有味道，无空调，下次来不会住这里了', '短评打分': 1}
{'短评内容': '房间还不错了 商务双人间蛮大的 楼下夜市逛街很方便', '短评打分': 3}
{'短评内容': '我已入住锦州爱客商务宾馆。', '短评打分': 3}
{'短评内容': '我住的120元的房间，对比以往出差过的其它城市性价比最低，但在锦州对比其它（相同价格）宾馆上算OK 了，房间没打扫干净，有少量瓜子皮，可能跟我早上来的较早，仅2位服务员赶进度打扫造成（但还是应该注意卫生的情况），网速、洗澡OK，夜市不吵，很安静，一进房间我就睡到了晚上。锦州没感觉到作为旅游城市的面貌，马路一眼望去除了坑还是坑，但住宿方面的消费那是和大城市举案齐眉呀', '短评打分': 5}
{'短评内容': '房间还算可以，电脑很一般，运行很慢，鼠标不灵敏，屋内格局洗手间不错，值这个价。', '短评打分': 3}
{'短评内容': '整体不错，除了床垫稍差点外，就是没有服务指南，不知怎么联系总台？', '短评打分': 3}
{'短评内容': '和其他推荐一样，楼下就是夜市不过并不吵，我在4楼，下次还会再来！', '短评打分': 5}
{'短评内容': '住过多次，给个好评..............', '短评打分': 5}
{'短评内容': '环境不错，晚上可以逛夜市。吃小吃...去哪都比较方便，', '短评打分': 5}
{'短评内容': '住过多次~总体还是不错~推荐一下~为啥要有字数限制呢？', '短评打分': 5}
{'短评内容': '给个好评,挺好的!', '短评打分': 3}
{'短评内容': '很好！挺好挺干净的！', '短评打分': 3}
{'短评内容': '环境还好，就是有些味道，不过开一会窗就好了，晚上楼下就是夜市，吃的挺多的', '短评打分': 5}
{'短评内容': '房间有一股潮湿的味道，早餐很简单，床不舒服，网速还行。', '短评打分': 1}
{'短评内容': '舒适，整洁，便宜，房间有电脑，推荐入住！', '短评打分': 5}
{'短评内容': '很好的宾馆，值这个价位。打车就到三角地老审计局就可以了。', '短评打分': 3}
{'短评内容': '内部的环境还可以，就是烧水的壶和水杯感觉不怎么卫生。还有外面街上可不是一般的抄呀，楼下有个理发店十点了店内音乐还是很响，晚上楼下还有夜市，早上五点不到就各种装修的声音。总之，那个外部环境是相当相当的吵。不安逸', '短评打分': 3}
{'短评内容': '＋房间挺大的也很舒适就是烧水壶有点儿太脏了！', '短评打分': 3}
{'短评内容': '房间环境一般，屋子比较小，床铺过于简单，价格比较便宜，地理位置还可以，闹中取静周围有夜市，小吃等，喜欢吃的朋友可以来住。这两天用吃的弥补住宿环境哈哈！', '短评打分': 5}
