{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '位置好', '短评打分': 5}
{'短评内容': '很不满意，周边还在修路很不方便，隔音效果很不好', '短评打分': 1}
{'短评内容': '环境优雅，整洁', '短评打分': 5}
{'短评内容': '还挺好，整洁大方，有窗户', '短评打分': 5}
{'短评内容': '干净卫生环境好不吵闹，只是网上第三方订房价格179，开票只给开168，有点不解！', '短评打分': 5}
{'短评内容': '不错不错不错不错不错??????????????????????', '短评打分': 5}
{'短评内容': '离常州火车站几分钟步行，很方便', '短评打分': 5}
{'短评内容': '环境很好价格实惠', '短评打分': 5}
{'短评内容': '高鉄駅、長距離バス駅どちらにも程よく近い立地。部屋は中国のホテルの標準的な作り。タオル類、歯ブラシ、飲料水2本ほどいつもはちゃんとあるので安心。窓がない部屋にあたると閉塞感を感じるが、それ以外は寝るだけなら充分。', '短评打分': 4}
{'短评内容': '停车路线不清楚', '短评打分': 4}
{'短评内容': '环境蛮好的，在火车站附近，方便乘车，价格也比较实惠，住的双人床，带窗户，物品基本上齐全，住3/4个人都可以的，就是卫生间浴室的淋浴的管子太短了，给小孩洗有点不方便，希望能改进', '短评打分': 5}
{'短评内容': '服务态度非常差，简直可以说没有服务，建议大家不要入住，没有人性化服务，说是人死在里面她们不管，也不会去看，和她们不搭界，严重提醒酒店有规章制度是可以的，但对待特殊情况是不是应该更人性化呢', '短评打分': 1}
{'短评内容': '离车站很近，出行便捷。', '短评打分': 4}
{'短评内容': '总的来说还不错，主要坐车方便', '短评打分': 5}
{'短评内容': '靠近火车站有点吵', '短评打分': 4}
{'短评内容': '房间很大很干净 离火车站很近 方便出行', '短评打分': 5}
{'短评内容': '车站附近就这一家没的选', '短评打分': 3}
{'短评内容': '位置，服务都还可以，快捷酒店都差不多', '短评打分': 4}
{'短评内容': '标准的快捷酒店，地址位置比较好，交通方便', '短评打分': 4}
{'短评内容': '环境还行，交通确实方便，下火车步行可到，就在广场边上，离长途汽车侯车区非常近，要去嬉戏谷很方便。早餐需改进。', '短评打分': 5}
{'短评内容': '味道大，不划算。吃东西太远了。就是交通方便。', '短评打分': 1}
{'短评内容': '房间很大，很干净，推荐入住，而且房间很新，蛮安静。', '短评打分': 5}
{'短评内容': '酒店非常好，交通便利，设施很齐全，工作人员服务态度很好。', '短评打分': 5}
{'短评内容': '不错不错的酒店、就是贵的要命~设施挺好、地毯脏了点。\n', '短评打分': 5}
{'短评内容': '很好很好很好很好很好很好', '短评打分': 5}
{'短评内容': '就在火车站旁边，出行到是方便，酒店设施一般，相比较汉庭，锦江之星而言。', '短评打分': 5}
{'短评内容': '非常好，房间很干净，就在火车站旁边，非常方便，房间还算宽敞，还有两个小沙发，靠窗的，挺好的，窗户是双层玻璃，隔音效果不错，陈设也很新，个人比较推荐，唯一不好就是酒店自助早餐太单一，几乎没什么可吃的。', '短评打分': 5}
{'短评内容': '房间很大，一大床一小床，立式空调，一家人住不错！离开火车站很近！非常好的体验！', '短评打分': 5}
{'短评内容': '还不错，就是房间烟味挺大，还行，住的房间窗户有广告牌围住，基本看不见外边，噪音也还能挡住。。。。。。。', '短评打分': 5}
{'短评内容': '这家店还是不错的，如果早餐能再提升一些就更好了', '短评打分': 5}
{'短评内容': '离火车站很近，关上窗户基本上也听不到噪音。\n', '短评打分': 5}
{'短评内容': '交通方便，设施还可以，早餐也太简陋了，出了酒店连个便利店也找不到，没赌没嫖的还遇到警察叔叔查房，', '短评打分': 5}
{'短评内容': '-酒店还可以', '短评打分': 3}
{'短评内容': '很好', '短评打分': 3}
{'短评内容': '离火车站很近。很方便。', '短评打分': 3}
{'短评内容': '房间比较新，但设施一般！交通还是很便利！长途汽车站在附近！火车站也不远！服务人员态度很好！推荐', '短评打分': 5}
{'短评内容': '这家连锁酒店软硬件都不错，位于火车站附近，距离恐龙园也不远。顶一个！推荐！', '短评打分': 5}
{'短评内容': '酒店位于火车站北广场，紧靠长途汽车站。我们订的家庭房房间很大，特别是房间内的双人床超大，睡3人也没问题。房间内环境干净整洁，设施精简实用，满意。只是隔音效果不是最佳，半夜里隔壁住客的聊天声、洗澡的流水声有些吵（当然这和住客的个人素质有关）。', '短评打分': 5}
{'短评内容': '总体感觉，环境还是不错的，设施各方面也是比较新的，挨着常州火车站边上，到中华恐龙园打的过去在20元以内，离市中心的距离也是比较近，适合避开吵闹环境休息，美中不足就是周边没有什么可以买东西的超市什么，需要走一段距离。周边配套设施还没有完全跟上，其他入住的话还是相当不错的，节假入住需要提前预定的', '短评打分': 5}
