{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间很干净，一点儿烟味也没有，洗手间和洗浴间挺不错的，床很大，1米8，很安静，一点儿吵闹也没有，唯一一点不好的是离地铁站略远，从汉溪长隆打的要20元15分钟，离广州南站也差不多打车要15分钟，去大夫山就特别近了，走路不用10分钟。下次来广州还会再次考虑这个旅馆的，棒！', '短评打分': 5}
{'短评内容': '房间卫生特别不错，清洁也很及时，设施非常好，周边环境也很安静 ，酒店服务人员态度也非常不错，有贵宾的感觉', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '挺好的，干净，服务好，早餐也挺好的', '短评打分': 5}
{'短评内容': '挺舒服的，服务态度也好', '短评打分': 5}
{'短评内容': '就是有点偏，吃的比较少', '短评打分': 5}
{'短评内容': '服务不错，蛮好的。', '短评打分': 5}
{'短评内容': '价钱还可以，房间也不错，就是洗手间太臭了，都不敢多待', '短评打分': 4}
{'短评内容': '服务很贴心，工作人员很有爱有礼貌，卫生间非常干净整洁，如果卫生间的墙不要透明或者加窗帘就更好了～总体来说非常满意，离大夫山也很近，交通便利～', '短评打分': 5}
{'短评内容': '恩', '短评打分': 5}
{'短评内容': '感觉还行，不过床不太舒服，睡完以后后背疼了一天', '短评打分': 4}
{'短评内容': '环境、服务不错，设施一般，但入住当晚没告诉可免费送站，代叫私家车收费35元，有点贵，无发票，建议以后提前告知。', '短评打分': 4}
{'短评内容': '服务态度很好，房间干净宽敞，值得下次再来', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '一般吧', '短评打分': 4}
{'短评内容': '房间卫生很干净，装修风格我很喜欢，房间的布置和每个细节都很周到，很为旅客着想，前台服务很好，还特地打电话问要不要接车，很热情，主动给我牛奶和早餐，服务员也很热情友好，每次叫服务都很及时还面带微笑，早餐品种很多，味道也挺不错的，有辣的和不辣的选择，酒店大厅甚是喜欢，很大气，整个酒店以欧式风格为主，看着也很新，是一次很错的体验，像回家一样，有机会还会住贵酒店，也会介绍亲朋好友过去，真心不错', '短评打分': 5}
{'短评内容': '刚下单就打电话过去酒店咨询乘车路线，前台美女就热心的告诉我，酒店有免费接车服务，太给力了，房间很不错卫生干净，早餐也很好品种比较多，看着也很新鲜，很满意的一次预定，下次还会再来。', '短评打分': 4}
{'短评内容': '干净卫生', '短评打分': 5}
