{'短评内容': '很好', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '没有提前订房只有这个选择', '短评打分': 5}
{'短评内容': '性价比很高的酒店', '短评打分': 5}
{'短评内容': '周边玩境，购物还可以。', '短评打分': 4}
{'短评内容': '酒店床单有口红印，跟服务员说了，马上更换了，床很大，可能外国人入住多些，早餐我们有点不习惯', '短评打分': 5}
{'短评内容': '每次去香港的必选之地。湾仔那边游客相对少，因此大陆人少，所以酒店很干净。房间不算大，但卫生间淋浴房都合我意。离地铁很近，走着可以到紫荆花广场。我还经常溜达着到铜锣湾。想吃桥底辣蟹也不远。比起尖沙咀的浮华和嘈杂，湾仔更能感受真正的香港。而且！你在那里不会遭遇太多大陆游客，即使有也多数是公差的白领，这样我就不太担心浴巾被人用来擦鞋这种事的发生', '短评打分': 5}
{'短评内容': '办宝宝通行证很方便', '短评打分': 5}
{'短评内容': '很好的酒店体验，令人感到最贴心的是酒店居然还备有免费电话供客人使用，电话带有无线功能，对于对香港不熟悉的客人来说非常方便，不光可以用来做GPS导航，还有城市介绍等等，非常不错！下次公差或私游来港还会入住的！', '短评打分': 5}
{'短评内容': '房间很大，很舒适', '短评打分': 5}
{'短评内容': '感觉不错，还会再去住。', '短评打分': 4}
{'短评内容': '酒店就和国内一般性快捷酒店一样 地段还可以 被子有点发黄 性价比不高', '短评打分': 5}
{'短评内容': '非常满意，关键是免费提供手机上网和拨打国内长途，这个太实用了，超赞！！！去办理宝宝的旅行证很方便，就在马路对面的大厦里，超级近。', '短评打分': 5}
{'短评内容': '房间算大，布置不错，物品齐全，床很大，是用两个双人床拼起来的。服务态度还是非常友善、热情、是尽心尽力；酒店可算是低调，服务好。', '短评打分': 5}
{'短评内容': '酒店离使馆近，方便，且床1.2米宽，很棒', '短评打分': 4}
{'短评内容': '性价比很高哦,交通方便,环境时尚、干净。', '短评打分': 5}
{'短评内容': '很好的酒店，交通方便，很干净，同时房间大小/布局和设施都很好，值得去体验。', '短评打分': 5}
{'短评内容': '非常不错的酒店服务，大堂服务非常热心，告诉我们乘车路线，酒店周围的餐厅不错还有许留山每天必吃一次很方便。只是位置距离地铁站有点偏，不太好找。', '短评打分': 5}
{'短评内容': '酒店不大，但是洁净，设施一应俱全，洗浴间宽敞舒适.出行交通也非常便利，离湾仔地铁站5分钟步行，往铜锣湾也是15分钟的步行范围。推荐！', '短评打分': 5}
{'短评内容': '首层的大堂设计好 看得出有想法 是典型给外国人住得酒店\n可能是由旧楼改造的吧 房间间隔有点怪 但设计和装修做了补救 值得去试', '短评打分': 5}
