{'短评内容': '很好', '短评打分': 5}
{'短评内容': '房间位置好价格也实惠,很满意.', '短评打分': 5}
{'短评内容': '离火车站近非常方便！', '短评打分': 5}
{'短评内容': '酒店位置还可以，离南昌站近，坐1号线去昌北机场也很方便。宾馆设施及服务还行，只是门前正在修建，很堵，赶车要提早时间。', '短评打分': 5}
{'短评内容': '最后的日子我过的很快乐，虽然没吃到阿姨做的土豆炖牛肉也没有去机会去婆婆的墓前送上一束鲜花。But……Thx for', '短评打分': 5}
{'短评内容': '很好经常来住，永远支持你们', '短评打分': 5}
{'短评内容': '我是代我爱人预定的酒店，爱人表示总体很满意，应该说性价比相当高，下次去南昌的话想再次去体验下，希望不会让我们失望', '短评打分': 5}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 3}
{'短评内容': '古德还算是一个可以的酒店，出差南昌最合适', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '还行', '短评打分': 4}
{'短评内容': '服务好', '短评打分': 4}
{'短评内容': '酒店卫生环境很好，就是在路边晚上有点吵！', '短评打分': 5}
{'短评内容': '小广告', '短评打分': 1}
