{'descr': '房间设置很不错！', 'star': 4}
{'descr': '各方面还不错，房间很大，就是隔音差，难找。', 'star': 5}
{'descr': '整体感觉还不错，服务感觉也是挺可以的~下次有机会去那块的话还会考虑住那边', 'star': 5}
{'descr': '宾馆条件还可以，只是我住的房间空调效果不好，而且隔音效果是相当差。', 'star': 5}
{'descr': '宾馆条件还可以，只是我住的房间空调效果不好，而且隔音效果是相当差。', 'star': 5}
{'descr': '房间很大', 'star': 3}
{'descr': '房间很大', 'star': 3}
{'descr': '位置稍显偏僻，但是房间还不错，比较大，设施也还可以。', 'star': 5}
{'descr': '位置稍显偏僻，但是房间还不错，比较大，设施也还可以。', 'star': 5}
{'descr': '太吵', 'star': 3}
{'descr': '太吵', 'star': 3}
{'descr': '挺不错的一家经济实用性酒店.只有一点,希望房间内能提供一双塑料拖鞋.洗澡时,酒店提供的拖鞋一粘水就湿.易滑。', 'star': 5}
{'descr': '挺不错的一家经济实用性酒店.只有一点,希望房间内能提供一双塑料拖鞋.洗澡时,酒店提供的拖鞋一粘水就湿.易滑。', 'star': 5}
{'descr': '第一次住感觉还好,住在二楼周围比较安静,唯一遗憾的是房间空调声音太大.', 'star': 3}
{'descr': '第一次住感觉还好,住在二楼周围比较安静,唯一遗憾的是房间空调声音太大.', 'star': 3}
{'descr': '交通便利酒店条件还不错对得起房价，性价比比较好', 'star': 5}
{'descr': '交通便利酒店条件还不错对得起房价，性价比比较好', 'star': 5}
{'descr': '设备陈旧，设施设计很不人性。卫生不好,床单明显都是有痕迹的,是清洗不好还是没有换?上面还有头发，很怀疑。\n进入房间，床铺的也乱，一点不专业，也让人觉得根本没有换床单。\n酒店居然还经营唱歌，虽然我们的房间在5楼，距离远，声音不是很大，但是其他房间肯定受影响。', 'star': 1}
{'descr': '设备陈旧，设施设计很不人性。卫生不好,床单明显都是有痕迹的,是清洗不好还是没有换?上面还有头发，很怀疑。\n进入房间，床铺的也乱，一点不专业，也让人觉得根本没有换床单。\n酒店居然还经营唱歌，虽然我们的房间在5楼，距离远，声音不是很大，但是其他房间肯定受影响。', 'star': 1}
{'descr': '价位不高.软件硬件都不错', 'star': 3}
{'descr': '价位不高.软件硬件都不错', 'star': 3}
{'descr': '希望洗浴间的设备要维修一下，                                          其它还好。', 'star': 5}
{'descr': '希望洗浴间的设备要维修一下，                                          其它还好。', 'star': 5}
{'descr': '房间大，除了卫生间设备有些旧，隔音有点差，走廊说话听的很清楚，总体挺满意。', 'star': 5}
{'descr': '房间大，除了卫生间设备有些旧，隔音有点差，走廊说话听的很清楚，总体挺满意。', 'star': 5}
{'descr': '整体感觉还过得去吧  设施一般化 服务还可以 ', 'star': 5}
{'descr': '整体感觉还过得去吧  设施一般化 服务还可以 ', 'star': 5}
{'descr': '我们一家5人，定的套间，感觉住的不错，空间挺大，环境也还行！', 'star': 5}
{'descr': '我们一家5人，定的套间，感觉住的不错，空间挺大，环境也还行！', 'star': 5}
{'descr': '酒店位置还可以，房间也很多。就是早餐和电机实在太差，不敢恭维。', 'star': 1}
{'descr': '酒店位置还可以，房间也很多。就是早餐和电机实在太差，不敢恭维。', 'star': 1}
{'descr': '房间面积还行，比较安静，但是卫生间的设计让人难以接受', 'star': 1}
{'descr': '房间面积还行，比较安静，但是卫生间的设计让人难以接受', 'star': 1}
{'descr': '酒店 般，要定位于里面的房间，靠近门口的房间比较吵一点，洗浴用品不太方便，', 'star': 5}
{'descr': '酒店 般，要定位于里面的房间，靠近门口的房间比较吵一点，洗浴用品不太方便，', 'star': 5}
{'descr': '总体不错，可推荐', 'star': 3}
{'descr': '总体不错，可推荐', 'star': 3}
{'descr': '很好。酒店环境还可以。晚上并不吵。服务也很不错', 'star': 5}
{'descr': '很好。酒店环境还可以。晚上并不吵。服务也很不错', 'star': 5}
{'descr': '酒店设施陈旧，墙壁多处破败不堪，三楼四楼是KTV，晚上很吵，我住在六楼都能很清楚听见，另外酒店隔音效果不怎么好。前台服务态度一般，早餐很简单。', 'star': 1}
{'descr': '酒店设施陈旧，墙壁多处破败不堪，三楼四楼是KTV，晚上很吵，我住在六楼都能很清楚听见，另外酒店隔音效果不怎么好。前台服务态度一般，早餐很简单。', 'star': 1}
{'descr': '服务态度很好', 'star': 3}
{'descr': '服务态度很好', 'star': 3}
{'descr': '第一次入住也是最后一次入住，你让我怎么说，真的是一份价钱一分货，评价那么好，哼。。。要不是临时预定的，没得选了，反正以后打死不会来了。入住第一晚还凑合，虽然晚上网线无法使用，前台貌似懂得不多，但是态度还凑合，也耐心解释了。而且客服的态度感觉还蛮亲切的。但是态度好有什么用啊！房间TMD严重不隔音！第二晚，半夜被吵醒了，隔壁那是干嘛呢！闹鬼啊，咚咚咚的，吵死了！感觉房子都要塌了。住酒店就怕隔音不好影响', 'star': 1}
{'descr': '第一次入住也是最后一次入住，你让我怎么说，真的是一份价钱一分货，评价那么好，哼。。。要不是临时预定的，没得选了，反正以后打死不会来了。入住第一晚还凑合，虽然晚上网线无法使用，前台貌似懂得不多，但是态度还凑合，也耐心解释了。而且客服的态度感觉还蛮亲切的。但是态度好有什么用啊！房间TMD严重不隔音！第二晚，半夜被吵醒了，隔壁那是干嘛呢！闹鬼啊，咚咚咚的，吵死了！感觉房子都要塌了。住酒店就怕隔音不好影响', 'star': 1}
{'descr': '很干净，服务很好。地段好，离长江路很近', 'star': 3}
{'descr': '很干净，服务很好。地段好，离长江路很近', 'star': 3}
{'descr': '性价比还可以，停车不太方便，要走很远，而且没人管，有点悬！', 'star': 5}
{'descr': '性价比还可以，停车不太方便，要走很远，而且没人管，有点悬！', 'star': 5}
{'descr': '性价比                                                        高！推荐。', 'star': 5}
{'descr': '性价比                                                        高！推荐。', 'star': 5}
{'descr': '套房实际是两个卧房,一个大床房,一个双床房,而不是一个会客厅一个卧房.另,卫生不太好,尤其是电话,脏得无法入目,幸亏不需要使用.', 'star': 5}
{'descr': '套房实际是两个卧房,一个大床房,一个双床房,而不是一个会客厅一个卧房.另,卫生不太好,尤其是电话,脏得无法入目,幸亏不需要使用.', 'star': 5}
{'descr': '刚开始入住（特色房，圆床），觉得很不错，但到了7点多钟的时候，就完全不同了，四楼的歌舞厅发的声音特大，震的人不能入睡，一直到现在，都已经12点半了，还是那么 吵！！！！', 'star': 1}
{'descr': '刚开始入住（特色房，圆床），觉得很不错，但到了7点多钟的时候，就完全不同了，四楼的歌舞厅发的声音特大，震的人不能入睡，一直到现在，都已经12点半了，还是那么 吵！！！！', 'star': 1}
{'descr': '酒店与网上描述相符，房间较大，很好，建议入住。', 'star': 5}
{'descr': '酒店与网上描述相符，房间较大，很好，建议入住。', 'star': 5}
{'descr': '性价比还不错，但是房间里的设施有点陈旧了，门把手上有个铁刺还把哥们手给划了很长一个血痕啊！', 'star': 3}
{'descr': '性价比还不错，但是房间里的设施有点陈旧了，门把手上有个铁刺还把哥们手给划了很长一个血痕啊！', 'star': 3}
{'descr': '价格非常实惠，早饭才10块一个人，性价比较高！', 'star': 5}
{'descr': '价格非常实惠，早饭才10块一个人，性价比较高！', 'star': 5}
{'descr': '这个房间很给力。。。进去给人的感觉很像宿舍或者是家庭房似的。。。就是有点空。。。酒店不太好找。。。打了几个电话才找到的。。。', 'star': 5}
{'descr': '这个房间很给力。。。进去给人的感觉很像宿舍或者是家庭房似的。。。就是有点空。。。酒店不太好找。。。打了几个电话才找到的。。。', 'star': 5}
{'descr': '＋卫生还不错，就是早餐不是很好，隔壁有点吵。', 'star': 3}
{'descr': '＋卫生还不错，就是早餐不是很好，隔壁有点吵。', 'star': 3}
{'descr': '感觉还行 。。。。。。  床挺舒服。。。。。。。', 'star': 5}
{'descr': '感觉还行 。。。。。。  床挺舒服。。。。。。。', 'star': 5}
{'descr': '不错 就是离新街口远了点', 'star': 3}
{'descr': '不错 就是离新街口远了点', 'star': 3}
{'descr': '我定了2间，住房环境都很好的，飘窗都很大很漂亮！不过其中一间房间里面烟味非常大，呛人的那种，建议竹炭吸附什么的赶紧！', 'star': 5}
{'descr': '我定了2间，住房环境都很好的，飘窗都很大很漂亮！不过其中一间房间里面烟味非常大，呛人的那种，建议竹炭吸附什么的赶紧！', 'star': 5}
{'descr': '房间比较大，不错。就是没有午晚餐，附近吃饭的地方又少。', 'star': 5}
{'descr': '房间比较大，不错。就是没有午晚餐，附近吃饭的地方又少。', 'star': 5}
{'descr': '干净，房间格局很好。服务员态度非常好！！！', 'star': 5}
{'descr': '干净，房间格局很好。服务员态度非常好！！！', 'star': 5}
{'descr': '卫生还不错，房间挺大，停车位不算多。距离长江大桥挺近，距离中山陵有点远。', 'star': 5}
{'descr': '卫生还不错，房间挺大，停车位不算多。距离长江大桥挺近，距离中山陵有点远。', 'star': 5}
{'descr': '住的大床房，房间很大，卫生方面也不错，值得推荐。', 'star': 5}
{'descr': '住的大床房，房间很大，卫生方面也不错，值得推荐。', 'star': 5}
{'descr': '干净,整洁! 服务也蛮不错, 离高铁车站距离15分钟车程.', 'star': 5}
{'descr': '干净,整洁! 服务也蛮不错, 离高铁车站距离15分钟车程.', 'star': 5}
{'descr': '交通还蛮方便，旁边有烧烤店，苏果超市。不过房间隔音效果不是很好，很容易被外边的声音吵到。', 'star': 5}
{'descr': '烂就一个字,我只说一次.\n2007年2008年住过,觉得还不错,2010年再住已经差多了,而最近的一次入住后,我是再不会住这破地方了,服务很差,那个一次性拖鞋,因为搞潮了,让客房再拿一个居然说不行,不行也就算了,态度好点大家都能理解.\n进房间的时候,毛巾架上面的毛巾都是乱的,就象是压根就没有换过.\n如果不是ELONG网站关联这家,我这次就不会选它,以后我更不会住这个破地方,服务SUPER 差劲', 'star': 1}
{'descr': '烂就一个字,我只说一次.\n2007年2008年住过,觉得还不错,2010年再住已经差多了,而最近的一次入住后,我是再不会住这破地方了,服务很差,那个一次性拖鞋,因为搞潮了,让客房再拿一个居然说不行,不行也就算了,态度好点大家都能理解.\n进房间的时候,毛巾架上面的毛巾都是乱的,就象是压根就没有换过.\n如果不是ELONG网站关联这家,我这次就不会选它,以后我更不会住这个破地方,服务SUPER 差劲', 'star': 1}
{'descr': '环境一般，交通便利。但是在退房时间上太呆板、太教条，中午十二点之前要退房，超过时间要加收半天房费，想中午休息一下，到一点半退房都不行，无奈只好再付半天房费。让人郁闷！', 'star': 1}
{'descr': '性价比还算高的酒店，就是晚上有点吵，有个歌厅在楼里。还有就是早餐简单了点，再丰富点就好了。', 'star': 5}
{'descr': '性价比还算高的酒店，就是晚上有点吵，有个歌厅在楼里。还有就是早餐简单了点，再丰富点就好了。', 'star': 5}
{'descr': '套房干净。服务很到位。交通便利。 满意。', 'star': 3}
{'descr': '套房干净。服务很到位。交通便利。 满意。', 'star': 3}
{'descr': '环境很不错，床单也干净，希望能下次再入住！', 'star': 5}
{'descr': '环境很不错，床单也干净，希望能下次再入住！', 'star': 5}
{'descr': '我住在五楼，KTV太闹了，晚上睡不好觉，其他还行吧', 'star': 5}
{'descr': '我住在五楼，KTV太闹了，晚上睡不好觉，其他还行吧', 'star': 5}
{'descr': '住在这里感觉还是不错，交通饮食都很方便！还是比较满意的！', 'star': 5}
{'descr': '住在这里感觉还是不错，交通饮食都很方便！还是比较满意的！', 'star': 5}
{'descr': '基本都还好，挺干净卫生的，就是旁边的KTV有点太吵了。', 'star': 5}
{'descr': '基本都还好，挺干净卫生的，就是旁边的KTV有点太吵了。', 'star': 5}
{'descr': '不错的酒店，下次继续入住这里下次继续入住这里下次继续入住这里下次继续入住这里', 'star': 5}
{'descr': '不错的酒店，下次继续入住这里下次继续入住这里下次继续入住这里下次继续入住这里', 'star': 5}
{'descr': '住了2楼里面的房间，还好，不吵。\n因为要去青阳，所以住了这里，离去青阳的车站很近。', 'star': 5}
