{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '哈哈哈哈哈哈哈哈哈哈哈哈哈', '短评打分': 5}
{'短评内容': '环境很好', '短评打分': 5}
{'短评内容': '真的是一星都不想给，住什么都不要住布丁，太脏了，太差了，进去屋子里直接看到几只蟑螂，一股子潮味，房间还特暗，换一个房间还是那样，气的扭头就走，重新订了别的酒店。', '短评打分': 1}
{'短评内容': '除了房间小，别的还好，隔音不好，赶上隔壁半夜吵架的了。', '短评打分': 5}
{'短评内容': '还可以，价格便宜', '短评打分': 5}
{'短评内容': '还可以，比较干净', '短评打分': 5}
{'短评内容': '屋里一般，主要价格便宜，交通方便！', '短评打分': 4}
{'短评内容': '吃信宣传部门和地方各级人民政府关于印发给我们带来惊喜的活动了！你是个男人吗！你是个男人吧！你是怎么回事！好', '短评打分': 5}
{'短评内容': '价格与其他平台差不多，满减、用券后稍便宜些', '短评打分': 5}
{'短评内容': '味道很好很便捷很快到达', '短评打分': 5}
{'短评内容': '很好很便捷很快到达', '短评打分': 5}
{'短评内容': '123456', '短评打分': 5}
{'短评内容': '环境一般，靠着马路挺吵的', '短评打分': 3}
{'短评内容': '很好。每次都住', '短评打分': 5}
{'短评内容': '出行一直选布丁，非常实惠', '短评打分': 5}
{'短评内容': '位置方便，价格便宜，就是没有洗漱用品', '短评打分': 4}
{'短评内容': '不错，好好好', '短评打分': 5}
{'短评内容': '不错，今后到京还住。', '短评打分': 4}
{'短评内容': '很好，干净，服务好，房间大，设施也挺新的', '短评打分': 5}
{'短评内容': '非常不错，酒店干净，前台服务态度好，很喜欢', '短评打分': 5}
{'短评内容': '难的遇到这么不错滴酒店，卫生干净，服务也好，还便宜，在北京三环交通也方便，以后就来他家啦，', '短评打分': 5}
{'短评内容': '难得住下也问题不大。毕竟价格也不贵？', '短评打分': 2}
