{'短评内容': '很好', '短评打分': 5}
{'短评内容': '位置也不是特别偏，房间卫生，服务态度都非常好', '短评打分': 5}
{'短评内容': '环境可以', '短评打分': 5}
{'短评内容': '还是蛮不错的', '短评打分': 4}
{'短评内容': '酒店还行，离火车站走路稍远，推荐小黄车出行，价格合适，适合出游居住。酒店的前台服务非常好，有求必应，这才是我个人最满意的地方', '短评打分': 5}
{'短评内容': '卫生不错，前台服务热情。离长沙火车站1.2公里，步行约20分钟，微远。离公交站较近。附近有早餐店，粉面、包子等。', '短评打分': 4}
{'短评内容': '暑假去长沙玩，订这家是因为离朋友家近，附近的地铁站仍在建～酒店整体环境还可以，比较干净舒适！网上订比到店便宜不少～', '短评打分': 5}
{'短评内容': '房间明亮宽敞，卫生干净', '短评打分': 5}
{'短评内容': '好好好好好好好好好', '短评打分': 5}
{'短评内容': '酒店 不错 ！', '短评打分': 5}
{'短评内容': '一切都还可以', '短评打分': 4}
{'短评内容': '还不错  ', '短评打分': 5}
{'短评内容': '位置不是很远，走了10分钟左右，要的是无窗房间，但是房间超级大！', '短评打分': 5}
{'短评内容': '便捷，只是距火车站还是有点距离的', '短评打分': 5}
{'短评内容': '便捷', '短评打分': 5}
{'短评内容': '位置挺好找，服务挺好，环境也不错，下次出差还来', '短评打分': 4}
{'短评内容': '酒店设施不错，环境挺好的，前台姐姐的服务很好，我一个个人居住的很舒服，什么都具备，只是没有免费的一次性洗漱具，其他的都好，下次还会考虑订这个酒店。', '短评打分': 5}
{'短评内容': '酒店不错，环境好，而且房间干净，因为我订的是大床房，很舒适，什么都具备，只是要购买一次性洗漱用具，其他都好，下次还会考虑来这家酒店居住的。', '短评打分': 5}
{'短评内容': '还不错，性价比较高，离火车站走路十分钟吧，比较安静，挺好额。', '短评打分': 4}
{'短评内容': '下次还来，很好，满意', '短评打分': 5}
{'短评内容': '酒店位置不错，房间大。整体不错，前台工作人员很热情。服务很周到。', '短评打分': 5}
