{'短评内容': '很好', '短评打分': 5}
{'短评内容': '床很舒服，', '短评打分': 5}
{'短评内容': '哈可以', '短评打分': 5}
{'短评内容': '都挺满意的', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '可能是因为新装修的房子，味道有点大，希望除味这块再接再厉', '短评打分': 5}
{'短评内容': '房间关键不错，作为商务外出，非常的不错', '短评打分': 5}
{'短评内容': '非常舒适干净整洁', '短评打分': 5}
{'短评内容': '非常满意！床单被罩都是新换的。由于来得早，一位温柔的小姐姐非常照顾的让我先去房间休息了两小时，感谢！', '短评打分': 5}
{'短评内容': '不是很理想。', '短评打分': 2}
{'短评内容': '很好嗯好', '短评打分': 5}
{'短评内容': '酒店位置比较方便，适合各种形式出行，推荐', '短评打分': 5}
{'短评内容': '好', '短评打分': 4}
{'短评内容': '交通便利，干净卫生', '短评打分': 5}
{'短评内容': '服务态度好，环境，出行方便。推荐', '短评打分': 5}
{'短评内容': '满意，态度很好', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '方便，干净，服务态度好。满分', '短评打分': 5}
