{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '服务员态度热情，房间干净整洁！下次来海口还要住在汉庭酒店！', '短评打分': 5}
{'短评内容': '适合出游时选择，关键是便宜且干净。服务人员态度很不错', '短评打分': 5}
{'短评内容': '窗外是大立交桥，有点吵', '短评打分': 5}
{'短评内容': '距离出差点近，不二选择，窗外就是马路，每天听着车流声，比较糟心一点，其他的很不错，洗澡是温泉水，还有自来水提供', '短评打分': 5}
{'短评内容': '还不错，可以一住', '短评打分': 4}
{'短评内容': '不行 装修风格不行', '短评打分': 5}
{'短评内容': '棒', '短评打分': 5}
{'短评内容': '可以的 挺好', '短评打分': 5}
{'短评内容': '价格和档次不符！住过的汉庭里面最差的！设备旧！这个价位可以住更好的！出电梯有一股很臭的霉味！房间很小，电视也很小，WiFi不给力！唯一好的也就房间干净和温泉水了！', '短评打分': 3}
{'短评内容': '酒店很好，睡得很舒服', '短评打分': 5}
{'短评内容': '早上看还150元一间房子。到了中午就涨到188元了。不爽。', '短评打分': 5}
{'短评内容': '习惯性五星好评', '短评打分': 5}
{'短评内容': '经济酒店，性价比高，确实是温泉水，洗在身上滑滑的，不过我总感觉是没洗干净，个人感觉！总体还是很满意的，出酒店就有公交站，很方便', '短评打分': 4}
{'短评内容': '这样的价格，还好吧！', '短评打分': 4}
{'短评内容': '里面的设施很旧', '短评打分': 3}
{'短评内容': '不错，干净便利', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '很安静', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '交通方便！环境也还好！临街要住高些的才不吵', '短评打分': 5}
{'短评内容': '非常好，下次继续入住', '短评打分': 3}
{'短评内容': '续住', '短评打分': 4}
{'短评内容': '不错，继续住一天。', '短评打分': 5}
{'短评内容': '新开的一家酒店，在海口南大桥附近，交通便利，离国贸商务中心非常近。', '短评打分': 5}
{'短评内容': '大床房，面积不大，却装修别致，空间利用很充分，卫生挺好。有免费宽带。', '短评打分': 5}
{'短评内容': '价格还行，酒店的早餐太简单，房间有味道，也比较小', '短评打分': 5}
{'短评内容': ' 酒店超时不管多久都是按半天来算 这太不合理了', '短评打分': 3}
{'短评内容': '1、交通便利，去海口市内的景点、小吃街基本都有直达车；2、干净，服务好，在电梯里遇到他们的员工，他们都会跟你打招呼问好；3、由于处在立交桥边，比较吵（我住的是15楼最高层关紧窗户还是觉得吵）；4、高级大床房不错，性价比比套房以及高级套房要好。', '短评打分': 5}
{'短评内容': '很不错的酒店，经济实惠，前台服务超好，有一种宾至如归的感觉，赞一个！', '短评打分': 5}
{'短评内容': '酒店地理位置优越，交通方便，服务好，性价比高，下次有机会还会入住汉庭！', '短评打分': 5}
{'短评内容': '1.这个酒店是2012.1月新开的，设施比较齐全，干净\n2.水是温泉水，有种滑滑的感觉，总觉得洗不干净，不适应的朋友可要注意了。\n3.服务人员态度很好', '短评打分': 5}
{'短评内容': '新开的，干净，舒适,价格不贵，推荐入住、。', '短评打分': 5}
{'短评内容': '水好咸', '短评打分': 3}
