{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '停车方便，周边餐饮多', '短评打分': 4}
{'短评内容': '一般，还可以', '短评打分': 5}
{'短评内容': '太一般了', '短评打分': 4}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '非常不错。档次算中上', '短评打分': 5}
{'短评内容': '可以可以。。。。。。很舒服', '短评打分': 5}
{'短评内容': '可以，住了好几次了', '短评打分': 5}
{'短评内容': '卫生间好臭。。', '短评打分': 5}
{'短评内容': '很不错，环境优雅', '短评打分': 5}
{'短评内容': '房间很一般，老板到是很好', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '汉中樱花时尚酒店干净卫生，服务好，就是门外的停车场地方比较小些，停车不太方便，希望以后改进。', '短评打分': 4}
{'短评内容': '大厅内环境优雅，空气清新怡人，室内整洁，卫生间干净得体，服务态度很好！饮品价格与外面市场价一样， 唯一的遗憾就是周边环境一般，位置不太好找，室内东西要单独付款', '短评打分': 5}
{'短评内容': '地理位置不错，服务也好，可是房间太小，携程网的价格太贵了，298的标准间，啥也没有，就连洗簌用品都很劣质！早餐品种很少，不好吃！反正下次不会再住了！', '短评打分': 4}
{'短评内容': '环境还算可以，价格实惠，服务到位。好评。', '短评打分': 5}
{'短评内容': '不错，超出预期，值这个价位。', '短评打分': 5}
{'短评内容': '好评，酒店很不错，闹中取静，出门方便，性价比很高，给满分吧。', '短评打分': 5}
{'短评内容': '性价比很高，位置还不错，服务热情，房间舒适性满意。下次来还会继续住这家。', '短评打分': 5}
{'短评内容': '酒店位置不错设施良好，非常的干净，服务业非常的周到！经济实惠，物超所值！', '短评打分': 5}
