{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '还可以。', '短评打分': 5}
{'短评内容': '没有提供早餐', '短评打分': 5}
{'短评内容': '位置很好！但是附件状况一般。服务还不错！有些贵哦！', '短评打分': 4}
{'短评内容': '不错，环境很好，房间很干净。', '短评打分': 5}
{'短评内容': '很整洁，在学校周边，出行相对比较便捷。', '短评打分': 5}
{'短评内容': '定了商务房，送了水果，每天的打扫也很及时，房间干净宽敞，早饭品种不多，但是味道不错，前台服务亲切，这次出行觉得很舒适。', '短评打分': 5}
{'短评内容': '空间比较大', '短评打分': 4}
{'短评内容': '房间很宽敞，设施齐全，比较干净整洁。', '短评打分': 5}
{'短评内容': '房间整体有些小，周边学校多', '短评打分': 4}
{'短评内容': '这个价位的校办酒店也不必有太高的期望，在学校附近办事便宜、方便，房间大小，早饭，及设施就不必强求了', '短评打分': 4}
{'短评内容': '不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续', '短评打分': 5}
{'短评内容': '不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续不错的选择，还会继续', '短评打分': 5}
{'短评内容': '不错的选择，还会继续', '短评打分': 5}
{'短评内容': '还是不错的酒店', '短评打分': 5}
{'短评内容': '2013年来住过这家酒店，说实话感觉不怎么样,像个招待所，这回和朋友一起来的,感觉完全不一样了，前台的姑娘小伙们很热情，还提醒我们北京雾霾大送了口罩，最让我们感觉惊喜的是这家酒店的客房楼层还有免费茶喝，楼层的服务员也服务热情，我朋友的衣服换下来放在床上，服务员打扫时还把衣服叠整齐摆放在枕边，感觉像回家了一样，这次入住惊喜很多，感觉比五星酒店服务还贴心，真的不错！', '短评打分': 5}
{'短评内容': '比较贵', '短评打分': 5}
{'短评内容': '房间真的不大。不大 不大', '短评打分': 5}
{'短评内容': '确实很不错', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '     一切都很好---设施.服务.环境。', '短评打分': 3}
{'短评内容': '新装修的房还不错，比较方便也', '短评打分': 3}
{'短评内容': '新装修的还不错，就是有点味儿....', '短评打分': 3}
{'短评内容': '房间很小，装修过的气味很重，半夜嗓子疼。不值！', '短评打分': 1}
{'短评内容': '该酒店硬件好,交通便利,推荐入住.', '短评打分': 3}
{'短评内容': '很好，住宿、餐饮都不错，只是早餐有些不尽人意。每次来这附近都住这里，不变的选择。', '短评打分': 5}
{'短评内容': '装修后的气味太大。自来水中含有刺鼻气味。\n服务态度很好！所有服务人员都很敬业。估计两三个月后气味散些会更好。', '短评打分': 1}
{'短评内容': '我住的豪华标间，房价小，才新装修的过的房间有一股难闻的气味，一晚上没睡好，准备换酒店住了。', '短评打分': 1}
{'短评内容': '北邮科技大厦服务员服务非常好 餐饮也不错 就是房间有些旧', '短评打分': 3}
{'短评内容': '很好的酒店，服务热情周到，设施齐全，位置闹中取静，价格也比较合理。唯一不方便的是酒店本身没有停车场。提醒一下开车入住者，千万不要把车停在酒店后院。我们因为不熟路，开车先进了学校，从学校里过去的，所以把车听到了酒店的后门口，也就是学校的院子里，结果第二天一早被收了90元的停车费。后来一打听，酒店大门外的停车场过夜20元。', '短评打分': 5}
{'短评内容': '已经住过很多次了，不错，就是卫生间没有过浴缸，有时候太累了，也无法办法泡一下。 ', '短评打分': 5}
{'短评内容': '网络不好,速度比较慢', '短评打分': 3}
{'短评内容': '工作人员态度很好，酒店标间环境也不错，这个价位适中。', '短评打分': 5}
{'短评内容': '就是去北邮方便，吃饭也还凑合。房间价格稍贵', '短评打分': 5}
{'短评内容': '入住人叫王统', '短评打分': 3}
{'短评内容': '很干净，环境也还好，在学校里面，服务态度也不错，还把换房时丢的东西送了来。距离五道口、西直门都很近，购物很方便，以后还会再来。', '短评打分': 5}
{'短评内容': '环境可以', '短评打分': 3}
{'短评内容': '酒店的地地点还不错。房间不大，家具和各种设备比较陈旧。房间的电视信号不太好。卫生还是不错的。不过就是停车场太小了，停不了辆车，而且停车不免费。总体性价比还行吧。', '短评打分': 5}
{'短评内容': '就在北邮校园里，条件不错，可以在校园里吃饭洗衣服什么的，挺方便的。适合家长去学校看孩子住。价格稍微有点高', '短评打分': 5}
{'短评内容': '服务较好。就是没有免费停车场', '短评打分': 3}
{'短评内容': '还不错，除了有点贵。。出差住还是不错的。。', '短评打分': 5}
{'短评内容': '六楼6013房', '短评打分': 3}
{'短评内容': '环境很好，交通方便，还是会再去的。继续努力！', '短评打分': 5}
{'短评内容': '很不错,现再次入住............................', '短评打分': 5}
{'短评内容': '设施、卫生啥的都挺好的，就是价格有点贵。就在北邮校园内，适合家长们看孩子时住。', '短评打分': 5}
{'短评内容': '大堂不错，好于一般三星，房间不大，服务尚可，按交通环境来说，价格偏高。', '短评打分': 1}
{'短评内容': '环境很舒适、干净，服务也很好，去北邮办事儿特别方便，二楼中餐厅饭菜味道很好。', '短评打分': 5}
{'短评内容': '赶上了阳面的屋子。非常不错。帮别人订的，客人很满意。', '短评打分': 5}
{'短评内容': '基本可以，价格太贵，饭菜一般，房间老旧。', '短评打分': 1}
{'短评内容': '因开会办事在附近，非常方便。服务态度好。旁边是大学，散步、吃饭便宜。', '短评打分': 5}
{'短评内容': '帮朋友订的，还行干净不错。帮朋友订的，还行干净不错。', '短评打分': 5}
{'短评内容': '因为离学校近，所以订的这家。觉得性价比不高，300多的房价，完全可以在别家享受到更好的条件。预订了两家标准间，并要求尽量预留大床房，但入住时只有一间大床房。这个位置打车还是比较方便地。', '短评打分': 5}
{'短评内容': '大厅刚装修完毕，挺漂亮的，勿打扰服务，我喜欢。一定要评为好。', '短评打分': 5}
{'短评内容': '房间有点小，温水温度不高', '短评打分': 3}
{'短评内容': ' ok', '短评打分': 3}
{'短评内容': '还好，不错，朋友喜欢！新装修过的，前台再做得漂亮些就好了！', '短评打分': 5}
{'短评内容': '酒店环境不错，新装修过，只可惜预定时间比较长，结果提前退房了，可惜了我的券！', '短评打分': 5}
{'短评内容': '就是方便一些。其他也一般。就是方便一些。其他也一般。就是方便一些。其他也一般。就是方便一些。其他也一般。。。。。', '短评打分': 5}
{'短评内容': '北邮科技大厦交通方便，无线网络网速很快，总体感觉不错。美中不足的是入住时间偏晚。', '短评打分': 3}
{'短评内容': '比较满意 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 。 \n', '短评打分': 5}
{'短评内容': '比较方便。价格也可以。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '比较满意\r', '短评打分': 3}
{'短评内容': '酒店设施太旧。', '短评打分': 3}
{'短评内容': ' 位置不错，但正在装修，房间的隔音效果不好', '短评打分': 5}
{'短评内容': '在6016房入住', '短评打分': 3}
{'短评内容': '房间较小，但也还干净，价格小贵', '短评打分': 3}
{'短评内容': '十楼1022房', '短评打分': 3}
{'短评内容': '入住后没能有大床房不是很理想', '短评打分': 5}
{'短评内容': '酒店服务不错，很热情。只是装修有点陈旧了。', '短评打分': 3}
{'短评内容': '服务态度不错,房间旧了点', '短评打分': 5}
{'短评内容': 'Checkin实在很慢,等了差不多一个小时', '短评打分': 5}
{'短评内容': '交通便利，邮电大学南门那里可以买火车票，步行15分钟可以到达。', '短评打分': 3}
{'短评内容': '服务很好，就是房间有点小。', '短评打分': 5}
{'短评内容': '入住的时候大唐在装修，吵了点。没有商品部，买东西不方便。就餐条件不错，餐费贵一些。', '短评打分': 5}
{'短评内容': '我在学校的时候，北邮科技大厦正在建设，而且就挨着我的宿舍楼；将近10年了，又回到学校，住进北邮科技大厦，眺望着学校，仿佛就是昨天~', '短评打分': 5}
{'短评内容': '我住的是标间，环境不错，周围出行公交和地铁也挺方便，但是稍稍贵了点儿', '短评打分': 5}
{'短评内容': '找离单位不远的酒店.还好了.', '短评打分': 5}
{'短评内容': '很陈旧，被子小，服务态度很好，性价比差，餐厅菜品8折，有一个香菇贡丸很好吃。', '短评打分': 3}
{'短评内容': '环境还不错，因为我的去处是北京电影学院，走路就10分钟，但是环境不太好，服务还行。性价比较差，在成都这样的酒店就是200元左右。如果是夫妻入住千万不要住大床房，床小被子更小，后来老公招前台加了一床被子，住标间或许会舒适一些。', '短评打分': 1}
{'短评内容': '房间的设施和卫生还是挺不错的,服务也还可以,位置也是挺好找的,我就是感觉性价比还是有些高了,要是在便宜一点就更好了,总体感觉还是挺不错的酒店.', '短评打分': 3}
{'短评内容': '学校开的酒店，很清静，服务也不错。', '短评打分': 5}
{'短评内容': '价格稍高，位置还是不错，建议对商务服务功能再做提升', '短评打分': 5}
{'短评内容': '酒店整体服务的素质都比较好，环境也很好，就是价格偏高了一点，交通方便。', '短评打分': 3}
{'短评内容': '觉得价格有些偏高如果再便宜一点的话可以做为推荐酒店.', '短评打分': 5}
{'短评内容': '酒店周围的环境很好，临近大学，也非常安全，酒店的服务也很好，内部环境也很不错', '短评打分': 5}
{'短评内容': '相当差,性价比太低了,住过这么多酒店,可以说科技大厦还不如普通的商旅酒店,服务等各方面没一个好的!', '短评打分': 1}
{'短评内容': '有蚊子', '短评打分': 3}
{'短评内容': '设施不错,房间大小也还可以,价格稍贵,不过这个宾馆离我的学校最近,就在我们校内，所以每次朋友亲人来我都给他们安排在这里!', '短评打分': 5}
{'短评内容': '房间不错，就是价格有些太贵。房间价格应该在250元左右比较合适！！', '短评打分': 3}
{'短评内容': '238的价格很值，在周边算不错的宾馆。', '短评打分': 5}
{'短评内容': '总体而言还是不错的。238很值。318就一般了', '短评打分': 3}
{'短评内容': '昨天还230呢？今天怎么300多了', '短评打分': 3}
{'短评内容': '每次去总喜欢住这里，环境安静，设施也不错。房间挺大，床也大，特别舒服。', '短评打分': 3}
{'短评内容': '房间好大啊！！！床也大！！！不错不错', '短评打分': 5}
