{'短评内容': '经常住 很不错', '短评打分': 5}
{'短评内容': '很好环境好', '短评打分': 5}
{'短评内容': '设施较新，服务很好，性价比高。', '短评打分': 4}
{'短评内容': '换名字了，换床了，就那样吧～', '短评打分': 3}
{'短评内容': '十几天的旅行中住的最差的一次了，客房陈旧，环境差，周边没有吃饭的地方，套房只有一个空调，住在里间就没有空调用了，早晨五点多过大货车特吵人，唯一就是前台服务热情。', '短评打分': 3}
{'短评内容': '位置安静，院内可停车，挺不错！', '短评打分': 4}
{'短评内容': '位置安静，院内可停车，挺不错！', '短评打分': 4}
{'短评内容': '位置安静，院内可停车，挺不错！', '短评打分': 4}
{'短评内容': '位置安静，院内可停车，挺不错！', '短评打分': 4}
{'短评内容': '位置安静，院内可停车，挺不错！', '短评打分': 4}
{'短评内容': '周围道路施工，环境太差', '短评打分': 3}
{'短评内容': '位置有点偏,不太好打车,其它还好. 房间比较静音. 综合比较 下次可能还会住 .', '短评打分': 5}
{'短评内容': '青岛华莎商务酒店 酒店环境好 服务好 适合差旅客入住 ', '短评打分': 5}
{'短评内容': '位置有点偏，交通不太方便.室内的配置设施也过于陈旧，给我印象不是很好.', '短评打分': 1}
{'短评内容': '房间比较干净，住着还算舒服。就是前面还在修路，出门还不太方便。等路修好了会好些。离海尔园区很近。', '短评打分': 5}
