{'短评内容': '嗯', '短评打分': 5}
{'短评内容': '经反馈酒店服务很好。', '短评打分': 3}
{'短评内容': '地点不错，方便出行，干净卫生', '短评打分': 5}
{'短评内容': '房间不隔声 面积特别小 行李箱大点都没法打开', '短评打分': 2}
{'短评内容': '环境还可以', '短评打分': 5}
{'短评内容': '环境不错  服务态度好', '短评打分': 5}
{'短评内容': '周围出行方便', '短评打分': 4}
{'短评内容': '周围出行方便', '短评打分': 4}
{'短评内容': '干净不错', '短评打分': 5}
{'短评内容': '性价比最高', '短评打分': 5}
{'短评内容': '方便的商务酒店', '短评打分': 5}
{'短评内容': '很一般的酒店。', '短评打分': 3}
{'短评内容': '不错，便宜实惠！挺好的！', '短评打分': 3}
{'短评内容': '干净卫生环境不错就是外面吃的地方少还好酒店自己就是不错的饭店', '短评打分': 3}
{'短评内容': '一般，快快捷酒店--------', '短评打分': 3}
{'短评内容': '很好，很干净，而且离市区不远', '短评打分': 3}
