{'短评内容': '好好好好好', '短评打分': 5}
{'短评内容': '房间的浴室门根本拉不动，水全部溅外面了。前台开票，说是看不到订单实际金额信息，不知道是网站问题还是酒店问题，我也是服了。', '短评打分': 3}
{'短评内容': '早餐还行 周边离机场很近 目前在修路 酒店门口也在修 停车不是很方便', '短评打分': 3}
{'短评内容': '酒店不错，不好的是这次入住预订，碰上了订单确认后无房问题，虽然最终解决了，但颇多曲折。携程要加强着这方面培训和应急方案。', '短评打分': 5}
{'短评内容': '房间装修太老旧了', '短评打分': 5}
{'短评内容': '傻萌傻萌傻萌傻萌傻萌', '短评打分': 5}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '酒店服务态度还不错', '短评打分': 4}
{'短评内容': '第一次入住和东大酒店，感觉酒店的大堂很大气上档次哦，房间宽敞舒适，环境卫生还不错，稍微有点陈旧，不过还可以。房间带有自助早餐，很方便哦。', '短评打分': 4}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '酒店其他都好就是餐厅让人醉了，早上去餐厅厨师都没来。吃的冷餐…', '短评打分': 5}
{'短评内容': '性价比可以，这个价格能住这么好的酒店很不错，就是早餐东西少了一些', '短评打分': 5}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '比较成就了一点，位置一般', '短评打分': 3}
{'短评内容': '差', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还好。', '短评打分': 3}
{'短评内容': '房间很好，很舒适。', '短评打分': 3}
{'短评内容': '地點偏僻不好打車', '短评打分': 3}
{'短评内容': '太吵太吵,马路车子多,KTV也很热闹.\n酒店里面的霉味也太冲了啊', '短评打分': 1}
{'短评内容': '十字路口,而且在修路,太吵了. 上网需要手动设置,没法用无线网络', '短评打分': 1}
{'短评内容': '如果在附近办事，这家酒店非常方便。性价比好。', '短评打分': 5}
{'短评内容': '网速超快，设施很新。服务态度良好。但是卫生间配备的卫生纸的质量很差，希望改进。', '短评打分': 3}
{'短评内容': '非常好，很有档次，住着也很舒服。离机场半个小时，就是打车麻烦了点。', '短评打分': 5}
{'短评内容': '不错的酒店，性价比较高…', '短评打分': 3}
{'短评内容': '离黄花机场是满近的 条件也不错 但是附近没有可以吃饭的地方 很偏僻 而且 里面的沐浴露什么的都是没有的', '短评打分': 5}
{'短评内容': '和东酒店整体不错！但网上预定价格与现场结帐时有价差！网上预定270元实收278元！', '短评打分': 3}
{'短评内容': '和东住宿条件不错，就是打出租车很不方便，也不能提供正规出租车叫车服务！只能打黑车，至黄花机场13公里被收了60元！', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '位置在工业区，相对于比较偏僻，但是酒店很新，性价比还是可以的，如果下面的湘菜酒家能划入房费一起结账就更好了!', '短评打分': 5}
{'短评内容': '..........................................................', '短评打分': 1}
{'短评内容': '酒店很大, 房间也很大, 但是位置比较偏僻, 不方便', '短评打分': 1}
{'短评内容': '酒店很新，但房间的味道太重，地点有点偏，不容易找的士～～', '短评打分': 1}
{'短评内容': '这家酒店的大厅很气派，要特别赞扬门前保安非常到位的及时服务和热忱态度令人印象极为深刻，穿着红色制服笔挺，服务的意识和堆满脸上的一脸灿烂阳光的笑容。', '短评打分': 5}
{'短评内容': '早餐太差。', '短评打分': 3}
{'短评内容': '房间很好 设施很新 停车方便 周边安静 值得推荐 ', '短评打分': 5}
{'短评内容': '很好啊很好啊很好啊，我已经点评过啦啦啦啦啦', '短评打分': 5}
{'短评内容': '非常好，很有档次，住着也很舒服。离机场半个小时，就是打车麻烦了点。', '短评打分': 5}
