{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '环境不错，卫生干净！ 位置好 设施新 服务可以 停车方便 环境还好 房间大 交通便利 干净整洁 隔音好 床舒服', '短评打分': 5}
{'短评内容': '空调控制效果超好！房间特别精致整洁淡雅宁静清新的感觉，有窗户的景致可以轻松犒劳视觉享受，细节上所有纸巾折叠规整体现用心。后续预订客房也会优先考虑。 服务好 干净整洁 性价比高', '短评打分': 5}
{'短评内容': '设施好# #床很舒服# #服务热情# 里面的设施用品非常干净整洁，前台服务员的态度也非常好，绝对是出差度假住宿的最佳选择，关键是五星级的享受两星级的收费。', '短评打分': 5}
{'短评内容': '#服务好#前台很热情，进去出去都会打招呼，今天退房充电宝忘记拿了还特地打电话问我，非常好的酒店，值得推荐', '短评打分': 5}
{'短评内容': '空调控制效果超好！房间特别精致整洁淡雅宁静清新的感觉，有窗户的景致可以轻松犒劳视觉享受，细节上所有纸巾折叠规整体现用心。后续预订客房也会优先考虑。 服务好 干净整洁 性价比高', '短评打分': 5}
{'短评内容': '新来培训不到位服务态度不行，', '短评打分': 5}
{'短评内容': '一个字好，两个字很好，三个字非常好', '短评打分': 5}
{'短评内容': '连住三晚，酒店连把剪刀都没有，问什么没什么，下次再也不会再住', '短评打分': 2}
{'短评内容': '国庆旅游去的 酒店环境不错 周围好像在重建 有点吵 但是不影响睡觉 隔音不错', '短评打分': 5}
{'短评内容': '酒店地处市区，对面是长途客运站，岁宝百货。酒店前台接待员热情快捷，因为我在网上搞错预订日，接待员积极帮忙解决，携程网的人工服务员亦非常热情高效，很快协调帮我处理了。酒店房间较大，干净整洁，设计风格中规中矩。值得推荐入住', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '干净', '短评打分': 5}
{'短评内容': '干净', '短评打分': 5}
{'短评内容': '性价比高，交通便利，对面就是岁宝广场。如果有早餐就更好了。', '短评打分': 5}
{'短评内容': '服务很好，很赞！环境一般，马路边很吵，但酒店马上给换了安静的，总的来说很好', '短评打分': 4}
{'短评内容': '岁宝活动，特别吵！酒店服务很好，立即换房，周末很愉快～', '短评打分': 4}
{'短评内容': '地理位置方便易找，旁边也有大型的购物广场，算是比较方便的。酒店设施有点旧，而且停车还是不太方便。不过整体还是满意的，毕竟卫生、干净！', '短评打分': 4}
{'短评内容': '地理位置方便易找，旁边也有大型的购物广场，算是比较方便的。酒店设施有点旧，而且停车还是不太方便。不过整体还是满意的，毕竟卫生、干净！', '短评打分': 4}
