{'短评内容': '很好', '短评打分': 5}
{'短评内容': '住的的还行 就是酒店小广告太多', '短评打分': 4}
{'短评内容': '可以不错，可以推荐', '短评打分': 5}
{'短评内容': '环境可以，就是网络很不好，前台很有礼貌', '短评打分': 5}
{'短评内容': '有点脏，特别是卫生间', '短评打分': 3}
{'短评内容': '一般', '短评打分': 5}
{'短评内容': '舒服了哇这个酒店  很开心', '短评打分': 5}
{'短评内容': '不错，近地铁口，出行方便。早餐不错。', '短评打分': 5}
{'短评内容': '干净卫生，性价比高，位置也还不错的&hellip;&hellip;&hellip;&hellip;', '短评打分': 5}
{'短评内容': '性价比高，以后来南宁会经常入住这里', '短评打分': 5}
{'短评内容': '房间很好，很干净。', '短评打分': 5}
{'短评内容': '性价比超高，干净！', '短评打分': 5}
{'短评内容': '性价比超高，干净！', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '过来投标的，位置方便', '短评打分': 5}
{'短评内容': '酒店房间还不错，价格便宜', '短评打分': 4}
{'短评内容': '早餐差的很，西兰花里有虫子。住了半个多月，期间就有各种不愉快，叫我换高一档次的房间，说是现在住的房间有旅行社预定在先，预订出去了怎么携程又给通过？今天居然叫我们退房，这不是赶客人出门吗？这样的酒店再也不想再来了', '短评打分': 1}
{'短评内容': '住了半个多月，期间就有各种不愉快，叫我换高一档次的房间，说是现在住的房间有旅行社预定在先，预订出去了怎么携程又给通过？今天居然叫我们退房，这不是赶客人出门吗？这样的酒店再也不想再来了', '短评打分': 1}
{'短评内容': '不错，多次入住。就是早餐差了点。', '短评打分': 4}
{'短评内容': '不错，多次入住。就是早餐差了点。', '短评打分': 4}
{'短评内容': '不错，对得起这个价～～', '短评打分': 4}
{'短评内容': '环境很好，卫生状况也很好，早餐很美味，我的孩子超喜欢，都不想离开了。', '短评打分': 5}
