{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '好！', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '位置不错，停车方面', '短评打分': 5}
{'短评内容': '早餐丰富，干净卫生', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '不错挺好的 干净', '短评打分': 5}
{'短评内容': '干净温馨服务好', '短评打分': 5}
{'短评内容': '房间太小，而且隔音效果太差，卫生一般，床单上有脏点儿。可能订的房间属于便宜的那种，真是便宜没好货！', '短评打分': 4}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '不错，静海服务最好的酒店', '短评打分': 5}
{'短评内容': '很好，不错，尤其这里的服务。', '短评打分': 5}
{'短评内容': '交通位置便利，去哪都方便，干净卫生，以后还会选择这里', '短评打分': 5}
{'短评内容': '在静海还算可以的酒店，不过房间真的太小了，在静海这地方这价位有点贵', '短评打分': 4}
{'短评内容': '服务不错，就是房间太小，卫生间都没有门', '短评打分': 5}
{'短评内容': '酒店还行，早餐可以品质再高点。', '短评打分': 5}
{'短评内容': '出差住，豪华间太小，性价比一般。', '短评打分': 4}
{'短评内容': '非常好，非常棒，金岛假日呱呱叫，呱呱叫啊呱呱叫。', '短评打分': 5}
{'短评内容': '静海最好的酒店,安静，位置有点偏，前台挺热情', '短评打分': 5}
{'短评内容': '我们住的三人间，房间有电脑，电视频道丰富，可以上网，很方便，不错！', '短评打分': 3}
{'短评内容': '金岛假日酒店是静海县里最好的酒店，房间很干净，值得推荐', '短评打分': 5}
{'短评内容': '房间还不错，早餐一般，种类比较少！！！！1', '短评打分': 5}
{'短评内容': '房间有点小，设施还可以，吃饭中餐还可以。早餐太单调了。在静海应该算不错的高级酒店了。', '短评打分': 3}
{'短评内容': '这是第2次来金岛假日酒店了，好像这次的房间没有上次大，价格也比上次高，只是房间多了台电脑。', '短评打分': 5}
{'短评内容': '在静海算不错的酒店了，酒店位置不错，房间蛮干净的，只是最近隔壁酒店装修有点吵，不过和前台协商后给换了房间，如果来静海，金岛是个不错的入住宾馆', '短评打分': 5}
{'短评内容': '客房非常温馨', '短评打分': 3}
{'短评内容': '离我要去的地方很近，每次来天津开发区都会住这里，性价比很高。', '短评打分': 3}
{'短评内容': '静海最好的酒店了 不满意就住天津市去 服务员态度不行', '短评打分': 5}
{'短评内容': '静海就这家最好了 不推荐能怎么办？ 毕竟偏僻地方 服务员态度不行', '短评打分': 5}
{'短评内容': '酒店设施还可以 有无线网络也比较方便 只是入住时给安排了对面 旁边在装修的房间…有点小吵 ', '短评打分': 3}
{'短评内容': '酒店的房间配置很不错，看得出用心，服务也很好，就是周围的娱乐设施少，也是县城的原因吧。总体不错，下次还会来', '短评打分': 5}
{'短评内容': '酒店的整理环境很好，房间内的物品和用具也很新。而且房间内提供可以上网的电脑。\n只是房间的面积太小了，房间内几乎没有任何可以活动的空间，完全可以把房间内无用的电脑，床榻之类的物品移走，让房间内多点空间，哪怕是走路的走道也好啊。', '短评打分': 5}
{'短评内容': '在静海应该是相当不错的了，超值，但是对早餐非常失望，几乎没什么吃的，橙汁是冲出来的', '短评打分': 5}
{'短评内容': '酒店设施及服务都不错，就是早餐品种单一！', '短评打分': 5}
{'短评内容': '还算可以房间小了点，电话有杂音，床太软了', '短评打分': 3}
{'短评内容': '四星的酒店早餐差了点吧，希望下次去能看到改进', '短评打分': 3}
{'短评内容': '不错就是床太软了建议配硬一些的', '短评打分': 5}
{'短评内容': '如果出差到静海，这个也许真的是不得已的选择了。小地方，小酒店，吃得很一般。', '短评打分': 3}
{'短评内容': '县城里有这样的四星酒店也算方便商旅了，只是餐厅没什么吃的。其他还算对得起四星。', '短评打分': 5}
{'短评内容': '环境不错，挺舒服的，离客户的地址也很近，方便，下回还会继续住', '短评打分': 5}
{'短评内容': '位置偏，服务一般，早餐质量不好，饭菜品种少。价格太高。', '短评打分': 5}
{'短评内容': '还可以！！！！', '短评打分': 5}
{'短评内容': '在静海县其实很难找到令人满意的宾馆。这个宾馆还凑合着住吧。早餐非常差劲，象是在地摊上吃的早餐。希望以后能够改善吧。另外，早餐不准时。写的是早晨七点开始，可等到七点才开始上。等完全弄好，都七点一刻了。有客人嫌太晚，服务员竟反驳说飞机还有晚点的时候。真是让人不可接受！！！！！！', '短评打分': 5}
{'短评内容': '当地最好的酒店啦。只是前台服务还有进一步提升的空间。房间服务员很不错的---表扬！', '短评打分': 5}
{'短评内容': '酒店的硬件设备不错，不过服务有待改进。所处的位置也不是太好。', '短评打分': 5}
{'短评内容': '酒店设施不错，属经济酒店中比较好的，虽然号称准四星，但硬件和软件都达不到四星要求。酒店商场居然连地图和日用品都没的卖，只卖土特产和饮料，这有点说不过去，早餐品种单调了些，电视国外频道很多，床还挺舒服，总之，性价比不错。在静海算是最好的酒店了。', '短评打分': 5}
{'短评内容': '其他都不错，就是离中心区太远', '短评打分': 5}
{'短评内容': '环境条件还是不错的,离机场挺近的,很符合我的要求；如果要是在机场附近选择酒店的话,也就这家酒店还算不错；', '短评打分': 5}
