{'descr': '很好', 'star': 5}
{'descr': '好多次入住了，很好，值得推荐', 'star': 5}
{'descr': '好啊好啊好啊', 'star': 5}
{'descr': '没有早餐，带娃不适合，厕所是那种动车上设备，离儿童医院近', 'star': 5}
{'descr': '还行', 'star': 4}
{'descr': '强烈推荐 很不错 干净卫生 很有感觉 价格划算 提前订购比较划算', 'star': 5}
{'descr': '酒店服务很好，下次还要来住', 'star': 5}
{'descr': '不错方便', 'star': 5}
{'descr': '环境服务非常好，交通极为便利，就在珠江路地铁站旁边，价格也比7天酒店等连锁酒店实惠，以后来南京还会来这住', 'star': 5}
{'descr': '还可以，因为在学校对面，比较熟，地铁出行也方便，周边不少小吃、饭店，对面还有个金鹰可以逛逛，总体方便', 'star': 4}
{'descr': '还可以吧', 'star': 5}
{'descr': '醉喽 跟图片一点都不符合咯 小的不能再小 厕所也不干净 也是醉咯', 'star': 1}
{'descr': '离出差的地方近。离地铁近。附近小吃多', 'star': 4}
{'descr': '地理环境挺好的，但是卫生环境真的一般般。有待提高吧！', 'star': 5}
{'descr': '设施齐全，环境很好。', 'star': 5}
{'descr': '设施齐全，环境很好。', 'star': 5}
{'descr': '设施齐全，环境很好。', 'star': 5}
{'descr': '服务态度比较诚恳，能够好好协商。相对于同类公寓酒店，电器设备状况比较好', 'star': 5}
{'descr': '服务态度不错！可是房间并没有40多平米，没有预期的那么好！', 'star': 1}
{'descr': '房价设施较差，面积偏小，不推荐。\n更离奇的是，在网上预订的价格比店面还高！\n服务态度也一般。\n\n房价设施较差，面积偏小，不推荐。\n更离奇的是，在网上预订的价格比店面还高！\n服务态度也一般。', 'star': 1}
