{'descr': '位置很好', 'star': 5}
{'descr': '还不错，与所去景点位置很近', 'star': 5}
{'descr': '地理位置好，逛木渎古镇和灵岩山寺都挺方便', 'star': 5}
{'descr': '位置好，干净卫生', 'star': 5}
{'descr': '这边太差劲了，晚上非常吵，有KTV，酒店也不处理！！！态度非常恶劣！！！最后报警了，警察一来KTV就不唱了，一走声音超级大。110来了三四次，毫无作用！！！我这是来工作的，一夜无眠，必须差评，这事情没完，等着，我去曝光你们，我有的是时间，你们必须把这个事情给我处理好了，顾客不是人吗？格林豪泰的素质就这么差吗？', 'star': 1}
{'descr': '离木椟古镇很近，走路过去就行。周边吃饭的餐馆有很多。酒店在五楼，走道很多，就像在走迷宫，我第一天找电梯时就迷路了', 'star': 4}
{'descr': '非常号好', 'star': 5}
{'descr': '有点旧，门口看上去比较破，房间还蛮干净！', 'star': 3}
{'descr': '很干净，服务也挺好，还帮着拿行李，路过服务人员还主动给打招呼。不错。', 'star': 5}
{'descr': '卫生挺好，隔音不是太理想，环境也不错，周围有很多吃的，挺好的。', 'star': 5}
{'descr': '挺好的，', 'star': 5}
{'descr': '房间还可以，就是太吵了。隔音效果差的要命！', 'star': 4}
{'descr': '离木渎近，酒店旁边是KTV，晚上比较吵', 'star': 3}
{'descr': '还不错', 'star': 5}
{'descr': '房间窗户不是能看到外面得！觉得这一点就不行！隔音效果不是太好', 'star': 4}
{'descr': '还不错，房间比较大，也很安静，空调制冷效果特别好', 'star': 5}
{'descr': '服务态度很好，住的很舒服。服务态度很好，住的很舒服。服务态度很好，住的很舒服。服务态度很好，住的很舒服。服务态度很好，住的很舒服。服务态度很好，住的很舒服。', 'star': 5}
{'descr': '服务态度很好，住的很舒服。服务态度很好，住的很舒服。服务态度很好，住的很舒服。服务态度很好，住的很舒服。服务态度很好，住的很舒服。服务态度很好，住的很舒服。', 'star': 5}
{'descr': '干净、宽敞，自助早餐质差。', 'star': 3}
{'descr': '干净、宽敞，自助早餐质差。', 'star': 3}
{'descr': '酒店很不错，干净，整洁，就是淋浴的龙头是固定的，这个不太舒服。', 'star': 5}
{'descr': '酒店很不错，干净，整洁，就是淋浴的龙头是固定的，这个不太舒服。', 'star': 5}
{'descr': '各种设施都很好，很大，但是就是隔音效果差了点。不过性价比还是蛮高的，有机会还是会住这个酒店', 'star': 5}
{'descr': '各种设施都很好，很大，但是就是隔音效果差了点。不过性价比还是蛮高的，有机会还是会住这个酒店', 'star': 5}
{'descr': '酒店服务态度很好，交通位置也比较好，但离古镇老街稍远，房间面积比较大，设施比较齐全，有免费的地下停车场，适合各类旅行者入住。', 'star': 5}
{'descr': '酒店服务态度很好，交通位置也比较好，但离古镇老街稍远，房间面积比较大，设施比较齐全，有免费的地下停车场，适合各类旅行者入住。', 'star': 5}
{'descr': '绝对不会推荐！首先推开门欢迎我的是门内地上一堆招妓的小广告！再就是窗户都关不严，一晚都在感受外面的冷风，噪音更是没断过。最后是去洗澡才发现，沐浴露竟然没了！', 'star': 1}
{'descr': '绝对不会推荐！首先推开门欢迎我的是门内地上一堆招妓的小广告！再就是窗户都关不严，一晚都在感受外面的冷风，噪音更是没断过。最后是去洗澡才发现，沐浴露竟然没了！', 'star': 1}
{'descr': '酒店还可以，就是离市区太远了，公交也不太方便，到木渎还是很近的。', 'star': 1}
{'descr': '酒店还可以，就是离市区太远了，公交也不太方便，到木渎还是很近的。', 'star': 1}
{'descr': '设施挺有档次的，可以跟星级形式媲美，服务卫生也不错，就是早餐一般点。', 'star': 3}
{'descr': '酒店挺不错，卫生每天都有人打扫，床单被子都挺干净的，设施也很好，住的很满意。', 'star': 5}
{'descr': '设施挺有档次的，可以跟星级形式媲美，服务卫生也不错，就是早餐一般点。', 'star': 3}
{'descr': '酒店挺不错，卫生每天都有人打扫，床单被子都挺干净的，设施也很好，住的很满意。', 'star': 5}
{'descr': '房间空间挺大，布置很温馨，设施也不错，感觉很舒适。', 'star': 5}
{'descr': '房间空间挺大，布置很温馨，设施也不错，感觉很舒适。', 'star': 5}
{'descr': '位置很好，出行很方便，房间挺干净，液晶的电视，网速也不慢。', 'star': 5}
{'descr': '位置很好，出行很方便，房间挺干净，液晶的电视，网速也不慢。', 'star': 5}
{'descr': '这家酒店看起挺新的，房间也挺大的，卫生打扫很好，卫生间没什么异味，服务也不错。', 'star': 5}
{'descr': '这家酒店看起挺新的，房间也挺大的，卫生打扫很好，卫生间没什么异味，服务也不错。', 'star': 5}
{'descr': '房间很干净，通风也很好，设施也不错，洗漱用品也挺齐全的。', 'star': 5}
{'descr': '房间很干净，通风也很好，设施也不错，洗漱用品也挺齐全的。', 'star': 5}
{'descr': '酒店附近有个商场，购物挺方便，服务人员态度挺好，卫生打扫也挺及时，床上用品也很干净。', 'star': 5}
{'descr': '酒店附近有个商场，购物挺方便，服务人员态度挺好，卫生打扫也挺及时，床上用品也很干净。', 'star': 5}
