{'descr': '地段不错，价格优惠，可以的', 'star': 4}
{'descr': '物美价廉，就是确认订单的时候出问题了，定2个房间，到酒店只有1个房间', 'star': 5}
{'descr': '就呵呵了 啥破旅馆，跟图片相差巨大 电视开不了 隔音极差 连基本的房间拖鞋 卫浴的洗漱用品都没有，根本没服务，还好住一天，受够了！', 'star': 1}
{'descr': '挺无语的，在携程上面订好了。说133然后说预留到八点，结果去了。前台死活不承认。最后我只能拿出来携程的证据。然后还说什么清明节 涨价了。说你之前定的什么的什么的。反正。携程也有毛病。然后携程帮我留到8点也不承认。还好我登陆携程拿出来证据。不知道携程干什么吃的！', 'star': 4}
{'descr': '蛮好的  以后有需要会继续选择', 'star': 3}
{'descr': '酒店很差不值得入住。', 'star': 3}
{'descr': '还可以。就是网速不行，离不开宽带的人不适合在这里。别的还不错', 'star': 3}
{'descr': '还可以，', 'star': 3}
{'descr': '房间有窗异味还很大，电话不能用，拿起来发现一只蟑螂，活的，淋浴喷头不能活动，洗头不方便，没有吹风机。', 'star': 3}
{'descr': '还行，水温较低', 'star': 3}
{'descr': '还行，水温较低', 'star': 3}
{'descr': '水特别难喝，没窗的房间，比较闷，空气不流通，隔音特别差。', 'star': 1}
{'descr': '水特别难喝，没窗的房间，比较闷，空气不流通，隔音特别差。', 'star': 1}
{'descr': '房间干净，设备也挺齐全。比我预想的要好很多！就是地址有点偏。', 'star': 3}
{'descr': '房间干净，设备也挺齐全。比我预想的要好很多！就是地址有点偏。', 'star': 3}
{'descr': '服务态度不错，离主路有点远，暖气过热导致空气过于干燥', 'star': 1}
{'descr': '服务态度不错，离主路有点远，暖气过热导致空气过于干燥', 'star': 1}
{'descr': '隐藏在国贸附近，条件一般，在网上预订的八十八一晚，很实惠，不过一分钱一分货吧，走廊地毯较脏，装修较老，不如一般商务连锁酒店。', 'star': 3}
{'descr': '隐藏在国贸附近，条件一般，在网上预订的八十八一晚，很实惠，不过一分钱一分货吧，走廊地毯较脏，装修较老，不如一般商务连锁酒店。', 'star': 3}
{'descr': '室内环境还不错，就是地方难找了点。特价房是无窗的，有点显闷。', 'star': 5}
{'descr': '室内环境还不错，就是地方难找了点。特价房是无窗的，有点显闷。', 'star': 5}
{'descr': '到酒店开房后，找不到房间，没有服务员指引。跟走迷宫似的。前台也没说明是在后面的那栋楼，害的我和孩子满处找房间，房间除了大点，有股子臭味，空气很不好，有排风扇开后噪音极大。厕所水龙头设施很旧，都锈迹斑斑，洗澡间冷，水流很小。是我住过最差的酒店！前台男服务员态度很不好，我到前台刷卡，旁边没有客人，我把间号不小心报错了，他头都不抬的说没有这房间，就把我晾一边了，自己还在忙自己的。后来我找到装房卡的卡片，', 'star': 1}
{'descr': '到酒店开房后，找不到房间，没有服务员指引。跟走迷宫似的。前台也没说明是在后面的那栋楼，害的我和孩子满处找房间，房间除了大点，有股子臭味，空气很不好，有排风扇开后噪音极大。厕所水龙头设施很旧，都锈迹斑斑，洗澡间冷，水流很小。是我住过最差的酒店！前台男服务员态度很不好，我到前台刷卡，旁边没有客人，我把间号不小心报错了，他头都不抬的说没有这房间，就把我晾一边了，自己还在忙自己的。后来我找到装房卡的卡片，', 'star': 1}
{'descr': '到酒店开房后，找不到房间，没有服务员指引。跟走迷宫似的。前台也没说明是在后面的那栋楼，害的我和孩子满处找房间，房间除了大点，有股子臭味，空气很不好，有排风扇开后噪音极大。厕所水龙头设施很旧，都锈迹斑斑，洗澡间冷，水流很小。是我住过最差的酒店！前台男服务员态度很不好，我到前台刷卡，旁边没有客人，我把间号不小心报错了，他头都不抬的说没有这房间，就把我晾一边了，自己还在忙自己的。后来我找到装房卡的卡片，', 'star': 1}
{'descr': '到酒店开房后，找不到房间，没有服务员指引。跟走迷宫似的。前台也没说明是在后面的那栋楼，害的我和孩子满处找房间，房间除了大点，有股子臭味，空气很不好，有排风扇开后噪音极大。厕所水龙头设施很旧，都锈迹斑斑，洗澡间冷，水流很小。是我住过最差的酒店！前台男服务员态度很不好，我到前台刷卡，旁边没有客人，我把间号不小心报错了，他头都不抬的说没有这房间，就把我晾一边了，自己还在忙自己的。后来我找到装房卡的卡片，', 'star': 1}
{'descr': '经济间很不错，是我住过同类房间里最好的。以后会推荐给朋友。中午前台只有一个人，建议增加人手。', 'star': 3}
{'descr': '经济间很不错，是我住过同类房间里最好的。以后会推荐给朋友。中午前台只有一个人，建议增加人手。', 'star': 3}
{'descr': '酒店环境好，地理位置也很不错，房间还可以的！', 'star': 5}
{'descr': '酒店环境好，地理位置也很不错，房间还可以的！', 'star': 5}
{'descr': '价格便宜，位置不错，旅游团太多，出行需要步行一段时间，但距离地铁站还算近', 'star': 5}
{'descr': '价格便宜，位置不错，旅游团太多，出行需要步行一段时间，但距离地铁站还算近', 'star': 5}
{'descr': '洗手间太臭，大概是下水道问题，周围正在施工，但是位置和价钱还凑合，勉强给个好评', 'star': 5}
{'descr': '洗手间太臭，大概是下水道问题，周围正在施工，但是位置和价钱还凑合，勉强给个好评', 'star': 5}
{'descr': '位置很好，距离地铁站国贸商业区很近，吃饭出行都很方便，美中不足的是酒店下水有味道', 'star': 5}
{'descr': '位置很好，距离地铁站国贸商业区很近，吃饭出行都很方便，美中不足的是酒店下水有味道', 'star': 5}
{'descr': '位置比较深，很安静，可以停车，闹中取静，早餐可以吃', 'star': 5}
{'descr': '位置比较深，很安静，可以停车，闹中取静，早餐可以吃', 'star': 5}
{'descr': '酒店位置不错，但就是深了点，不是很好找，但环境不错，可以停车', 'star': 5}
{'descr': '酒店位置不错，但就是深了点，不是很好找，但环境不错，可以停车', 'star': 5}
{'descr': '里面的房间很干净，像新装的，但是没有新装那种甲醛味，很赞！～就是位置太难找了！特别是晚上', 'star': 3}
{'descr': '里面的房间很干净，像新装的，但是没有新装那种甲醛味，很赞！～就是位置太难找了！特别是晚上', 'star': 3}
{'descr': '还不错的酒店，房间很大，很实惠~~~~~~~~~~', 'star': 5}
{'descr': '还不错的酒店，房间很大，很实惠~~~~~~~~~~', 'star': 5}
{'descr': '超便宜又好的地方。这个地点这个价就不要挑别的了。反正不些潮。其他都好', 'star': 5}
{'descr': '超便宜又好的地方。这个地点这个价就不要挑别的了。反正不些潮。其他都好', 'star': 5}
{'descr': '就是贵了点。。房间很干净。。交通还算便利，不大好找', 'star': 5}
{'descr': '就是贵了点。。房间很干净。。交通还算便利，不大好找', 'star': 5}
{'descr': '很干净，卫生更好。下次还住。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '很干净，卫生更好。下次还住。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。', 'star': 5}
{'descr': '<飘HOME-北京国贸东店>服务卫生环境都不错', 'star': 5}
{'descr': '<飘HOME-北京国贸东店>服务卫生环境都不错', 'star': 5}
{'descr': '酒店在胡同里,打车不是很方便,特价房还是比较值的,比较干净,而且不会在地下室.总体来说还是很满意.', 'star': 5}
{'descr': '酒店在胡同里,打车不是很方便,特价房还是比较值的,比较干净,而且不会在地下室.总体来说还是很满意.', 'star': 5}
{'descr': '房间没窗，不过88的价格还是很便宜的，就是走进来太远了', 'star': 5}
{'descr': '房间没窗，不过88的价格还是很便宜的，就是走进来太远了', 'star': 5}
{'descr': '比7天好很多，房间多，客房宽敞舒服，美中不足就是床不怎么样，离公司近，方便', 'star': 5}
{'descr': '比7天好很多，房间多，客房宽敞舒服，美中不足就是床不怎么样，离公司近，方便', 'star': 5}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 5}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 5}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 5}
{'descr': '很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好很好', 'star': 5}
{'descr': '很好 一切都很方便 如果餐厅能够单点就更好了', 'star': 5}
{'descr': '很好 一切都很方便 如果餐厅能够单点就更好了', 'star': 5}
{'descr': '网上订酒店很方便，听说这家酒店的回头客还是蛮多的，而且能用消费券  不错', 'star': 5}
{'descr': '网上订酒店很方便，听说这家酒店的回头客还是蛮多的，而且能用消费券  不错', 'star': 5}
{'descr': '服务周到热情。设施也不错。早餐还可以。\n地理位置很优越\n', 'star': 5}
{'descr': '服务周到热情。设施也不错。早餐还可以。\n地理位置很优越\n', 'star': 5}
{'descr': '<飘HOME-北京国贸东店>环境条件服务都不错，谢谢', 'star': 5}
{'descr': '<飘HOME-北京国贸东店>环境条件服务都不错，谢谢', 'star': 5}
{'descr': '环境不错，装修也不错，隔音效果很不好，地方有点难找。。。。', 'star': 5}
{'descr': '环境不错，装修也不错，隔音效果很不好，地方有点难找。。。。', 'star': 5}
{'descr': '一如既往地还行吧，除了位置稍微偏一点以外。貌似没有酒店的所谓便行车来接送客人啊？希望弄清楚呵', 'star': 5}
{'descr': '一如既往地还行吧，除了位置稍微偏一点以外。貌似没有酒店的所谓便行车来接送客人啊？希望弄清楚呵', 'star': 5}
{'descr': '一如既往地还行吧，除了位置稍微偏一点以外。貌似没有酒店的所谓便行车来接送客人啊？很茫然的说。。', 'star': 5}
{'descr': '一如既往地还行吧，除了位置稍微偏一点以外。貌似没有酒店的所谓便行车来接送客人啊？很茫然的说。。', 'star': 5}
{'descr': '位置有点偏僻，在巷子深处。但房间条件不错，服务尚可。自助式午餐还凑合，价格很便宜。', 'star': 5}
{'descr': '位置有点偏僻，在巷子深处。但房间条件不错，服务尚可。自助式午餐还凑合，价格很便宜。', 'star': 5}
{'descr': '房间还算大，但是洗澡有点冷。而且服务员很偷懒啊，打扫不彻底…', 'star': 3}
{'descr': '房间还算大，但是洗澡有点冷。而且服务员很偷懒啊，打扫不彻底…', 'star': 3}
{'descr': '隔音效果不是很好。。。开始给了我一间还没有打扫的房间。。。感觉很不舒服', 'star': 1}
{'descr': '隔音效果不是很好。。。开始给了我一间还没有打扫的房间。。。感觉很不舒服', 'star': 1}
{'descr': ' 房间特多 暖气夜里不足 其他尚可', 'star': 3}
{'descr': ' 房间特多 暖气夜里不足 其他尚可', 'star': 3}
{'descr': '飘HOME-北京国贸东店服务环境卫生条件都不错', 'star': 5}
{'descr': '飘HOME-北京国贸东店服务环境卫生条件都不错', 'star': 5}
{'descr': '很好 位置有点偏 性价比很高 罅隙还会住的', 'star': 5}
{'descr': '很好 位置有点偏 性价比很高 罅隙还会住的', 'star': 5}
{'descr': '性价比挺高的，尤其是比较安静，不足之处是热水的热度不够再就是暖气不太热', 'star': 5}
{'descr': '性价比挺高的，尤其是比较安静，不足之处是热水的热度不够再就是暖气不太热', 'star': 5}
{'descr': '比较干净，性价比高。离地铁比较近，到天安门玩很方便。', 'star': 5}
{'descr': '比较干净，性价比高。离地铁比较近，到天安门玩很方便。', 'star': 5}
{'descr': '性价比很高，干净，距离车站和地铁很远！还不错', 'star': 5}
{'descr': '性价比很高，干净，距离车站和地铁很远！还不错', 'star': 5}
{'descr': '条件不错，就是开车有点不太好找，巷子比较深', 'star': 3}
{'descr': '条件不错，就是开车有点不太好找，巷子比较深', 'star': 3}
{'descr': '干净 整洁 还是挺不错的 很温馨的感觉。不错不错 ，很暖和的 ', 'star': 5}
{'descr': '干净 整洁 还是挺不错的 很温馨的感觉。不错不错 ，很暖和的 ', 'star': 5}
{'descr': '位置其实不错，没那么难找，离大望路地铁站走路也就10分钟的距离，要求不高的朋友可以接受，房间设施有点陈旧，打扫房间的布草车，噪音太大，影响休息---房间隔音不好---暖气不是太足---吃饭还真有点不方便，附近没什么吃饭的地方，有几个小餐馆，不过看了让人不放心---', 'star': 5}
{'descr': '位置其实不错，没那么难找，离大望路地铁站走路也就10分钟的距离，要求不高的朋友可以接受，房间设施有点陈旧，打扫房间的布草车，噪音太大，影响休息---房间隔音不好---暖气不是太足---吃饭还真有点不方便，附近没什么吃饭的地方，有几个小餐馆，不过看了让人不放心---', 'star': 5}
{'descr': '物美价廉 服务很好 最好的是可以离店寄存  我选择 我喜欢 我推荐', 'star': 5}
{'descr': '物美价廉 服务很好 最好的是可以离店寄存  我选择 我喜欢 我推荐', 'star': 5}
{'descr': '酒店位置算闹中取静吧，与大望路隔着一条运通河，就是在胡同里不太好找。\n开始安排的一号楼，屋里有点味道，调到二号楼后好多了。房间算比较卫生宽敞，也可以上网，住了五天没发觉什么不方便，美中不足的热水不太热，拖鞋不是一次性的。', 'star': 5}
{'descr': '酒店位置算闹中取静吧，与大望路隔着一条运通河，就是在胡同里不太好找。\n开始安排的一号楼，屋里有点味道，调到二号楼后好多了。房间算比较卫生宽敞，也可以上网，住了五天没发觉什么不方便，美中不足的热水不太热，拖鞋不是一次性的。', 'star': 5}
{'descr': '走到大街上太远，打车吃饭都很不方便。。。。。。。。', 'star': 1}
{'descr': '走到大街上太远，打车吃饭都很不方便。。。。。。。。', 'star': 1}
{'descr': '隔音太差，其他都很满意，酒店很干净整洁~', 'star': 5}
{'descr': '隔音太差，其他都很满意，酒店很干净整洁~', 'star': 5}
{'descr': '总体还好!\n就是地方有些偏，交通实在是不方便。', 'star': 5}
{'descr': '总体还好!\n就是地方有些偏，交通实在是不方便。', 'star': 5}
{'descr': '从酒店走到外面马路太远了，至少有一站路，房间比较旧。', 'star': 1}
{'descr': '从酒店走到外面马路太远了，至少有一站路，房间比较旧。', 'star': 1}
{'descr': '早上退房了，总体感觉不错，距离地铁站位置适中，附近还有七天，但是比较偏辟，出门得打车，附近无餐馆。室内环境很舒服，感觉睡眠质量挺好', 'star': 3}
{'descr': '早上退房了，总体感觉不错，距离地铁站位置适中，附近还有七天，但是比较偏辟，出门得打车，附近无餐馆。室内环境很舒服，感觉睡眠质量挺好', 'star': 3}
{'descr': '服务良好，经济实惠，是出行和接待的理想选择，主要是在大望路附近的朋友最合适', 'star': 5}
{'descr': '服务良好，经济实惠，是出行和接待的理想选择，主要是在大望路附近的朋友最合适', 'star': 5}
{'descr': '房间内比较干净    隔音不太好    走廊有吵闹声      不过街道的噪音听不到', 'star': 5}
{'descr': '房间内比较干净    隔音不太好    走廊有吵闹声      不过街道的噪音听不到', 'star': 5}
{'descr': '这家快捷酒店给人的感觉不是很专业。前台只有一个人值班。并且各个楼层服务员也不知道去向……但是房间收拾的还行。只是淋浴时不能做到干湿分离。淋浴空间很小……淋浴区水很容易漫过坎……并且漫过去后就成了积水……排水不便……早餐不是很丰富……就是咸菜粥鸡蛋牛奶橙汁包子炒米饭……呼呼。有待改进。', 'star': 5}
{'descr': '这家快捷酒店给人的感觉不是很专业。前台只有一个人值班。并且各个楼层服务员也不知道去向……但是房间收拾的还行。只是淋浴时不能做到干湿分离。淋浴空间很小……淋浴区水很容易漫过坎……并且漫过去后就成了积水……排水不便……早餐不是很丰富……就是咸菜粥鸡蛋牛奶橙汁包子炒米饭……呼呼。有待改进。', 'star': 5}
{'descr': '地方太偏了，实在不好找。屋子感觉太单薄。', 'star': 1}
{'descr': '地方太偏了，实在不好找。屋子感觉太单薄。', 'star': 1}
{'descr': '酒店条件很不错，就是位置不太好找，需要费点功夫。', 'star': 5}
{'descr': '酒店条件很不错，就是位置不太好找，需要费点功夫。', 'star': 5}
{'descr': '环境条件服务都不错', 'star': 3}
{'descr': '环境条件服务都不错', 'star': 3}
{'descr': '房间内有些异味，墙皮有脱落，洗手池有水锈~~~两个牙刷里只有一个有牙膏。', 'star': 5}
{'descr': '房间内有些异味，墙皮有脱落，洗手池有水锈~~~两个牙刷里只有一个有牙膏。', 'star': 5}
{'descr': '环境一般，隔音不好，空调都带动不想来，价位合理', 'star': 1}
{'descr': '环境一般，隔音不好，空调都带动不想来，价位合理', 'star': 1}
{'descr': '床上有蟑螂，房间有点阴暗的感觉。地方也不太好找', 'star': 1}
{'descr': '床上有蟑螂，房间有点阴暗的感觉。地方也不太好找', 'star': 1}
{'descr': '如果能订到特价经济房而对于要求不是很高的住客，应该是超值的', 'star': 5}
{'descr': '如果能订到特价经济房而对于要求不是很高的住客，应该是超值的', 'star': 5}
{'descr': '很好', 'star': 3}
{'descr': '很好', 'star': 3}
{'descr': '墙都是木板隔开的。旁边房间说话都能听得到。位置挺深奥的', 'star': 1}
{'descr': '墙都是木板隔开的。旁边房间说话都能听得到。位置挺深奥的', 'star': 1}
{'descr': '价格环境还不错  就是太难找了  胡同的最深处', 'star': 5}
{'descr': '价格环境还不错  就是太难找了  胡同的最深处', 'star': 5}
{'descr': '周围环境不是很好，靠近长途汽车站，但内部装修很不错', 'star': 5}
{'descr': '周围环境不是很好，靠近长途汽车站，但内部装修很不错', 'star': 5}
{'descr': '飘HOME-北京国贸东店房间比较大，挺舒适的。', 'star': 5}
{'descr': '飘HOME-北京国贸东店房间比较大，挺舒适的。', 'star': 5}
{'descr': '推荐，酒店房间比较大，干净整洁，适合北漂一族入住，但就是位置交通不是很方便。', 'star': 5}
{'descr': '推荐，酒店房间比较大，干净整洁，适合北漂一族入住，但就是位置交通不是很方便。', 'star': 5}
{'descr': '虽然位置有点偏，但是走路到大望路地铁站还是不远的', 'star': 5}
{'descr': '虽然位置有点偏，但是走路到大望路地铁站还是不远的', 'star': 5}
{'descr': '非常干净舒适，我定了特价房，除了没窗户条件都可以', 'star': 5}
{'descr': '非常干净舒适，我定了特价房，除了没窗户条件都可以', 'star': 5}
{'descr': '交通不方便，除非打车直接到；房间还是宽敞的，只是我对烟味儿比较敏感，待了一会儿屋子就很大烟味儿，也不知从哪里冒出来，当然抽烟的人就无所谓了。反正整体是一般', 'star': 1}
{'descr': '交通不方便，除非打车直接到；房间还是宽敞的，只是我对烟味儿比较敏感，待了一会儿屋子就很大烟味儿，也不知从哪里冒出来，当然抽烟的人就无所谓了。反正整体是一般', 'star': 1}
{'descr': '位置不是很好找，但是物美价廉，我很喜欢的', 'star': 5}
{'descr': '位置不是很好找，但是物美价廉，我很喜欢的', 'star': 5}
{'descr': '以前给朋友订过，那时候刚开业，朋友说挺好的，结果这次自己住了发现差了很多。房间晚上灯光很昏暗，厕所门关不牢，热水非常小，洗澡很冷，而且居然连一次性拖鞋都没有，是塑胶拖鞋，谁还会穿这种东西。', 'star': 1}
{'descr': '以前给朋友订过，那时候刚开业，朋友说挺好的，结果这次自己住了发现差了很多。房间晚上灯光很昏暗，厕所门关不牢，热水非常小，洗澡很冷，而且居然连一次性拖鞋都没有，是塑胶拖鞋，谁还会穿这种东西。', 'star': 1}
{'descr': '房间干净，性价比高，自助餐价格合理，能成为该店会员更有优惠，就是弄巷太里边了点，打的比较麻繁。', 'star': 5}
{'descr': '房间干净，性价比高，自助餐价格合理，能成为该店会员更有优惠，就是弄巷太里边了点，打的比较麻繁。', 'star': 5}
{'descr': '飘HOME是家比较正规的连锁酒店，装修简单实用，干净，真的很好', 'star': 5}
{'descr': '飘HOME是家比较正规的连锁酒店，装修简单实用，干净，真的很好', 'star': 5}
{'descr': '订到了特价房，这个价格估计在北京相同的条件应该没有，可能是刚推出，随后不好订。酒店条件可以。就是外出不方便。', 'star': 5}
{'descr': '订到了特价房，这个价格估计在北京相同的条件应该没有，可能是刚推出，随后不好订。酒店条件可以。就是外出不方便。', 'star': 5}
{'descr': '地方不是太好找。百度或google上的地址只有百度中的一个是正确的，其他都是不对。另外离地铁站不近。而且要拐进一个小巷里转几下。但总体位置还算可以。', 'star': 5}
{'descr': '地方不是太好找。百度或google上的地址只有百度中的一个是正确的，其他都是不对。另外离地铁站不近。而且要拐进一个小巷里转几下。但总体位置还算可以。', 'star': 5}
