{'短评内容': '交通方便，环境优雅', '短评打分': 5}
{'短评内容': '前台小芳和小醒笑容甜美，给人宾至如归的感觉', '短评打分': 5}
{'短评内容': '酒店服务非常好 小芳和小瑶非常热情 谢谢他们！', '短评打分': 5}
{'短评内容': '酒店非常漂亮，服务特别好。尤其是前台小醒和小芳，给她们点赞', '短评打分': 5}
{'短评内容': '前台小和小李服务很好', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '爸妈还是比较满意的，特别是有双早。价格比携程便宜，没想到。', '短评打分': 5}
{'短评内容': '己多次入住，非常不错的酒店。', '短评打分': 5}
{'短评内容': '感谢前台刘芳，服务员徐春，赵美蓉，曹宁霞几位工作人员的热情服务。推荐，宾馆是正经宾馆。小长假期间快捷酒店普涨，也是这个价位，所以同样的价格还是选择星级酒店合算，位置尚可，离西安门地铁站不远，公交站更近一些。', '短评打分': 5}
{'短评内容': '不错前台李冬晗和黄静服务好', '短评打分': 5}
{'短评内容': '在这个地段还算价格公道', '短评打分': 5}
{'短评内容': '非常好～京东价格给力～酒店卫生好，环境好，交通便利～', '短评打分': 5}
{'短评内容': '还行，每次固定', '短评打分': 4}
{'短评内容': '闹中取静，服务非常的nice', '短评打分': 5}
{'短评内容': '酒店真的是以会议为主，每天都有好多人过了开会，不过贵宾楼还是很安静，原本只想住一天，在南京军区总医院看完病就换一家，但房间服务员周阿姨和当班的班长听说我们是来看病的，给我们提供了好多帮助，非常感动，所以又续住了3天，除了健身房的服务人员态度差了点其他的都非常满意。', '短评打分': 5}
{'短评内容': '酒店总体环境不错，特别表扬杨雪，沈陆，王婷，张宇琼的周到服务。不过，有个小建议，住宿水单上最好不要完全显示客户的信用卡卡号，和姓名在一起，隐私得不到保护，希望能被采纳。', '短评打分': 5}
{'短评内容': '酒店设施不错，服务也到位，交通位置不错。', '短评打分': 5}
{'短评内容': '客房很干净、前台的服务人员（姓霓）态度很友好，并且因为住房不够帮助升级，非常感谢！', '短评打分': 5}
{'短评内容': '带朋友订，反映还可以，就是面积小些', '短评打分': 5}
{'短评内容': '豪华单间房间小的一b，浴缸没有，淋浴房的地砖还是破的，还好是含早餐的，不过要是自掏腰包的话，绝对坑爹。', '短评打分': 2}
{'短评内容': '酒店很給力\n環境也不錯\n下次還來', '短评打分': 5}
{'短评内容': '环境不错 服务热情 距市区近 距景点近 客户满意 早餐小贵', '短评打分': 5}
{'短评内容': '钟山宾馆值得下次再来', '短评打分': 3}
{'短评内容': '房间很干净的，就是空调有点响。', '短评打分': 3}
{'短评内容': '酒店位置基本位于市中心\n房间整洁，很有星级感 出门一条解放路都是美食 总之很好 值得推荐', '短评打分': 3}
{'短评内容': '性价比中等 ，  安静  ，干净，交通便利，中层人士可以。', '短评打分': 5}
{'短评内容': '感觉这次订的单间没有上次订的单间舒畅，可能是楼层底的原因吧！', '短评打分': 5}
{'短评内容': '酒店有年头了，服务较差，可能是因为正在举办会议。标间的床好小，也就1米2吧。', '短评打分': 5}
{'短评内容': ' 钟山宾馆还不错，主楼设施较新，服务到位，价钱也合理，就是标间灯光稍暗', '短评打分': 3}
{'短评内容': '为了给其他用不错的酒店，距离中山陵、水游城都很近，环境很好', '短评打分': 5}
{'短评内容': '在国字头的老宾馆里算是硬件不错的，如果有客房送餐服务就更好了', '短评打分': 3}
{'短评内容': '环境很好，房间宽敞卫生干净，方便停车，交通也很便利！！', '短评打分': 5}
{'短评内容': '酒店总体可以，离马路有一段距离比较安静。外面马路的绿化环境很好。，但大堂有冷气，房间楼层过道无冷气，与星级酒店没施不对称。', '短评打分': 1}
{'短评内容': '非常好，下次还会来订的！地理位置绝佳，去市中心非常近！', '短评打分': 5}
{'短评内容': '到南京必选的酒店，非常好，只是每次都是朝北的房间，下次一定要预定间朝南的才好，呵呵！', '短评打分': 5}
{'短评内容': '还不错，比较安静，老牌的酒店了，价格也还行，毕竟在市中心，闹中取静', '短评打分': 5}
{'短评内容': '风景优美，极适合休闲度假，放松心情，非常好，推荐', '短评打分': 5}
{'短评内容': '酒店不错，很干净！', '短评打分': 3}
{'短评内容': '酒店地理位置优越  交通便利 酒店环境优美 安静 ', '短评打分': 5}
{'短评内容': '整洁干净，环境优雅，出行方便，到景点乘坐地铁或5路、9路公交车即可到达，下次还会选择.', '短评打分': 5}
{'短评内容': '酒店位于市中心，闹中取静，值得推荐的是它的早餐，花式多样，味道很好，而且还不贵，才30元每人', '短评打分': 5}
{'短评内容': '不错~宾馆环境很好也挺舒心~前台态度一般~', '短评打分': 5}
{'短评内容': '酒店還算乾淨，但離鬧區遠了些。', '短评打分': 3}
{'短评内容': '位置不错哦', '短评打分': 3}
{'短评内容': '可以', '短评打分': 3}
{'短评内容': '位置好，闹中取静,出行方便， 只是设备稍现陈旧', '短评打分': 5}
{'短评内容': '酒店虽然年份比较久但还算干净清爽，洗漱用品可以设置的高档点就更好，车位和紧张但还算是能满足客人需要，就是早餐，有自助餐的竟然不赠送要另算，这个最好是改改。。', '短评打分': 5}
{'短评内容': '房间实施不错，略旧，空调足。缺点是洗漱用品档次太低。', '短评打分': 3}
{'短评内容': '房间有点老。', '短评打分': 3}
{'短评内容': '服务好，舒适。', '短评打分': 3}
{'短评内容': '条件很好，环境也很好，不亏是会议中心啊。', '短评打分': 5}
{'短评内容': '1. 性价比高，位置也好\n2. 周围吃的不多，房间小 ', '短评打分': 5}
{'短评内容': ' 环境不错 服务良好', '短评打分': 3}
{'短评内容': '环境不错，吃的也不贵，但是特色菜居然都没有。', '短评打分': 5}
{'短评内容': '地段佳，出行方便，且又环境优雅，晚上睡觉听不到闹市的噪音。设施新，干净。', '短评打分': 5}
{'短评内容': '总体还行，但细节上不够五星。比如，地毯不够干净；服务生态度生硬，等等！', '短评打分': 5}
{'短评内容': '离车站及地铁站台较远，打车也不方便，住宿条件一般，性价比不高，不适合一般散客。', '短评打分': 1}
{'短评内容': '环境不错', '短评打分': 3}
{'短评内容': '酒店的设施和服务都很到位，早餐也很丰富，交通方便。旅游出差都很适合。', '短评打分': 5}
{'短评内容': '酒店不错,位置很好,出行方便,下次还会考虑入住。', '短评打分': 3}
{'短评内容': '*', '短评打分': 3}
{'短评内容': '满意', '短评打分': 3}
{'短评内容': '酒店很好但费用太高，住宿是418元一晚，但就吃了两顿自助餐结帐时就是770元。', '短评打分': 3}
{'短评内容': '离中山陵很近，但叫出租车较难，好在十分钟能到地铁站。酒店房间尚可，与价格差距不大。', '短评打分': 3}
{'短评内容': '用钱难啊!', '短评打分': 3}
{'短评内容': '谢谢!!', '短评打分': 3}
{'短评内容': '南京钟山宾馆,是有历史的, 各种会议很多都在这开.很干净, 服务也不错, 下次还想住. 床也很舒服.价钱也合理. 交通方便. \n打车不太方便.', '短评打分': 5}
{'短评内容': '＋房间不错，性价比较高。', '短评打分': 3}
{'短评内容': '地点很好,服务态度很好.房间里的设施也很不错,推荐入住.', '短评打分': 5}
{'短评内容': '坐落在繁华的中山东路，交通很方便，地铁四通八达，无论是休闲购物，还是以此为出发点前往名胜古迹，都是个不错的选择。当然，这家宾馆也很有历史底蕴，处处散发着南京特有的魅力！', '短评打分': 5}
{'短评内容': '酒店很不错，干净，舒适，交通有很方便价格也适合，我的朋友来了都会安排在这个酒店入住的', '短评打分': 5}
{'短评内容': '不错。印象宾馆是挺旧的，后来可能改造过了，感觉还可以。早餐太差了', '短评打分': 5}
{'短评内容': '酒店服务，环境都很到位，价格也算合理，就是设施旧了点', '短评打分': 5}
{'短评内容': '酒店的环境很好，闹中取静，停车方便，但房间设施陈旧，卫生间太小，性价比不好。不推荐', '短评打分': 1}
{'短评内容': '酒店地理位置不错，条件不错，服务也不错，感觉很愉快', '短评打分': 5}
{'短评内容': '官僚酒店，设施一般，除了地段优势，没有任何特点。房间真的太小，会议太多，散客基本不受重视', '短评打分': 1}
{'短评内容': '这一家宾馆的服务不是很好，老是一副官僚的样子。 并且从硬体到软体，整体素质不佳。 很多会议会包这个场子，所以住户的整体水平也不高，闹哄哄的，又到处是烟味。 不推荐这间酒店。 ', '短评打分': 1}
{'短评内容': '客房舒适，酒店外围花园很适合晚上散步，酒店大堂有些小了，会议很多，大厅经常被会议的会务组占的满满的，不够宽敞。。', '短评打分': 5}
{'短评内容': '宾馆环境设施都可以，可是晚上宾馆不开空调，很差劲，而且蚊子很多', '短评打分': 3}
{'短评内容': '推荐去哪里。环境好，服务好，超喜欢那里的饭菜！！！', '短评打分': 5}
{'短评内容': '环境好，地理位置不错，服务也不错，大会堂的音响效果也很好。', '短评打分': 5}
{'短评内容': '为什么主楼房间有空房你们却订不到？', '短评打分': 3}
{'短评内容': '房间一般性价比不高，老宾馆。房间太小。不推荐。', '短评打分': 3}
{'短评内容': '设施还好，人气不足，服务一般,不含早餐，位置很好', '短评打分': 5}
{'短评内容': '交通便利,但有点贵', '短评打分': 3}
{'短评内容': '房间偏小,服务尚可', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '装修不错，但房间小。', '短评打分': 3}
{'短评内容': '酒店的位置和内部配置都比较好，就是做一个五星级酒店，类似浴袍等物品应该做个配置，吧台上也只有相关物品的标价没有实物，当然也许我住的是418块一晚的房间，够不上五星的级别没有做配备，总之环境还不错，可以考虑住。', '短评打分': 5}
{'短评内容': '交通方便，停车很难，餐饮一般，服务一般，总体尚可。', '短评打分': 5}
{'短评内容': '很不错的酒店，每次开会必住，尤其是硬件设施和餐饮一流，推荐！', '短评打分': 5}
{'短评内容': 'good price , good location, not far from the underground station.', '短评打分': 5}
{'短评内容': '酒店位置不错,出门走一会就是地铁和公交到各个地方.房间虽然不大,但是床品还满舒服.要赞扬的是水温和水压,洗澡很舒服.', '短评打分': 5}
{'短评内容': '酒店还行，但春节期间餐厅上菜极慢，几次用餐都不愉快。', '短评打分': 5}
{'短评内容': '位置非常好，闹中取静，条件也很赞，服务也不错，早餐一般', '短评打分': 5}
{'短评内容': '房间设施不错，位置不是去钟山就有点偏，服务不错。', '短评打分': 5}
{'短评内容': '设施、服务、价格等各方面还不错。下次还会再住。', '短评打分': 5}
{'短评内容': '已入住', '短评打分': 3}
{'短评内容': ' 环境不错，综合服务一般', '短评打分': 3}
{'短评内容': '入住钟山这里方便，又卫生，值得推荐给大家', '短评打分': 5}
{'短评内容': '房间设施较其它五星级酒店不是很好，但是政府招待所，服务员态度很好很正规，酒店周边交通便利', '短评打分': 5}
{'短评内容': '很干净，不错的酒店，以后还会住。酒店的自助餐也很好，就是开始时间有点，7：30才开始。', '短评打分': 5}
{'短评内容': '酒店软硬件都不错，物有所值。不过作为省会议中心，各地前来参加会议的人比较多，显得有点嘈杂。', '短评打分': 5}
{'短评内容': '酒店总体还可以。但个人感觉有三方面的问题：一是早餐的确如有的评论所说，不太好，会议人多时更差；二是似乎天天有二个以上的会议，人多、嘈杂，显得很乱；三是，客房服务员似乎缺少训练，门外尽管挂上了“请勿打扰”的牌子，服务员仍随意进入房间。', '短评打分': 5}
{'短评内容': '环境不错，住的贵宾楼，总体来说还可以，不过478的价格有点高', '短评打分': 5}
{'短评内容': '很好，睡的很舒服。已经是第四次住了！真的非常好！', '短评打分': 5}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '酒店设施还不错的，里高速出口蛮近的，位置好', '短评打分': 5}
{'短评内容': '很不错的酒店，下次仍住，强力推荐。', '短评打分': 3}
{'短评内容': '好长时间没有到这家酒店入住。这次入住感觉还不错。但就是早餐券只给一张，可是标间有两个人。美中不足！', '短评打分': 5}
{'短评内容': '非常不错的酒店，经常使用，吃、住、行、玩等俱全。', '短评打分': 5}
{'短评内容': '離中山陵很近,對就近旅遊的客人很適合,性價比不錯', '短评打分': 5}
{'短评内容': '江苏省会议中心物有所值,准扬凤味莱很正宗服务很好总台代叫出租车尤为方便;', '短评打分': 5}
{'短评内容': '位置很好，下了沪宁高速没多远就到了酒店，不远就有地铁站，吃饭到解放路店很多，缺点是早餐较差。', '短评打分': 5}
{'短评内容': '+很好', '短评打分': 5}
{'短评内容': '钟山宾馆总体很好!就是离市中心远,周边吃饭购物娱乐都不方便!', '短评打分': 5}
{'短评内容': '很不错的酒店，交通便捷，有地铁、出租和停车场 \r\n离市区近，安静舒适 \r\n餐饮娱乐丰富，2家餐馆、KTV、温咖啡馆', '短评打分': 3}
{'短评内容': '很不错的酒店，交通便捷，有地铁、出租和停车场\r\n离市区近，安静舒适\r\n餐饮娱乐丰富，2家餐馆、KTV、温咖啡馆', '短评打分': 5}
{'短评内容': '非常干净…如果有电脑那就更好了…', '短评打分': 5}
{'短评内容': '宾馆地理位置方便周边地铁站，环境很好，但是房间差别比较大，贵宾楼和普通楼差别比较大', '短评打分': 5}
{'短评内容': '去了南京不知道这酒店 还是说“江苏省会议中心”这样出租才不会搞混，酒店不推荐住贵宾楼，还是主楼会比较舒适，酒店贵宾楼有点老旧，性价比不算高', '短评打分': 5}
{'短评内容': '设施比较新，很干净卫生，交通出行也很方便，值得以后再住。', '短评打分': 5}
{'短评内容': '酒店不错，服务态度蛮好的，下次还会住那里', '短评打分': 3}
{'短评内容': '卫生很好，房间设施也还不错，就是早餐最好再丰富一些', '短评打分': 3}
{'短评内容': '其他都好，就是早餐品种少，不过卫生很干净，这个倒是必须的', '短评打分': 5}
{'短评内容': '感谢酒店的热情服务！', '短评打分': 5}
{'短评内容': '住的普标，对豪华房型没有发言权\r\n但是普标的床太硬了，还不如一个2星的，甚至不如七天\r\n会场的厕所。。。还不如北京的街边厕所设施好\r\n整体感觉，还是比较老了\r\n最后，大家一致认为，这是民国时期的四星级酒店', '短评打分': 1}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '位置不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '性价比不错，很古老的酒店，位置也很好。不过赶上各种会议的话，就会人多，显得杂乱。早餐不太好，种类和品质都很一般。房间倒是还不错，地毯不是很干净，浴室也显得比较陈旧。行政楼层似乎新装修，但是在走廊给人感觉像是快捷酒店。高楼层的景观还是很好的，而且比较安静。交通也还算方便。下了高速，进了中山门很快就到了。门童以及前台的服务很一般，不是很热情，但也还过得去。', '短评打分': 5}
{'短评内容': '就是停车不方便', '短评打分': 5}
{'短评内容': '还是不错的一家宾馆', '短评打分': 5}
{'短评内容': '性价比不错，环境很好', '短评打分': 5}
{'短评内容': '物有所值', '短评打分': 3}
{'短评内容': '软硬件都很好。省会议中心，开会公务当然是选这里，设施都不错，该有的都有。如果是外地游客到南京游玩，也是值得推荐的一个好落脚点，因为离中山陵景区很近，打车也算方便。只是酒店对住店的客人也要收取停车费，虽然是付一次可多次进出，但是感觉还是不大好。因为酒店里貌似也不是停车位紧张，希望可以改进。性价比还是蛮高的。', '短评打分': 5}
{'短评内容': '第二次入住了很不错，只是由于房间第二天被全包了，结果要我们9点多就要退房，有点不方便', '短评打分': 5}
{'短评内容': '物有所值', '短评打分': 5}
{'短评内容': '环境的确是不错，据说是个准5星，400多的标间还是可以接受的', '短评打分': 3}
{'短评内容': '位置不错，也很安静，短期到南京度假可以选择', '短评打分': 5}
{'短评内容': '一般，设施陈旧，价格有些贵，性价比不好', '短评打分': 3}
{'短评内容': '不好，太贵，性价比不高', '短评打分': 1}
{'短评内容': '比较安静、干净，卫生间有点小。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '感觉很好，符合四星级酒店的标准，会推荐给朋友们。', '短评打分': 5}
{'短评内容': '环境还可以，服务也不错，酒店的位置也比较方便，总的来说我比较满意', '短评打分': 3}
{'短评内容': '酒店的环境硬件设施都很不错,位置出行交通方便,环境硬件设施也很不错,价格较贵.\r\n\r\n', '短评打分': 5}
{'短评内容': '酒店的整体还是挺舒适，服务也不错，价格稍微有点高', '短评打分': 5}
{'短评内容': '环境不错,位置也很方便,物有所值', '短评打分': 5}
{'短评内容': '酒店的环境硬件设施都很不错,位置出行交通方便,环境硬件设施也很不错,价格合理.', '短评打分': 5}
{'短评内容': '液晶电视和卫生间是亮点。', '短评打分': 5}
{'短评内容': '贵宾楼绝对OK!主楼差一些,也没有冰箱.', '短评打分': 3}
{'短评内容': '我是五一之前去的南京，住在钟山宾馆贵宾楼。主楼如何我不知道，但贵宾楼的单间还是不错，装修很新，设施也挺高档的。当时还有早餐送，服务态度很好，我非常满意。就是机票难定，我还是在其他酒店定到的。下次去，我想我还是会选钟山的，交通很方便。', '短评打分': 3}
{'短评内容': '开国际人才交流会的时候，被安排住在这里的贵宾楼，感觉很不错！全部的标准五星级，没说的！&lt;br /&gt;\n但是主楼的房子就差很多了！', '短评打分': 5}
{'短评内容': '还没人评价，我做第一个吧。五一父母来南京，老人家以前一直住古南都离我家比较近，但来的突然没预定，找来找去最后住了钟山宾馆。但实在让人失望，先说房间，象招待所大小，价格最便宜的318，去的时候小姐给我的单子上写的298，我说是用Elong订的，她马上改成了318。旁边几个人都是298住的！今天问的一个朋友，平时去只要随便说个公司名的长包，就给298的价！算是上当了。服务也一般，晚上走廊里吵吵闹闹。窗', '短评打分': 3}
