{'descr': '经济', 'star': 5}
{'descr': '有点脏，居然还有血滴，弄得我一晚没脱衣服睡觉，水也不热，屋子里略冷，设施求改善，服务态度不错，对付一晚还是行的', 'star': 3}
{'descr': '还可以,预定的时候说有早餐,但最后说没早餐,给携程联系之后,携程的责任,因为大年初三没有早餐,酒店已经告知携程了,但携程不知道,最后携程赔付了我4000积分～', 'star': 5}
{'descr': '还行吧，实惠，包早餐，只是早餐种类太简单', 'star': 5}
{'descr': '价格便宜，不过早餐没机会尝', 'star': 4}
{'descr': '环境不错，交通也方便，一个性价比高的酒店', 'star': 4}
{'descr': '总体感觉还行，就是挨着快速路，晚上车很多，有点吵', 'star': 4}
{'descr': '一家三口睡的还可以，洗澡也不错', 'star': 5}
{'descr': '这家酒店服务很好，地段也好，打的非常的方便，交通便利。环境也好！值得推荐', 'star': 5}
{'descr': '靠街边的房间太吵了，，，，，，，，，，，，，，，，', 'star': 5}
{'descr': '还可以吧。主要是价钱便宜', 'star': 3}
{'descr': ' 很好', 'star': 3}
{'descr': '晚上睡觉的时候 空调漏水  郁闷  而且还没有电话 电视的图像不够清晰 插座什么的需要自己插上去', 'star': 1}
{'descr': '房间有味道，卫生情况不好，不多说了！屋内没有卫生纸床头放一包收费的，无奈只能用了，电话是坏的联系不到前台，真是服了！', 'star': 3}
{'descr': '价格虽不贵，但服务跟不上。网上的价格比会员价高20元。床上的席梦思不舒服，陈旧！卫生较差，感觉床单没晒干，又像没换过似的。房间很小，浴室的排气扇是摆设，一次性拖鞋太滑，进浴室格外要小心。', 'star': 1}
{'descr': '我是为早上去飞机场不堵车住在这里的，很方便，价格也便宜，只住了一夜，挺干净的。', 'star': 5}
{'descr': '各方面都不错，就是有些要付费的东西都放房间了，就连包纸巾也不例外，既然是付费的你就告诉旅客到前台买。别放房里了。', 'star': 5}
{'descr': '美舍美家干净整洁服务态度好很满意', 'star': 3}
{'descr': '环境还可以，价格合适，也很好找！！！！！！', 'star': 5}
{'descr': '这个酒店价格还算是便宜，但是酒店挨着马路太吵拉！再有就是房间的面积比较小，早饭的种类也较少。\n从网上订的价格竟然比酒店的会员价高！！！！', 'star': 1}
{'descr': '入住了还可以', 'star': 3}
{'descr': '因为周围的酒店都被预定完了，所以只有住在这里，不太舒服。', 'star': 1}
{'descr': '单价是便宜，但是酒店的硬件不太行。早餐还是从外卖现买的。', 'star': 1}
{'descr': '意见：早餐太差。', 'star': 3}
{'descr': '價位適中，交通便利，服務態度良好!不過所附送的的早餐太過於簡單，其餘都還能接受！', 'star': 5}
{'descr': '美舍美家早餐太差，就几根油条一点咸菜 房间也比较小，整体感觉性价比不高', 'star': 3}
{'descr': '环境不错，睡的夜还舒服。。。。。。。。。。。。', 'star': 5}
{'descr': ' 酒店的感觉就象家一样，就是有些小，这样就容易将室内的 空气不是特别清新了！\n总体感觉还是不错的 。另外服务非常好，基本上服务员都会尽可能满足客人的 需求。', 'star': 5}
{'descr': '整体感觉很舒适，房间虽然小但是布局很合理温馨，前台服务很热情，唯一感觉不太满意的就是酒店隔音效果不太好。', 'star': 5}
{'descr': '不错的一家店。闹中取静，里面的早餐很棒。环境也可以。卫生也不错。', 'star': 5}
{'descr': '不错的一家店。闹中取静，里面的早餐很棒。环境也可以。卫生也不错。', 'star': 5}
{'descr': ' 酒店不错,有暖气', 'star': 3}
{'descr': ' 酒店不错,有暖气', 'star': 3}
{'descr': '感觉不错，除了送的早餐很差劲。。。周围交通还算便利', 'star': 5}
{'descr': '感觉不错，除了送的早餐很差劲。。。周围交通还算便利', 'star': 5}
{'descr': '条件是不错，交通也比较便利。但前台的服务小姐的服务尚有待提高。等着办入住手续就等了20多分钟！希望以后改进！', 'star': 5}
{'descr': '条件是不错，交通也比较便利。但前台的服务小姐的服务尚有待提高。等着办入住手续就等了20多分钟！希望以后改进！', 'star': 5}
{'descr': '一个占脚的地方，驿站最为贴切～早餐估计是最有特点的啦', 'star': 1}
{'descr': '一个占脚的地方，驿站最为贴切～早餐估计是最有特点的啦', 'star': 1}
{'descr': '没有在网上照片看的好，卫生不怎么干净，房间太小。提供的早饭不好，只有大饼，如果你去晚了也就什么都没的吃了。当时办完如住手续到房间就有些后悔了好在就住一天有就将就了。', 'star': 1}
{'descr': '没有在网上照片看的好，卫生不怎么干净，房间太小。提供的早饭不好，只有大饼，如果你去晚了也就什么都没的吃了。当时办完如住手续到房间就有些后悔了好在就住一天有就将就了。', 'star': 1}
{'descr': '卫生情况一般，位置可以，服务一般，性价比还可以。', 'star': 5}
{'descr': '卫生情况一般，位置可以，服务一般，性价比还可以。', 'star': 5}
{'descr': '房间装修的不错，挺别致的，感觉挺舒适。', 'star': 5}
{'descr': '房间装修的不错，挺别致的，感觉挺舒适。', 'star': 5}
{'descr': '房间蛮大，蛮干净的，价格也蛮实惠的。', 'star': 5}
{'descr': '房间蛮大，蛮干净的，价格也蛮实惠的。', 'star': 5}
{'descr': '一般', 'star': 1}
{'descr': '一般', 'star': 1}
{'descr': '还可以,床太软', 'star': 5}
{'descr': '还可以,床太软', 'star': 5}
{'descr': '酒店性价比还可以，服务什么的一般，在那个地段这个价位算是比较便宜了。唯一的就是太难找了，我开车绕着立交桥周围前后5公里，还开了两圈，二十分钟愣是没找着', 'star': 5}
{'descr': '酒店性价比还可以，服务什么的一般，在那个地段这个价位算是比较便宜了。唯一的就是太难找了，我开车绕着立交桥周围前后5公里，还开了两圈，二十分钟愣是没找着', 'star': 5}
