{'短评内容': '很好', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '这个酒店地理位置很好，离地铁很近，步行5分钟。前台的人员很热情，态度很好。房间大，干净，床也很舒服。', '短评打分': 5}
{'短评内容': '地铁就在旁边，地理位置很好。去个景点都靠地铁。周边没有商业，仅适合住宿和出行。自助早餐品种还可以。楼上浙江菜做的不错，我们南方人能接受。', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '入住方便，出行方便，价格很高', '短评打分': 5}
{'短评内容': '不错', '短评打分': 4}
{'短评内容': '没有其他城市开元好 ，在北京来讲房间蛮大，价格偏高。还不含早， 贵。连住两天，第二天卫生间地板没拖，淋喷头是坏的，128的早餐很一般。地段方便，地铁站很近。', '短评打分': 4}
{'短评内容': '离火车南站比较近，地铁2站路，服务一般，旅游的话不推荐。如果商务出行，在附近办事还是可以的。住的是豪华房，洗手间比较大。', '短评打分': 4}
{'短评内容': '地铁站出口就到，出行方便。', '短评打分': 5}
{'短评内容': '服务周到，宾至如归的感觉，洗漱间明亮宽敞。', '短评打分': 5}
{'短评内容': '酒店设施不错，性价比高', '短评打分': 5}
{'短评内容': '很不错的酒店，环境好', '短评打分': 5}
{'短评内容': '很好的酒店', '短评打分': 5}
{'短评内容': '酒店硬件充其量也就是准四星，服务一般化，五星的大堂三星的服务三星的硬件五星的价格，以后不会入住。', '短评打分': 3}
{'短评内容': '整体感觉不错，位置就在菜市口地铁站旁边，不行不过5分钟。周边挨着西单，沃尔玛超市，SOGO，出行购物逛街寻找美食都是非常的便利。我住19楼，落地窗可以看到菜市口大街的车水马龙。房间装修的很温馨，特别是大床非常的舒适，住了2晚感觉这个大床相当的满意。 不足之处是手机信号很差 很糟糕！早餐在一楼的自助餐厅，菜品还算丰富，服务也很是热情，但是我个人感觉口感上有不足，多种欠佳。另外，热咖啡冲的太清淡了。', '短评打分': 5}
{'短评内容': '酒店设备较新，很舒服。', '短评打分': 3}
{'短评内容': '房间虽小但是装修很好，很华丽~床也特别舒服~离地铁站很近~', '短评打分': 5}
{'短评内容': '酒店设施，服务都不错。原本定的高级大床间，到店无房，免费升了三个级别的房型。非常满意！', '短评打分': 5}
{'短评内容': '酒店环境很好，很舒适，洗漱用品很人性化、环保。\n有机会还会来。', '短评打分': 5}
{'短评内容': '酒店的位置很好，装修不错，性价比高', '短评打分': 3}
{'短评内容': '一流的酒店设施，一流的服务态度，早餐也非常不错，可以说是北京城南最让我满意的酒店了！', '短评打分': 5}
{'短评内容': '很好 很新 很干净 真好 不错 有机会会再来住的', '短评打分': 5}
{'短评内容': '很不错的酒店，设计很用心思，可能因处城南，人气不行。', '短评打分': 5}
{'短评内容': ' 北京南城条件较好的酒店', '短评打分': 3}
{'短评内容': ' 开元位置及佳，房间够大，早餐丰盛，特别满意。', '短评打分': 3}
{'短评内容': '不错的酒店！！！！五星的享受、四星的价格！！离地铁站也很近！！不足之处是周围的商店少！！！', '短评打分': 5}
{'短评内容': '房间设计的简洁大方，住着挺舒服，服务上也挺周到的。', '短评打分': 5}
{'短评内容': '酒店还比较好找，周边交通挺便利的，内部环境挺干净，提供的早餐挺丰盛的。', '短评打分': 5}
{'短评内容': '房间设施挺齐全，使用很方便，这的娱乐设施也挺多的，感觉挺不错。', '短评打分': 3}
{'短评内容': '软件硬件方面都挺好，可以达到五星级的标准了。', '短评打分': 5}
{'短评内容': '酒店本身环境还可以，挺干净的，位置还可以，就是周围经常会堵车，价格有点高', '短评打分': 5}
{'短评内容': '酒店很新，服務人員還可以，因為客人少有時看起來挺沒勁!但硬體不錯，泳池水溫很好，床特別棒!睡得很舒服!浴缸淋浴都不錯，唯一馬桶採購的不好，水流弱，按鈕設計不良，客人不容易按扳。 早餐很好!感覺上這家酒店因為剛開張，在試營運所以常有促銷價!很好!唯一是地點在宣武區，週邊看起來很落後，沒什麼像樣餐廳，路上行走都是農民工，不過還是在二環內，所以出差還是可以考慮。', '短评打分': 5}
{'短评内容': '酒店房间里灯开关是触摸式的，所以有时会失灵，不过其他方面都还是挺不错的，价格也蛮便宜的。', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '酒店还不错,挺干净的,周围交通也很便利,价格也能接受', '短评打分': 5}
