{'短评内容': '很好', '短评打分': 5}
{'短评内容': '非常好！卫生很干净！服务人员态度十分好！', '短评打分': 5}
{'短评内容': '酒店地理位置比较好，，设施设备比较旧，环境有点杂乱，其它还好', '短评打分': 4}
{'短评内容': '好好好好好好好好好好好好好好好好好好好好好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '京东定的价格比XC低很多，比维也纳的会员价都低。搞不懂了', '短评打分': 5}
{'短评内容': '。', '短评打分': 5}
{'短评内容': '？', '短评打分': 5}
{'短评内容': '1', '短评打分': 5}
{'短评内容': '，', '短评打分': 5}
{'短评内容': '第一次在京东订酒店，还不错', '短评打分': 5}
{'短评内容': '还行吧', '短评打分': 5}
{'短评内容': '京东的价格比酒店内部办会员卡还要便宜', '短评打分': 5}
{'短评内容': '价格超级便宜，房间不错的', '短评打分': 5}
{'短评内容': '住了4天，环静不错，居住舒服，下次有机会还会在住', '短评打分': 5}
{'短评内容': '送货及时，不错的购物体验，送货小哥的服务态度也非常好还会在', '短评打分': 5}
{'短评内容': '性价比高，环境还可以，服务到位。', '短评打分': 5}
{'短评内容': '房间里的设施还不错', '短评打分': 5}
{'短评内容': '总体还行，房间小了点，卫生好', '短评打分': 5}
{'短评内容': '酒店条件还不错，维也纳酒店在全国有很多连锁，预订非常方便，从广佛高速下来很近就能达到，交通比较便利。', '短评打分': 5}
{'短评内容': '一如既然的亲切感！性价比高！推荐！', '短评打分': 5}
{'短评内容': '性价比高，每次一来就住四五天，还不错，下次还来', '短评打分': 5}
{'短评内容': '酒店地理位置优越，在大沥高速出口不远，出行方便。周边有大润发超市和步行街，适合逛街购物。酒店大堂大气高档，房间交大，酒店设施比较完善，酒店服务员素质很好。非常满意。', '短评打分': 5}
{'短评内容': '环境好，服务态度好，本来标准间后来给换了个豪华间，太给力了，谢谢，房间大，下次还会在来的', '短评打分': 5}
{'短评内容': '居住的楼层非主楼，设施稍差，但卫生尚可。', '短评打分': 5}
{'短评内容': '真心不错，才168，房价又大又干净。门市价290 ，贵130，还是网上订购吧', '短评打分': 5}
{'短评内容': '高大上的一家酒店，房间无线网络特别好，床很宽，一家三囗都睡都可以，前台服务很好，值得推荐', '短评打分': 5}
{'短评内容': '环境超好，硬件配置也很好，相当于同等城市4星的配置啦，超赞超值，如果在网上预订能加上早餐就完美无缺乐！', '短评打分': 5}
{'短评内容': '房間不算大，在附樓裡，沒張椅子，就個圓凳，洗澡水壓蠻大的，附近有些小吃店，沒啥商場，位置比較偏些，總體而言還行', '短评打分': 5}
{'短评内容': '硬件挺好，性价比还行，不过服务一般，服务员耐心不够，离闹区有点远\n', '短评打分': 1}
