{'短评内容': '非常好非常好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '没有暖气，空调声音特别大，没有冷水。', '短评打分': 4}
{'短评内容': '酒店的性价比很高', '短评打分': 5}
{'短评内容': '非常好', '短评打分': 5}
{'短评内容': '地方很不错，也很放心吧，挺感觉的，挺满意。', '短评打分': 5}
{'短评内容': '好', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店很不错！很不错！', '短评打分': 5}
{'短评内容': '酒店很不错！很不错！', '短评打分': 5}
{'短评内容': '酒店很不错！很不错！', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '大半夜的被吓死啊，我都住进来了房间又转租给别人。', '短评打分': 2}
{'短评内容': '还不错，性价比算很好的。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 2}
{'短评内容': '挺好哒', '短评打分': 5}
{'短评内容': '酒店服务可以    88值这个价钱', '短评打分': 5}
{'短评内容': '新装修的比老房间还贵20也没看好哪，隔音太差了！！！', '短评打分': 3}
{'短评内容': '年久失修，进入房间，一股臭味，找服务员，原来是马桶，换风扇早都坏了，找前台换了房间，给了一个把头的的房间，虽然无异味，但是墙壁裂了一个大口子。', '短评打分': 1}
{'短评内容': '＋信价比比较高 交通便利', '短评打分': 3}
{'短评内容': ' 环境很差，房间很小，有种故意困难的感觉，', '短评打分': 3}
{'短评内容': '性价比非常好，位置也好，风格接近如家，价格比如家低', '短评打分': 5}
{'短评内容': '比想象中好很多  主要是价格便宜   在站前这么便宜的房子很少     但是交通很是方便   去哪都有公交车     环境很一般   房间打扫的不干净  设备比较陈旧   总体说来这个价位还可以   如果对于居住要求不是很高的人   可以满足', '短评打分': 5}
{'短评内容': '先说优点： 1. 房间大，比较方正。\n           2. 有早餐\n           3. 宽带上网速度比较快。\n缺点： 1. 大堂吧台服务一般，电梯硬件差，竟然没有楼层LED的显示。\n       2. 装修较旧，明显的仿如家的装修，但是装修却很差。\n       3. 热水很烫，根本没法调，洗澡很恼火。\n       4. 毛巾和浴巾又硬又黑，上面竟然有黑色的灰尘！ 我住了两天，两天', '短评打分': 5}
{'短评内容': '条件一般，离车站近，交通方便，望以后改进。', '短评打分': 1}
{'短评内容': '一家三星宾馆 冬天竟然没有暖气 全靠空调 要是空调常开也可以 就晚上开一个小时中央空调 其他时间是分机 坑爹呀 要是夏天去还可以 最起码不冷 不过早餐很好', '短评打分': 1}
{'短评内容': '火车站旁边，价位稍高，房间大但稍旧，中性推荐！', '短评打分': 5}
{'短评内容': '很一般。。。。。。。。暖气不够暖。水不够热', '短评打分': 1}
{'短评内容': '房间风格及配置仿如家的，但比如家略次，可价格有优势。\n二楼的评价海鲜不错，很便宜很美味。\n缺点：前台MM口音很重，有点听不清楚。', '短评打分': 5}
{'短评内容': '房間大,位置好,設施一般,網路很慢,早餐可以。', '短评打分': 5}
{'短评内容': ' 交通便捷，房间干净利落。早餐差强人意。', '短评打分': 3}
{'短评内容': '离火车站比较近，价格比较实惠，如果去千山的话比较方便，对面就是8路车始发站。票价2元，40分钟到达。不足之处是酒店设备有点旧。', '短评打分': 5}
{'短评内容': '有点脏。卫生间差，bushif很满意，价格还贵，宽带不好使', '短评打分': 1}
{'短评内容': '酒店服务态度很好，环境也很好。', '短评打分': 3}
{'短评内容': '早餐有蟑螂、苍蝇，卫生间的浴缸边上是黑的，房间墙上也长毛了。服务态度一点都不好，定的房间是8点入住，我们6点前就到了，没有留房间，还说是我们的错。很差的一家宾馆。', '短评打分': 1}
{'短评内容': '前台服务员很耐心，服务质量也不错。先是订的大床房，感觉无窗有点闷，服务员马上给调的对面的有窗的房！感谢！', '短评打分': 5}
{'短评内容': '环境不错，首先房间很大很干净，设施也还很新；再其次就是地点好，出火车站左瞅就能看见，后面有百盛和新玛特等购物，火车站那有乐购；十一去千山和本溪住了2天，感觉很是满意；去千山的朋友要去乐购对面那个KFC门前坐去 玉佛苑的快客，40分钟到，本溪的去边上的客运站，早6点50有车发本溪', '短评打分': 5}
{'短评内容': '服务好，房间干净，可无线上网。附近繁华，交通方便。', '短评打分': 5}
{'短评内容': '还成', '短评打分': 3}
{'短评内容': '地理位置优越，交通便利，卫生一般，服务态度还行', '短评打分': 5}
{'短评内容': '地理位置（火车站斜对面）、房间都挺好的，房间面积大，新装修 \n', '短评打分': 5}
{'短评内容': '地理位置（火车站斜对面）、房间都挺好的，房间面积大，新装修', '短评打分': 5}
