{'短评内容': '很好', '短评打分': 5}
{'短评内容': '干净卫生，安静', '短评打分': 3}
{'短评内容': '房间不是很大 但是环境还是不错的', '短评打分': 5}
{'短评内容': '不错，离古城就两个站，不用开车过去。', '短评打分': 5}
{'短评内容': '这个价位挺好的，其他都没什么问题，就是网络不给力而已。', '短评打分': 5}
{'短评内容': '适合出差旅行！交通便利！环境卫生很好！很棒！值得入住', '短评打分': 5}
{'短评内容': '不错的房间，价格还不错，环境也比较好！', '短评打分': 5}
{'短评内容': '非常安静，能够看见洱海，值得推荐！', '短评打分': 5}
{'短评内容': '酒店很好，', '短评打分': 5}
{'短评内容': '服务不错，位置在车站附近，酒店设施有点老', '短评打分': 4}
{'短评内容': '特色房真是物超所值，房间卫生很好，前台热情周到业务专业，必须全5。', '短评打分': 5}
{'短评内容': '跟同事出差，还可以，比古城里面的交通方便。房间也算干净，基本上可以达到准四星标准，早餐算是简单一点，但是可以吃饱。', '短评打分': 5}
{'短评内容': '前台工作效率很高，还很贴心地问要标间还是单间，各方面都很满意，必须全5', '短评打分': 5}
{'短评内容': '帮朋友订的，环境一般，就是一三星酒店的风格', '短评打分': 3}
{'短评内容': '房间蛮好得，，，，，，，，', '短评打分': 3}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '酒店安静舒服，停车方便，', '短评打分': 3}
{'短评内容': '酒店不错，停车方便，房间很好', '短评打分': 3}
{'短评内容': '总体一般，性价比还算可以，交通不是很方便', '短评打分': 5}
{'短评内容': '客房内的味道有些重，感觉有些刺鼻，晚上不太好，可能过段时间就好一些了.', '短评打分': 5}
{'短评内容': '位置好，距离丽江古城比较近，出行方便，而且周边交通也很便利.', '短评打分': 5}
{'短评内容': '服务人员态度很好，很虔诚，而且对我们也特别照顾，印象不错.', '短评打分': 5}
{'短评内容': '客房的卫生做得很好，干净整洁，而且位置也好出行方便.', '短评打分': 5}
{'短评内容': '服务人员热情周到，对我们也挺照顾的，而且性价比高.', '短评打分': 5}
{'短评内容': '酒店不在故城内，但打车只需5分钟，步行也就20分钟左右，不算远！是一家新建酒店，设施配套全，房间内卫生、舒适，服务员热情，早餐丰盛，房间内每天都有牛奶、小点心及零食供应，管理到位！', '短评打分': 5}
{'短评内容': '服务挺到位的，我们当时有事情需要服务员帮忙，她们态度都很好，不会不耐烦。', '短评打分': 5}
{'短评内容': '酒店的设施配置比较新，环境还可以，就是位置有些偏。', '短评打分': 5}
{'短评内容': '环境不错，设施配置也比较新，位置不是太方便，其它都还好。', '短评打分': 5}
{'短评内容': '整体来讲算是比较及格的一家酒店，管理方面还需要加强。', '短评打分': 5}
