{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '卫生还可以，服务态度也很好，就是浴室洗澡的时候水会溢出来， 其他都好', '短评打分': 5}
{'短评内容': '房间太小', '短评打分': 3}
{'短评内容': '酒店很不错淋浴的热水是我住过酒店最快的 带小孩洗澡简直太棒了 不担心小孩洗澡水不热而感冒了  床也很宽敞  空调效果也不错  前台的服务员还耐心的告诉我哪里有好吃的好玩的  总得来说很不错  不愧是连锁酒店 住起来很安心', '短评打分': 5}
{'短评内容': '服务很好，交通方便，距离汽车西站10分钟左右即可到达，火车站5分钟左右，房间很干净很大，住的很舒服不吵，很安全', '短评打分': 5}
{'短评内容': '酒店位置很好，出行方便，房间宽敞又安静，价格好便宜，酒店位置离火车站和汽车西站都相当近，服务很好，网络超快，热水洗澡好舒服，又热又快，封包浴巾放心使用，值得推荐', '短评打分': 5}
{'短评内容': '还不错，下次有机会再入住', '短评打分': 5}
{'短评内容': '住过无数次了，出行方便。', '短评打分': 5}
{'短评内容': '住过太多次了，这家酒店出行方便，卫生好。', '短评打分': 5}
{'短评内容': '房子隔音太差了！！！', '短评打分': 3}
{'短评内容': '行，行行很满意', '短评打分': 5}
{'短评内容': '&ang;( ᐛ 」&ang;)_超级大，有窗的那种', '短评打分': 5}
{'短评内容': '很不错，很舒适，价格比其他平台优惠', '短评打分': 5}
{'短评内容': '服务很好，房间干净舒适，网络上网很快，封包浴巾很干净，附近很繁华，房间很安静，值得推荐', '短评打分': 5}
{'短评内容': '服务很好，房间干净舒适，网络上网很快，封包浴巾很干净，附近很繁华，房间很安静，值得推荐', '短评打分': 5}
{'短评内容': '一般', '短评打分': 4}
{'短评内容': '前台服务好，客房卫生干净，网络很快，床很大，睡的很舒服，入住感受非常好，下次继续会在这里住的。', '短评打分': 5}
{'短评内容': '前台服务热情耐心，房间干净卫生，热水不到十秒就有，很迅速，浴巾封包起来，很干净，网络非常流畅，感觉非常不错，下次继续住这里。', '短评打分': 5}
{'短评内容': '前台服务员表情冷淡，房间卫生还可以，洗发水没有只有沐浴露，嫌麻烦所以没叫前台，洗澡的花洒不知道是装的太高还是水力太猛，一打开喷我一脸。房间里有烧开水的水壶还是挺好用', '短评打分': 4}
{'短评内容': '信号不好，在一楼，在火车站旁边', '短评打分': 3}
{'短评内容': '总体来说还不错了，不是很干净了', '短评打分': 4}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '一般', '短评打分': 4}
