{'短评内容': '。', '短评打分': 5}
{'短评内容': '除了位置好点，其它很吐槽，态度不好，住那么多，第一次觉得差的！暖气又热得一个晚上睡不着～前台寄存行李还要钱！', '短评打分': 3}
{'短评内容': '还行  挺好的', '短评打分': 5}
{'短评内容': '环境很不错', '短评打分': 5}
{'短评内容': '环境很不错', '短评打分': 5}
{'短评内容': '环境很不错', '短评打分': 5}
{'短评内容': '位置不错，干净整洁，带孩子出行，家庭房很好', '短评打分': 5}
{'短评内容': '不错不错不错', '短评打分': 5}
{'短评内容': '设备陈旧，关键是服务态度差的不得了，服务员随时可以开门进来，建议不住……', '短评打分': 2}
{'短评内容': '没有男用拖鞋', '短评打分': 4}
{'短评内容': '位置便利，客房设施不错，便捷', '短评打分': 5}
{'短评内容': '说实话我很喜欢这间酒店的风格 很别致 一楼的小咖啡厅啊 房间里的样式 欧式窗户的小凉篷 工作人员也很敬业 很满意 最重要一点在这个寒冷的季节 比别的酒店温暖', '短评打分': 5}
{'短评内容': '环境不错，挺干净的，就在中央大街附近，方便', '短评打分': 5}
{'短评内容': '喜欢装修风格、有点特色', '短评打分': 5}
{'短评内容': '房间干净舒适，设备齐全，服务人员很好', '短评打分': 5}
{'短评内容': '非常喜欢！前台服务也非常好！给个赞！！！！', '短评打分': 3}
{'短评内容': '灯太暗。凉水洗的澡…其他还好', '短评打分': 4}
{'短评内容': '服务极其差！建议别去住', '短评打分': 2}
{'短评内容': '离中央大街很近，酒店的主题是怀旧，还可以。', '短评打分': 3}
