{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '还行，房间不太大，设施齐全，卫生也可以', '短评打分': 5}
{'短评内容': '卫生良好！设施完备！有点老旧！', '短评打分': 4}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '酒店还不错', '短评打分': 5}
{'短评内容': '不错', '短评打分': 5}
{'短评内容': '..舒适', '短评打分': 5}
{'短评内容': '挺好的', '短评打分': 5}
{'短评内容': '6666666666', '短评打分': 5}
{'短评内容': '不错的入住体验', '短评打分': 5}
{'短评内容': '不错的选择', '短评打分': 5}
{'短评内容': '还可以！', '短评打分': 4}
{'短评内容': '好…………', '短评打分': 5}
{'短评内容': '609外面是高架桥，有点吵的哈', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 4}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '位置很好交通便于，活动期间价格银超值', '短评打分': 5}
{'短评内容': '房间非常的舒适，很安静，我很喜欢。前台的入住手续办理的很快，而且非常关注细节。', '短评打分': 5}
{'短评内容': '   房间很好    就是前台办理入住手续太慢了   我等了差不多20分钟   别的都很不错   赞一个  下次来贵阳还会入住的  ！！！1', '短评打分': 5}
{'短评内容': '酒店位置挺好,就是电梯比较慢。有自助早餐', '短评打分': 3}
{'短评内容': '酒店位置正是在花果园立交桥下，旁边就是水立方水疗馆。交通还行。就是酒店的电梯很慢。早餐时间短了点。7点到9点。稍微起晚点就吃不到了。', '短评打分': 5}
{'短评内容': '酒店各方面都不错，住的钻石房比较满意，就是停车不是很方便，场地有点小，酒店门口有点乱。', '短评打分': 5}
{'短评内容': '房间很干净，周围交通法方便，买东西吃饭都方便，很好，价格合理，会向朋友推荐', '短评打分': 5}
{'短评内容': '很好。', '短评打分': 3}
{'短评内容': '酒店设施一般，房间内设施很一般，设施有些旧了，酒店早餐还行，酒店服务还可以。', '短评打分': 5}
{'短评内容': '酒店环境还可以，不过肯定不能算四星了，在这待了一周时间，感觉还行吧', '短评打分': 5}
{'短评内容': '酒店整体感觉还可以，就是房间没有椅子，朋友过来不方便，希望以后改善。', '短评打分': 5}
{'短评内容': '整体情况还可以，但房间没有椅子，有其他朋友到房间不太方便，希望以后能够改善～～', '短评打分': 5}
{'短评内容': '酒店硬件设施一般，服务较好，餐厅饭菜还可以。但酒店地理位置稍稍有些偏，早上打车 比较困难，不好打车。', '短评打分': 5}
{'短评内容': '酒店硬件设施一般，服务较好，餐厅的饭菜还可以。但酒店地理位置离市区稍稍有些偏，早上打车比较困难，贵阳堵车太厉害了。', '短评打分': 5}
{'短评内容': 'room ok...service ok....louzy traffic arround...', '短评打分': 5}
{'短评内容': '房间挺大…干净舒服…就是有天空调水泵坏了…', '短评打分': 5}
{'短评内容': '酒店门口交通乱，停车及打车均困难；办入住快但退房慢；给我的房间电脑坏，修1小时才可以用，但只能浏揽网页，又说无房可换；早餐一般。', '短评打分': 1}
{'短评内容': '一般！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！', '短评打分': 5}
{'短评内容': '性价比高，人气比较旺的酒店。就是门口交通不方便，容易堵车', '短评打分': 5}
{'短评内容': '总体不错，性价比较高的酒店，交通不是很方便，门口打车比较难，价格能再低些就更好了，特别是高级和钻石单间。\n楼道及房间隔音效果不是很好，隔壁的水流声很大，有点吵。', '短评打分': 5}
{'短评内容': '入住高级大床房，259的房间，第一映像房间很小，甚至不及某些经济型酒店。床单上居然还有辣椒油渍！！！！！酒店给换了房间，到了第二个房间，房型一样，卫生间摆放一次性洗漱用具的盒子异味非常重，水龙头上水垢很多。唯一满意的是淋浴水温水压确实很棒。', '短评打分': 1}
{'短评内容': '明明已经网上订房了  并说定制成功  手机也收到短信说订房成功   结果在规定时间内去酒店居然说没房  这不忽悠人吗?', '短评打分': 1}
{'短评内容': '性价比较高的酒店，交通不是很方便，门口打车比较难，价格能再低些就更好了，特别是钻石房。\n楼道及房间隔音效果不是很好。', '短评打分': 5}
{'短评内容': '性价比较高的酒店，交通便利，每次到贵阳都是首选这里，但有时候订不到房，价格能再低些就更好了', '短评打分': 5}
{'短评内容': '优点：酒店在市中心，周边商店饭馆小吃店水果店很多，网速很快。缺点：同等性价比的酒店中价格偏高', '短评打分': 5}
{'短评内容': '浙江大酒店4星级酒店，性价比很高。舒适，浴室很不错，交通方便，周边餐饮很多，早餐很丰盛。普通标间双人床很大，1米5.下次去贵州还要住这家酒店。', '短评打分': 5}
{'短评内容': '装修较新，房间整洁、服务热情，就是门口打车难了一点，下次还会入住。', '短评打分': 5}
{'短评内容': '酒店内部环境不错，就是房间稍微小了点，早餐还可以', '短评打分': 5}
{'短评内容': '一如既往的不错', '短评打分': 3}
{'短评内容': '挺好，每次都过来住这里，但是靠高架的外面放假有点吵。', '短评打分': 5}
{'短评内容': '家乡人开的酒店，以后还会去住，就是走在高架上怎么都到不了酒店门口，可能跟贵阳的交通有关系', '短评打分': 5}
{'短评内容': '  靠马路的房间隔音效果很差', '短评打分': 3}
{'短评内容': '位置很好，酒店的标志很醒目，老远就能看到，唯一不足的是酒店就在你面前，可你怎么都无法顺利到达它面前，可能这与贵阳的交通道路有关，床很舒服，但卫生间显得有点不够档次，有自己的停车场，边上还有银行，很方便。', '短评打分': 5}
{'短评内容': '不错的酒店', '短评打分': 3}
{'短评内容': '浙江大酒店的位置对于商务客和旅游者来说都方便，进程和出城非常便捷，去机场也是快进快出。酒店对于浙江客人有特别优惠，因此性价比很高。房间设施也很好，床很舒适。缺点是早餐过于简单，停车场地太小也不方便。', '短评打分': 5}
{'短评内容': '在贵阳房价普遍较贵，259这个价位能订这样的房子还算可以了', '短评打分': 5}
{'短评内容': '条件不错，物超值！', '短评打分': 5}
{'短评内容': '住了好几天，对环境和房间都比较满意，早餐也不错，性价比高，以后还会住浙江大酒店，特别是交通方便，打的容易。', '短评打分': 3}
{'短评内容': '卫生间异味不断传出，空调噪声大，难以入睡。', '短评打分': 1}
{'短评内容': '标准房房间小些。但是床1.5米的，很舒适。早餐不错，交通方便，对坐车打的都很方便。而且大堂给人很豪华的感觉，总之性价比很高，以后还会定这家酒店。', '短评打分': 5}
{'短评内容': '地理位置还可以，打车方便，但是周围环境不行，太嘈杂了', '短评打分': 3}
{'短评内容': '和不错的酒店，单人间房间小了些！', '短评打分': 5}
{'短评内容': '吃晚餐都不能算在房费里的，感觉有点不好，硬件设施还可以，所处地段太吵了', '短评打分': 3}
{'短评内容': '这家酒店不是太好，前台服务很一般，结账速度也慢，餐厅吃饭也不能挂房费', '短评打分': 1}
{'短评内容': '这家店环境还可以，配置硬件都还不错，性价比合理的酒店可以推荐入住！', '短评打分': 5}
{'短评内容': '小', '短评打分': 1}
{'短评内容': '早餐很不错，营养丰富，周边环境差一些。入住办理手续很快，值得推荐！', '短评打分': 5}
{'短评内容': '环境不好,停车场太差了', '短评打分': 1}
{'短评内容': '环境、服务都还不错', '短评打分': 5}
{'短评内容': '好舒服的一家酒店，性价比很好，环境给人是一种名副其实的感觉，服务态度也很好。顶一个', '短评打分': 3}
{'短评内容': '都不错，就是酒店附近交通拥堵，不容易打车。', '短评打分': 5}
{'短评内容': '性价比很高的酒店~环境挺舒适的~~', '短评打分': 5}
{'短评内容': '酒店房间不错，干净，卫生，因酒店在立交桥旁，标明上立交的方向更有利于客人找到酒店', '短评打分': 5}
{'短评内容': 'bad location, nothing in the neighborhood, small bedroom,too hot, resturant closes very early.reasonable price.', '短评打分': 1}
{'短评内容': '酒店还不错，但是我住的房间淋浴间漏水严重，需要铺很多毛巾。', '短评打分': 5}
{'短评内容': '地理位置还好,就是停车位少了点', '短评打分': 3}
{'短评内容': '酒店地理位置挺好的,交通和出行都挺方便的,而且价格也不是很贵,条件也比较理想,所以还是比较满意的.', '短评打分': 3}
{'短评内容': '还可以，性价比比较高', '短评打分': 5}
{'短评内容': '前台服务很差,在预订后既然不承认,不安排房间.', '短评打分': 1}
{'短评内容': '酒店的环境卫生舒适度都很好，配置硬件设施舒适度也很不错，价格合理适中，就是位置稍微有些偏，周围环境不是很好，整体来讲算是比较不错的酒店还是可以考虑入住的类型。', '短评打分': 3}
{'短评内容': '贵阳浙江大酒店不错。', '短评打分': 5}
{'短评内容': '性价比还行。。中规中矩的酒店。', '短评打分': 5}
{'短评内容': '酒店离火车站很近。大堂宽敞明亮，酒店设施比较先进。\r\n我定了一个高级单间，房间不大，但是很紧凑，卫生间很大，很舒服。\r\n唯一的不足是：房间隔音不好，旁边的客人洗澡能听到很大的水声。还有就是，中央空调的室外机就在我住的房间正下方（虽然我是在8楼），半夜声音大得让人睡不着，询问能否更换房间，说没有办法更换。我只能在嗡嗡的吵声中迷迷糊糊地睡了一晚。\r\n早餐不错。', '短评打分': 5}
{'短评内容': '酒店的位置还可以，价格是挺优惠的，不过条件一般了，环境和服务都很一般，不是特别好，但是价格优惠，所以还是可以考虑的。', '短评打分': 3}
{'短评内容': '都挺不错的，就是不太好停车的', '短评打分': 5}
