{'descr': '此用户未填写评价内容', 'star': 5}
{'descr': '不错的。本来准备住这离永定门近跨个年。没想到永定门戒严', 'star': 5}
{'descr': '感觉还行。', 'star': 4}
{'descr': '离北京南站比较近', 'star': 5}
{'descr': '给出差同事预定的，同事说总体感觉还不错，距离南站很近，出行很方便，房间设施稍显旧些，不过也是对得起这个价格的', 'star': 5}
{'descr': '主要是考虑到位置还有价格问题选择的这里。满足基本住宿元要求没有问题。如果你要求太高了，那么就有点难度了', 'star': 5}
{'descr': '酒店还可以吧，房间最好不要订没窗户的，因为太闷了。出行走几米就有公交车站了，早餐还算可以。下次来北京再订吧。', 'star': 3}
{'descr': '酒店房间不大，但布置的很精致整洁，可以看出细节上用心了，床单被褥干净卫生，水壶也是新的，前台登记退房都很快捷，很满意。', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '很干净', 'star': 5}
{'descr': '酒店装修布局感觉拥挤压抑，临街有点吵，最不人性化的是房间都没纸巾', 'star': 3}
{'descr': '不错，离南站很近。酒店服务也还好', 'star': 5}
{'descr': '不错', 'star': 5}
{'descr': '定了两间无窗房，床比较矮，厕所味道有点大，但是总体不错，早餐很好，服务也不错', 'star': 5}
{'descr': '差', 'star': 1}
{'descr': '差', 'star': 5}
{'descr': '差', 'star': 1}
{'descr': '忘记拍照了，总得说不错，干净，舒适，就是空调自己不能调温这个不好，都是26度，有些闷', 'star': 5}
{'descr': '入住环境还可以，总体来说不错，忘记拍照片了，设施设备都还可以，很满意，下次出差或者入住还会选择这家。', 'star': 5}
{'descr': '很好！和想象中的差不多！！！', 'star': 5}
{'descr': '确实不错，很实惠，这个价，满意', 'star': 5}
{'descr': '平均270有这样的条件很不错了。', 'star': 5}
{'descr': '北京最划算的三星级酒店吧，地理位置好，离北京南站很近，外地土狗来北京住店首选，超高性价比，没有之一，环境卫生啥的都挺好的，前台服务小哥也是棒棒哒。。', 'star': 5}
{'descr': '真心好评 服务态度没得说', 'star': 5}
{'descr': '。121312161', 'star': 1}
{'descr': '离南站挺近的，就是房间有点小。', 'star': 4}
{'descr': '这个价格还行吧。。。。。', 'star': 3}
{'descr': '只能说可以！', 'star': 5}
{'descr': '离南站很近', 'star': 4}
{'descr': '离南站好近，1公里左右，走一走就到了，酒店外观有点老，只有地上停车场。入住的时候刚好赶上装修，不过没咋受影响，房间还挺不错，卫生间的设施挺老旧的。。都没高兴洗澡，哎，还算不错吧，出差凑活一下还不错', 'star': 5}
{'descr': '还不错  沿街有的吵', 'star': 5}
{'descr': '凑合', 'star': 4}
{'descr': '为了方便去南站选择这里，其实挺远，不方便。服务员说大床，结果双床，开始不肯给调整。淋雨水非常小。', 'star': 3}
{'descr': '南站步行1.5公里，二环边，环境不错', 'star': 5}
{'descr': '不错，离火车站近，酒店还有餐厅。', 'star': 4}
{'descr': '中规中矩的酒店，还不错。', 'star': 3}
{'descr': '酒店一般，早餐太差，和连锁酒店相当。', 'star': 3}
{'descr': '酒店房间超级小到还算干净，但28元一位的早餐太扯淡了，而且还有部分住客不管其他住客尚未用餐，把一些热菜全盛走最后都不怎么吃不算，还把作为主食的包子几乎都打包带走，就当着一些还未用餐住客的面，餐厅几乎没人管，吃的都没了就放任，只好到2楼的餐厅再付现今单点了肉饼和豆浆，28元全扔水里了，还不如一开始就去2楼。', 'star': 3}
{'descr': '15楼的房间比较旧点，东西还挺全。酒店靠近左安门汽车站，离北京南站较近，交通方便。', 'star': 4}
{'descr': '住509、512的房间面积大，配套齐，家具档次符合3星要求，床软硬适中，很好！', 'star': 5}
{'descr': '不错，价格也合理，离南站很近，交通非常方便。', 'star': 5}
{'descr': '还可以，就是卫生间需要重新装修了，有点旧，房间还挺不错的~', 'star': 5}
{'descr': '在北京南站附近，挂的三星级，房间不大，设施有些陈旧，陶然桥边，整体来说，毕竟价格在这放着，一般的来京办事住一下还是不错的。', 'star': 5}
{'descr': '有5星的感觉，价格300多点，交通非常方便，不错。', 'star': 5}
{'descr': '交通方便，但是感觉达不到酒店标准，房间卫生也不理想。', 'star': 5}
{'descr': '离北京南站很近，交通方便，价格合理。服务态度好，就是网订的大床的没有了。', 'star': 5}
{'descr': '真的不好，陈旧不干净，不会再住了', 'star': 3}
{'descr': ' 好象没有宣传的好，希望能够改善', 'star': 3}
