{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '上海的酒店贵的离谱', '短评打分': 4}
{'短评内容': '进出学校特方便，很喜欢', '短评打分': 5}
{'短评内容': '来看孩子演出，就在东华大学里面，方便', '短评打分': 4}
{'短评内容': '总体不错，孩子在东华读书，来看她的演出 还是蛮方便的', '短评打分': 4}
{'短评内容': '很舒适，被子温暖，毛巾被子都是洁白的，窗户隔音还不错，晚上也睡得很香，服务态度很好，就是价格高了点呀', '短评打分': 4}
{'短评内容': '第二次用京东订旅馆，很方便，价格也优惠，以后习惯了，就经常用京东旅游服务。', '短评打分': 5}
{'短评内容': '总体来说还行，毕竟上海这个价位已经很不错了', '短评打分': 5}
{'短评内容': '第一次用京东预定酒店，价格比较实惠，就是心里还是感觉没有底，如果能像有些网一样信用入住就好了，省的先支付那么多钱。等住了以后再评论一次吧。', '短评打分': 5}
{'短评内容': '房间卫生好，客房服务好，周边交通方便', '短评打分': 4}
{'短评内容': '来东华大学办事，挑了个离学校最近的，果然方便，而且整个环境也很好，听说是东华大学招待所，原以为很破，现在看很好啊', '短评打分': 5}
{'短评内容': '外表新，里面有点老旧', '短评打分': 5}
{'短评内容': '很干净，环境也好', '短评打分': 5}
{'短评内容': '很安静，在大学校园边上', '短评打分': 5}
{'短评内容': '酒店设施一般，周边饭店较少，工作人员很热情！', '短评打分': 5}
{'短评内容': '客人反馈不错', '短评打分': 5}
{'短评内容': '还行，早餐差', '短评打分': 4}
{'短评内容': '环境不错，在学校里面比较安静。卫生不错干净整洁。价格实在！推荐', '短评打分': 5}
{'短评内容': '挺好，挺好………？………………', '短评打分': 4}
{'短评内容': '很方便的一个酒店，卫生也好，不错，下回接着住。', '短评打分': 5}
{'短评内容': '酒店很干净，交通也比较方便，返现的话性价比还是比较高的。', '短评打分': 3}
{'短评内容': '真的很不错，干净，舒适，让人一进门就眼前一亮。', '短评打分': 5}
{'短评内容': ' 比较干净，还可以吧。\n张旭东', '短评打分': 3}
{'短评内容': '价格和网上订的不符，有种被骗了的感觉', '短评打分': 3}
