{'短评内容': '好 ', '短评打分': 5}
{'短评内容': '位置好 性价比超高的 房间很大卫生间也很大 有浴缸 很干净 总体评价五星好评 非常喜欢非常感谢 满意满意', '短评打分': 5}
{'短评内容': '酒店环境好', '短评打分': 5}
{'短评内容': '房间和环境都好', '短评打分': 5}
{'短评内容': '卫生和环境都好！', '短评打分': 5}
{'短评内容': '酒店服务态度好，环境很好，下次还光顾', '短评打分': 5}
{'短评内容': '环境不错', '短评打分': 5}
{'短评内容': '服务非常好，设施也齐全。', '短评打分': 5}
{'短评内容': '可以', '短评打分': 5}
{'短评内容': '还行', '短评打分': 5}
{'短评内容': '每晚送果盘还有巧克力。', '短评打分': 5}
{'短评内容': '环境服务都很好', '短评打分': 5}
{'短评内容': '很不错的酒店', '短评打分': 5}
{'短评内容': '酒店环境卫生进行的非常好！交通非常便利。服务质量好。', '短评打分': 5}
{'短评内容': '性价比还不错', '短评打分': 5}
{'短评内容': '挺好的，服务好，安静，', '短评打分': 5}
{'短评内容': '周边环境一般，酒店设施不错，服务很好，整体很满意！', '短评打分': 4}
{'短评内容': '这是第二次入住该酒店了。整体感觉不错。大床很舒服。\n大厅服务人员很积极热情。\n前台接待服务可以，笑容再多点会更好。\n', '短评打分': 5}
{'短评内容': '服务很到位 性价比高。\n一直住这家酒店，今晚又定这家了已经', '短评打分': 5}
{'短评内容': '第二次入住，服务很不错，中餐和早餐是自助也很不错哦，值得去住', '短评打分': 5}
{'短评内容': '酒店总体不错，尤其是家庭房，有单人床给孩子睡哦，就是桑拿和游泳池都要单收费，不过入住客人是免费可以游泳的，只限两个人啊', '短评打分': 5}
{'短评内容': '免费升级到了电脑房，硬件软件都非常非常好！', '短评打分': 5}
{'短评内容': '头一次订这家酒店，还不错。龙粹的活动有点不划算，差点上当。哈哈', '短评打分': 5}
{'短评内容': '服务还可以。服务还可以。服务还可以。服务还可以。服务还可以。服务还可以。', '短评打分': 5}
{'短评内容': '好，环境幽雅，早餐不错，房间也大，总之，给5分好评', '短评打分': 5}
{'短评内容': '这次服务还可以。这次服务还可以。这次服务还可以。这次服务还可以。这次服务还可以。', '短评打分': 5}
{'短评内容': '已经是第二次入住了，很满意，标准的五星。', '短评打分': 5}
{'短评内容': '已经是第二次入住了，房间很不错，一层的自助餐厅也很丰盛。', '短评打分': 5}
{'短评内容': '不错的酒店，出差时预定的，在当地算不错，还会再来', '短评打分': 5}
{'短评内容': '硬件很好的酒店，住的很舒服，感觉不错，推荐入住。', '短评打分': 5}
{'短评内容': '我真的喜欢上这家酒店了，从酒店服务到硬件设施，到服务员的综合素质，都是超五星的了。看了一下历史预订记录，我已经第十次入住了，一次就订3到4间房，加上这次的消费总金额已经超过10万了吧。中茂海悦应该给我升级个VIP服务，可惜没有。酒店的浴巾换新的了，很高档啊，而且是深圳一家公司的货哦，我提了两次意见终于被采纳，兴奋。', '短评打分': 1}
{'短评内容': '印象还好给好评。印象还好给好评。印象还好给好评。印象还好给好评。印象还好给好评。', '短评打分': 5}
{'短评内容': '这次酒店服务还可以。这次酒店服务还可以。这次酒店服务还可以。这次酒店服务还可以。', '短评打分': 5}
{'短评内容': '非常好的酒店，每次都住，特别推荐一下。设施非常好，很舒适，还有大浴缸，床和国外的是一样的，非常舒服的。', '短评打分': 5}
{'短评内容': '非常好，推荐', '短评打分': 3}
{'短评内容': '很不错，酒店翻新后房间格局舒服大气，早饭相当丰富，下次还会入住', '短评打分': 3}
{'短评内容': '酒店环境好，服务好，自助吃的也很好。', '短评打分': 3}
{'短评内容': '女士房是紫色系的.三月份打热空调，太热了.只能关空调。浴缸是独立的,很想泡一泡,就是没有浴盐。如果浴室里有音响就更好了。', '短评打分': 5}
{'短评内容': '酒店服务及装修都不失为五星级,己经帮朋友订过多次了,感觉很好', '短评打分': 3}
{'短评内容': '酒店还不错，比较新，服务挺好的', '短评打分': 3}
{'短评内容': '酒店续住预订服务员不够仔细，把订单弄成不含早的了。造成早饭没的吃。客户很生气，以后住不住要考虑了。', '短评打分': 1}
{'短评内容': '条件还好，打车不太方便。条件还好，打车不太方便。条件还好，打车不太方便。条件还好，打车不太方便。', '短评打分': 5}
{'短评内容': '，此酒店真不错，竟然有IPONE 充电器！', '短评打分': 3}
{'短评内容': '石家庄中茂海悦酒店很优雅，干净舒适，推荐大家入住。', '短评打分': 5}
{'短评内容': '石家庄住宿最佳选择，讲究品质的话就选这家住啦。\n综合来讲中茂海悦是石家庄同档次酒店中数一数二的。\n石家庄比这里档次再低的地方实在没法住，图片好看，但是华而不实，一大堆问题。\n中茂海悦整体来说很不错，只是有不少细节不够完美。比如豪华房的雨淋式花洒居然是坏的·····等等我就不一一列举了，店方自己检查吧。\n最后建议大家自驾车或使用租车服务，看到有评论说酒店门口打车难。我多次的来石家庄经历是：1、石家庄', '短评打分': 5}
{'短评内容': '总体很不错，但送餐部的服务有待改进，付钱找零就是不上来，想小费想疯了吧', '短评打分': 5}
{'短评内容': '酒店整体感觉不错！服务挺好的，以后还住这里', '短评打分': 5}
{'短评内容': '很不错的酒店，原来是省政府的接待宾馆，附近的神话、威尼斯和皇宫貌似很奢华', '短评打分': 5}
{'短评内容': '还不错，比较喜欢••••••••••••••••', '短评打分': 5}
{'短评内容': '一直来这里住，感觉很好，干净，这个月已经是第三次来了。带老婆孩子住在家庭房，孩子很兴奋，就是家庭房的儿童读物已经损坏了还没有更换？', '短评打分': 5}
{'短评内容': '房间很大，将近40平，条件也不错，卫生间很大，但是唯一一点是没有无烟房。无烟房和女士房在贵宾楼层才有，这点让我有些难以理解，为什么普通房间楼层没有无烟房，没办法只好整夜开窗通风。。。。。', '短评打分': 5}
{'短评内容': '一切都还好，只是大厅服务员给人的感觉有些公务员的样子。', '短评打分': 5}
{'短评内容': '住了五次了，提点建议：1、浴巾显得旧，脏。2、门口不方便召出租车，建议门口设置指示灯和指示牌，出租车看到信号灯亮就开进来，客人可以在大堂门口搭车。不然会跑到马路上等很久。天气冻和下雨的时候很难堪，出租车又很少经过。', '短评打分': 5}
{'短评内容': '好酒店，非常非常值得推荐给亲戚朋友，性价比很高，早餐很好。房间设施也很好，下次来石家庄还住在这里。', '短评打分': 5}
{'短评内容': '来住第四次了，好评。建议更换新的浴巾，显得有点陈旧且质量一般，和五星级不太配套。', '短评打分': 5}
{'短评内容': '每次在石家庄落脚都住在这，位置还算好，周边商场也不少。酒店的服务也不错，早餐很丰富。', '短评打分': 5}
{'短评内容': '每次都住这儿，不错', '短评打分': 3}
{'短评内容': '豪华间挺好挺大 而且带大浴缸 早餐也比较丰富', '短评打分': 3}
{'短评内容': '2012年1月18日入住2612房间一晚，以前多次入住，在石家庄五星酒店中性价比高，房间大设施完备，唯一的缺陷就是打车太困难了，半个小时没有叫到一辆车，酒店又没有几辆固定的车在门口等候，一旦遇到急事就只能抓瞎了！建议改进打车难的困难！', '短评打分': 5}
{'短评内容': '不错！比较满意。安静，舒适。设施还算够档次，服务比较周到。', '短评打分': 5}
{'短评内容': '一如既往，继续支持', '短评打分': 3}
{'短评内容': '环境很好', '短评打分': 3}
{'短评内容': '酒店环境很好，服务周到，不错！', '短评打分': 3}
{'短评内容': '房间的硬件设施很好，服务一流，让人流连忘返。', '短评打分': 5}
{'短评内容': '交通便利 早餐很好！很不错的选择！！！！！~', '短评打分': 5}
{'短评内容': '酒店很干净，床睡着很舒服，早餐很丰富！五星级价格也不高！', '短评打分': 3}
{'短评内容': '石家庄最好的酒店，交通不是太方便，但是安静，环境和服务很好！', '短评打分': 5}
{'短评内容': '条件极好,', '短评打分': 3}
{'短评内容': '一如既往的好，交通方便环境也好，下次还住这里。', '短评打分': 5}
{'短评内容': '酒店环境非常不错，一层自助餐种类很多，交通便利！值得推荐！', '短评打分': 5}
{'短评内容': '来石家庄住了几次了，以后还会选择住这家酒店。没有其他说的了，够20个字了吧', '短评打分': 5}
{'短评内容': '很不错的酒店，房间内装修和设施都很好，性价比很高。以后去石家庄应该还会去住。', '短评打分': 5}
{'短评内容': '硬件设施很不错，服务也很好，价格也不贵，总的来说在石家庄算是性价比最好的酒店了。', '短评打分': 5}
{'短评内容': '跟同事一起出差到这边，还行～～～是同事选的酒店。', '短评打分': 5}
{'短评内容': '以后出差到这边还会选择，挺好的。。。。。。', '短评打分': 5}
{'短评内容': '性价比很高，但是细节不好 比如门口不好打车，房间有的插座不能用', '短评打分': 5}
{'短评内容': '设施先进，环境安静，服务不错，在附近吃得地方较少，其他配套齐全', '短评打分': 5}
{'短评内容': '该酒店的大堂及房间硬件装修不错，符合五星级的要求购；但卫生间浴巾材质差了些，只有快捷酒店的水准。总的来说酒店还属石家庄的上乘水平。', '短评打分': 5}
{'短评内容': '超值，房大服务优', '短评打分': 3}
{'短评内容': '酒店非常有创意，且非常新 干净。', '短评打分': 3}
{'短评内容': '房间很大很好  服务也很好  很愿意再次入住', '短评打分': 5}
{'短评内容': '房间很大，设施很新，早餐也不错。性价比很好。', '短评打分': 5}
{'短评内容': '  房间宽敞，洁净明亮，用品齐全，服务热情，下次还来！推荐入住！', '短评打分': 3}
{'短评内容': '石家庄最好的酒店之一 干净 明亮 值得推荐！', '短评打分': 5}
{'短评内容': '房间还不错，就是没早餐，价贵，折扣少', '短评打分': 3}
{'短评内容': '还不错 挺新的 服务也很好 早餐品种可以再多一些·', '短评打分': 5}
{'短评内容': '服务很好，早餐一般，位置不是太靠近繁华区但是还算方便。房间很大，只是毛巾还是跟上次一样，灰色的。', '短评打分': 5}
{'短评内容': '酒店上网连续三天出现问题，软硬件还好，服务还行', '短评打分': 3}
{'短评内容': '环境很好, 房间也干净,下次还是住这酒店.', '短评打分': 5}
{'短评内容': '酒店不错，早餐的种类也挺丰富。住了有烟房，无烟化处理就是把房间里的两个烟缸拿走。', '短评打分': 5}
{'短评内容': '不错的酒店，就是无烟房太少，酒店对面有个饺子馆菜挺好。', '短评打分': 5}
{'短评内容': '中茂海悦（原河北宾馆）是值得选择的，一如既往的支持。', '短评打分': 5}
{'短评内容': '中茂海悦是值得选择的，一如既往得选择他。', '短评打分': 5}
{'短评内容': '环境不错，酒店装修很新', '短评打分': 3}
{'短评内容': '环境很好，酒店设施很好，据说是石家庄最好的酒店之一。\n', '短评打分': 5}
{'短评内容': '挺好性价比不错', '短评打分': 3}
{'短评内容': '酒店很好高挡 干净卫生我的朋友很满意早餐也不错', '短评打分': 5}
{'短评内容': '预定的是女士房，非常满意。环境很好，住着很舒服。地理位置也不错。', '短评打分': 5}
{'短评内容': '第三次住了，还是好评。周边吃饭交通也很方便。10月客房有点紧张，订的人多。', '短评打分': 5}
{'短评内容': '非常好的酒店,设施先进,服务过硬,最喜欢的是为入住客人提供的免费游泳池,太好了', '短评打分': 5}
{'短评内容': '不错', '短评打分': 3}
{'短评内容': '酒店很好。', '短评打分': 3}
{'短评内容': '这个酒店不错是真的五星级的去石还要住这个酒店', '短评打分': 3}
{'短评内容': '酒店硬件设施较好。', '短评打分': 3}
{'短评内容': '硬件设施好', '短评打分': 3}
{'短评内容': '酒店房间比较大，价格不高，吃饭的地方菜的种类也比较多', '短评打分': 5}
{'短评内容': '酒店房间不错，吃的也很好，种类较多，价格居中', '短评打分': 5}
{'短评内容': '  依然很满意，石家庄五星首选', '短评打分': 3}
{'短评内容': '非常干净，舒适！床非常软！挺赞的！推荐！                   ', '短评打分': 5}
{'短评内容': '环境很好，酒店设施很好，据说是石家庄最好的酒店之一。\n只是卫生间门太紧了，后来叫客房服务给拉开的（要是锁在里面可惨了）;位置稍稍有点偏，周围没有什么合适的餐馆之类，不太便利。。。', '短评打分': 5}
{'短评内容': '比较新，软硬件都不错，就是二楼中餐厅服务员的态度很差，菜品味道一般。  比较新，软硬件都不错，就是二楼中餐厅服务员的态度很差，菜品味道一般。', '短评打分': 5}
{'短评内容': '除了宽带速度是软肋，其他很完美\n服务态度好，设施到位，就是我住的豪华大床和舒适大床貌似两种房间没啥区别- -', '短评打分': 5}
{'短评内容': '该酒店在石家庄是非常好的!喜欢住该酒店，住了好几次了。房间大·干净·整洁·舒适·服务好！第一天还送一些水果，挺不错的。值得推荐下次入住。\n', '短评打分': 5}
{'短评内容': '房间很大，单设施陈旧，也没有欢迎果盘，失望！', '短评打分': 3}
{'短评内容': '很好的酒店。下次还会来。', '短评打分': 3}
{'短评内容': '好', '短评打分': 3}
{'短评内容': '家庭房非常大，设施齐全，床也很舒服。只是电视显小（42吋）。前台接待很热情，有个小插曲：我在办入住时一位外宾问讯，因为语言不通，前台就集体去回答外宾问题了，我被尴尬。不过她们发现这个服务上的缺陷后能用很好的方式弥补回来，很感谢啊，说明服务素质很高，但要多练外语了，呵呵。', '短评打分': 5}
{'短评内容': '环境不错！价格合适，服务也不错，值得下次入住。', '短评打分': 5}
{'短评内容': '老公住了一晚，觉得性价比相当不错。下次去石家庄还会住的。', '短评打分': 5}
{'短评内容': '已住', '短评打分': 3}
{'短评内容': '非常好的酒店，住石家庄的首选。非常好的酒店，住石家庄的首选。非常好的酒店，住石家庄的首选。非常好的酒店，住石家庄的首选。', '短评打分': 5}
{'短评内容': ' 酒店不错。', '短评打分': 3}
{'短评内容': '石家庄绝对第一的五星酒店，看人气就知道了。\n期待洲际开了以后可以有竞争价格再优惠点就好了\n早餐绝对超好，物超所值', '短评打分': 5}
{'短评内容': '酒店整体感觉不错，只是第一次入住，乘电梯上楼需插房卡——提示位置较低、不够醒目，……出酒店打的士去机场，到机场后司机硬是索要15元回程过路费！……不知石家庄出租车是否都是这样，真是有损城市形象。下次还会入住，但愿别再碰到上述出租车。', '短评打分': 5}
{'短评内容': '中茂海悦酒店的房间的确是不错。下次来应该还会住这个地方  一分钱一分货  房间的设施都满豪华  房间也停大 蛮安静的', '短评打分': 5}
{'短评内容': '服务很好，房间很大很干净，退房也很快，就是自助早餐不好，吃到一个坏掉的咸蛋，总体还是不错，小孩在那边读书，有去石家庄还住这家', '短评打分': 5}
{'短评内容': ' 感觉服务不错', '短评打分': 3}
{'短评内容': '在石家庄该酒店是非常好的！性价比高！我喜欢住该酒店，住了多次了，房间大、舒适，服务周到！不过这次感觉是太差了，可能是过中秋的缘故？9号住了一晚豪华贵宾电脑房2812房间，可能是装修的缘故，白天没法休息，要求调房，说没有类似房型了，那应该在入住时应提示现在装修！郁闷！打的非常困难，不知门童是否给真叫了出粗车，25分钟才给叫过来！第二天只好换到世贸了！希望完善节假日的服务体系！细节决定成败！', '短评打分': 5}
{'短评内容': '酒店比较新，设施也不错，住店的第一天还送一些水果，挺不错的。\n值得推荐一下。。。。。。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '酒店很不错，早餐也很好。推荐。', '短评打分': 3}
{'短评内容': '我是第二次入住该酒店了，干净、整洁，值得选择的酒店，可能接的会议比较多，所以在办理入住以及退房时时间相对长了点。', '短评打分': 5}
{'短评内容': '设施都很新，住着很舒服。里面的设施都很有人性化，感觉比一般的都要宽敞很多的。前台的服务态度也很好。唯一的一点缺陷就是电梯上行的刷卡，有时感觉很不灵敏。不过倒是保证了无人打扰。', '短评打分': 5}
