{'descr': '设施齐全，干净卫生。', 'star': 5}
{'descr': '环境还不错', 'star': 5}
{'descr': '喜欢住如家，因为服务态度吧，七天服务态度有问题，以后不会住了', 'star': 5}
{'descr': '不怎么样。', 'star': 2}
{'descr': '酒店位置很好。离商场近，购物很方便', 'star': 5}
{'descr': '停车不太方便，感觉一般', 'star': 5}
{'descr': '住宿完成还行流程简单', 'star': 5}
{'descr': '住宿环境还可以条件不错', 'star': 5}
{'descr': '挺好！服务态度好！地理环境好！总之，如家就是自己的家！挺好！服务态度好！地理环境好！总之，如家就是自己的家！', 'star': 5}
{'descr': '好评', 'star': 4}
{'descr': '邢台这家店靠近商业区，周围环境不错，就是门口的停车场车位有些少，房间的里里外外都很干净☺，前台服务员态度特别好！', 'star': 5}
{'descr': '很差', 'star': 1}
{'descr': '很好', 'star': 5}
{'descr': '还可以吧，靠近市区，快捷酒店可以了', 'star': 5}
{'descr': '赞', 'star': 5}
{'descr': '周围环境不错，里面的设施一般，需要改进', 'star': 5}
{'descr': '地理位置好，周边有物美，李先生；房间干净，热水很好，推介入住；', 'star': 4}
{'descr': '挺好', 'star': 5}
{'descr': '很好～前台能买的东西很多～很方便后院停车感觉好不安全的', 'star': 3}
{'descr': '住了那么多次如家 这次给我的感觉最好，服务卫生房间 都不错，就是早餐还有待提高', 'star': 5}
{'descr': '环境好，周边环境一般，但是交通便利，适合长期出差人士，而且经过对比，同价位的酒店，还是这里比较舒适干净', 'star': 5}
{'descr': '环境好，周边环境一般，但是交通便利，适合长期出差人士，而且经过对比，同价位的酒店，还是这里比较舒适干净', 'star': 5}
{'descr': '一如既往的如家，还吃了附近夜市的火烧和羊汤，不错', 'star': 3}
{'descr': '交通便利，附近有公交站、商场、小吃店，位于市中心。', 'star': 5}
{'descr': '周五在邢台如家住了一晚，服务及设施都还可以，赞一个！', 'star': 5}
{'descr': '地理位置在邢台的市中心，规模较大，楼层较高，注意不要住沿街的，有点吵，其余的都不错，还会住', 'star': 5}
{'descr': '＋多次入住了，干净整洁，比较舒服，只是价格偏高161元，能降到120元比较合适。', 'star': 3}
{'descr': '酒店内环境挺不错的，服务员的态度也好，就邢台来说，这家酒店值得推荐！', 'star': 5}
{'descr': '商业区，一整夜都有出租车在周围等客人。无午餐和晚餐提供，不太方便。边上的饭店提供中式快餐。超市、肯德基在西边5000米', 'star': 5}
{'descr': '酒店不错！干净卫生，我喜欢，而且很温馨！', 'star': 5}
{'descr': '位置好，价格合理，停车费劲。', 'star': 3}
{'descr': '酒店不错呀！干净卫生，我喜欢。', 'star': 3}
{'descr': '延续如家一贯风格，很好很强大，就是喝了一瓶啤酒，中奖了，但是忘了兑换了。', 'star': 5}
{'descr': '位置很不错，酒店服务业挺好，下次继续住。比较推荐', 'star': 5}
{'descr': '很干净，商务大床房房间有点小，两个人并排走不行，服务挺好，就是早晨听见外面打扫卫生的推车响，觉得挺吵，整体还是不错的，下次还入住', 'star': 5}
{'descr': '不错，一直选择如家，哪哪都像家，很舒服。周边环境和交通都很方便', 'star': 5}
{'descr': '如家一如既往的干净挺好的，邢台如家很少建议多开两家', 'star': 5}
{'descr': ' 出行很方便，出门就有公交车站，购物也很方便，距离肯德基餐厅约500米。', 'star': 3}
{'descr': '出行超级方便，环境也不错，离市政府很近，办事方便。', 'star': 5}
{'descr': ' 一如既往的好 就是喜欢如家', 'star': 3}
{'descr': '位置好，很干净、到位，如家不愧是如家，很好。\n就是前台服务态度差点。访客也要身份证', 'star': 5}
{'descr': '酒店我住过几次了，干净卫生，服务也好，就是价格偏高。', 'star': 3}
{'descr': '工作人员态度、服务都很好，房间整洁，靠市区，交通方便', 'star': 5}
{'descr': '地理位置不错。周边有很多吃的也可以购物。服务人员态度都很好。', 'star': 5}
{'descr': '一如既往的值得推荐\n而且本店是直营的不是加盟的', 'star': 5}
{'descr': '这几次去都住这里，干净，但房间较小，周边吃东西的地方很多。', 'star': 5}
{'descr': '这是一个新开的店,环境不错,交通也方便,就是门面有点小,到了楼下都找不到进入的大门', 'star': 5}
{'descr': '价格不错，性价比比较高\n在邢台同类型中属于不错', 'star': 5}
{'descr': '电视小了些。其它的都很不错。', 'star': 3}
{'descr': '房间很小，但闹中取静，最好的时我还看到可以提前申请，然后可以带着狗狗入住。', 'star': 5}
{'descr': '酒店离我们的客户很近，而且经济实惠。酒店内部干净整洁，而且网速也不慢。是出差的好选择。', 'star': 5}
{'descr': '商务大床房性价比不错，就是窗户略小。总体值得推荐', 'star': 3}
{'descr': '酒店位置很好，后面就是古色古香的一条街，还有一个唐朝时期建立的城楼呢，有一个铜质的大圆盘，据说是邢台的中心点，房间很干净，床也大，够舒服，不过洗澡不太好，水小而且不够热，不喜欢，早饭木有吃，不过网速不是一般般的烂，估计晚上很多人下迅雷吧，不过如家应该也设置下，好多如家都有晚上网速慢得弊病', 'star': 5}
{'descr': '房间比较小，洗手间也比较小。有点憋得慌，总觉得不自在。远不如速8酒店，但价格比较实惠。', 'star': 1}
{'descr': '酒店不错', 'star': 3}
{'descr': '酒店位置很好，前台服务热情周到，房间宽敞干净，保持了如家酒店的一贯风格，不错。', 'star': 5}
{'descr': '入住，房号1116及1117', 'star': 3}
{'descr': '位置有点偏，装修统一的，还是不错的！楼下就有吃牛肉拉面的。', 'star': 5}
{'descr': '就是一个普通的快捷酒店，希望赠送早餐，不然下次不打算入住了！', 'star': 1}
{'descr': '很不错。。。就是半夜服务员和一些什么人的声音走廊里很吵。。。卫生真的很不错。。。出行很方便，离步行街很近', 'star': 5}
{'descr': '一如既往的好', 'star': 3}
{'descr': '干净整洁', 'star': 3}
{'descr': '如家还有什么好多说的？如家就是你家。。\n在外地没有好宾馆选择的情况下 的不二选择~在外地没有好宾馆选择的情况下 的不二选择~', 'star': 5}
{'descr': '上次入住淋浴喷头不太出水，这次入住，台盆下水道堵了，洗脸不方便。希望汉庭能改善一下！', 'star': 3}
{'descr': '很不错的，干净简洁，很方便。', 'star': 3}
{'descr': '酒店位置不错，周边交通便利，吃饭也比较方便，价格适中，房间也比较干净，是邢台为数不多的快捷酒店，值得推荐！', 'star': 5}
{'descr': '可以', 'star': 3}
{'descr': '酒店地处邢台繁华地段，交通便利，内部设施和其他地方的如家没什么区别，标准的快捷酒店，干净、价格适中是其最大的特色', 'star': 5}
{'descr': '早餐是经济酒店中一流的，除了中式早餐外，面包，黄油，果酱，牛奶，…全齐了', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '电视机有点不给力，跳台很慢。。。总体不错。挺便宜。过夜不错。。。。\n隔音效果貌似不咋地，过道的人说话听得一清二楚', 'star': 5}
{'descr': '市中心 很方便。也很舒适。几乎每次都会选择这里。', 'star': 5}
{'descr': '崭新的如家快捷酒店干净整洁价廉物美物超所值。早餐也令人满意。不虚此行入住如家。极力推崇该酒店。总之，你绝不会后悔！', 'star': 5}
{'descr': '地理位置不错，很好找。服务也非常好，保安措施特别严格，房间一如既往的如家风格，干净整洁温馨。', 'star': 5}
{'descr': '如家嘛，我的感觉就是像回到家一样温暖！我的选择就是如家。谢谢', 'star': 5}
{'descr': '房间很干净，新开的店，周围有庙，小吃，很好', 'star': 5}
{'descr': '服务态度很不错，为客人着想，刚入住的房间虫子太多了，有几百只，鸡皮疙瘩都起来了。最怕的就是虫子！', 'star': 3}
{'descr': '酒店不错，很安静！早餐也不错，可以作为商旅出差的好住处', 'star': 5}
{'descr': '亿龙订单说是122号，实际上是178号。隔了大概有100米左右的样子，希望网站快速更正！房间么汉庭的标准就这样，没什么可说的！大家都知道。', 'star': 5}
{'descr': '房间比较小，不是很好。。。。。。。。。。。。。。。。。。。。。。。h', 'star': 5}
{'descr': '酒店房间小，灯光昏暗，卫生间不干净，而且房间里有很多的蚊子！', 'star': 1}
{'descr': '酒店干净卫生，交通也比较方便，还是会向朋友推荐的', 'star': 5}
{'descr': '酒店环境很好，周围的环境也不错，还有早餐！！！1', 'star': 5}
{'descr': '周边环境不错，房间较干净，住的比较舒服，最棒的就是前台的服务，是我住过的酒店服务最热情的一家，值得称赞！', 'star': 5}
{'descr': '不错的酒店，地址非常好，在市中心，吃饭也很方便', 'star': 5}
{'descr': '不错的酒店服务态度也比较好下次到邢台还会入住', 'star': 5}
{'descr': '酒店位置不错，比较安静！早餐也不错，出行方便。', 'star': 5}
{'descr': '住过邢台的其他宾馆，觉得这家新开的如家是最好的选择，不仅环境温馨干净而且服务人员态度非常好，早晨5楼有早餐，12元一位，邢台如家快捷酒店，不错的选择！', 'star': 5}
{'descr': '定的大床房，房间正好不大不小，交通便利。', 'star': 3}
{'descr': '服务很好  并且很方便  干净 出行很方便', 'star': 5}
{'descr': '服务良好，环境整洁，退房简单、省时、省事', 'star': 5}
{'descr': '服务良好', 'star': 3}
{'descr': '住宿条件不错，新开的店，房内设施很干净整洁，符合如家的特色，赞一个', 'star': 5}
{'descr': '不错，干净，服务好，地段好，离市中心步行街很近。', 'star': 5}
{'descr': '楼下是加州牛肉面，吃饭方便。房间比较大，床也很大，但是临街的房间有点吵。', 'star': 3}
{'descr': '新开的,很干净,服务员非常的热情,购物交通也还可以~', 'star': 5}
{'descr': '还行，就是空调噪音太大', 'star': 3}
{'descr': '新开业的一家酒店，什么也没有，很不方便，不错没着火已经是万幸了', 'star': 1}
