{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '住过好多次价格合理', '短评打分': 5}
{'短评内容': '前台开房弄个乌龙，开门吓一跳，房间里一片狼藉 …连忙问服务员，说是弄错了，态度还不错，给换了一间房，七天吧，其他都不用说了，基本上都有保障的', '短评打分': 4}
{'短评内容': '房间进门一股味道，用的闪住却要交押金。', '短评打分': 3}
{'短评内容': '没有早餐，位置离火车站不远。服务态度尚可，但设施有点旧，特别是门，每天都要刷卡一次，还是插卡式的，好久没见过这种了', '短评打分': 5}
{'短评内容': '房间很干净，设施齐全，干净卫生！', '短评打分': 5}
{'短评内容': '洒店服务热情，就是步行到火车站需要20分钟左右。', '短评打分': 5}
{'短评内容': '酒店位置不错，服务不到位，晚上要加床被子都被拒绝了，住了这么多酒店这还是第一次', '短评打分': 4}
{'短评内容': '地理位置可以，房间卫生也干净，下次还会选择！', '短评打分': 5}
{'短评内容': '好好好好好好好', '短评打分': 5}
{'短评内容': '相当好，性价比很高，', '短评打分': 5}
{'短评内容': '挺干净，比较实惠，位置也不错，', '短评打分': 5}
{'短评内容': '住了这么多7天了 我觉得这家店很有特色 虽然酒店不是很新 但是各方面都很用心的在做好最好 一进大厅就能看到很多绿植 小花 小鱼 前台一个赛一个 颜值好高呀 这都不是重点 重点是服务真的没得说 一个比一个热情 看见我感冒了 又是给药 又是倒水的 还问晚上需不需要加被子 总之一切都好 哈哈', '短评打分': 5}
{'短评内容': '还不错！', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 5}
{'短评内容': '酒店楼房较老，内部装修略显陈旧，窗户较小，但还算比较安静', '短评打分': 4}
{'短评内容': '还不错，比较满意', '短评打分': 5}
{'短评内容': '还不错哦，一般出门都是七天', '短评打分': 5}
{'短评内容': '不是很干净。有餐厅。交通还算便利。停车方便。', '短评打分': 3}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '还行~~~~~~~~~~~~', '短评打分': 5}
{'短评内容': '可能年限比较早，所以环境偏简。价格倒是比隔壁几家联锁inn贵。由于能够满足一些顾客额外的不合理需求所以我选择了它嘻嘻。支付流程不支持扫码不支持信用卡预授权，服务员态度很赞，酒店老板帅帅哒。=3=', '短评打分': 5}
