{'短评内容': '很好', '短评打分': 5}
{'短评内容': '破地方', '短评打分': 3}
{'短评内容': '电视破旧，Wi-Fi很烂，离火车站很近。', '短评打分': 3}
{'短评内容': '如家的服务及客房卫生都不错，是外出旅游、出差的首选住宿点。早餐品种多、挺丰盛的。每天还要两瓶免费纯净水。我外出基本上都是首选入住如家，并多次向朋友们推荐。', '短评打分': 5}
{'短评内容': '离火车站近，周边吃饭比较方便，无线网络不稳定，一会好一会断的。', '短评打分': 5}
{'短评内容': '环境还可以！下次继续入住', '短评打分': 3}
{'短评内容': '房屋卫生、设施都挺好的，服务也不错，就是在火车站晚上还是有点炒', '短评打分': 5}
{'短评内容': '没早餐！提供用品少～洗澡挺好电视台也少', '短评打分': 4}
{'短评内容': '洗澡挺棒的！别的一般！隔音一般～', '短评打分': 4}
{'短评内容': '房间挺干净 就是临街房太吵了', '短评打分': 3}
{'短评内容': '我想问下，预定后，可以提前入住吗？比如说上午入住', '短评打分': 5}
{'短评内容': '方便！！！！！！！！舒适。。。。。。。。没有骚扰电话！！！！！！！相对安阳的消费性价比不太好而已！', '短评打分': 5}
{'短评内容': '安全舒适！！！！！方便快捷！！！！而且靠近派出所！！！！', '短评打分': 5}
{'短评内容': '离火车站很近，交通购物便捷，房间大又干净！', '短评打分': 3}
{'短评内容': '房间很大，是我住过最大的如家，靠在火车站旁边，楼下就有个超市，很方便', '短评打分': 5}
{'短评内容': '不错，靠火车站近。如家就不点评了吧，你懂的。', '短评打分': 5}
{'短评内容': '交通便利 离火车站很近 环境不错 服务很好 下次还会入住', '短评打分': 5}
{'短评内容': '很方便，也很安静。设备也都还不错。推荐推荐。', '短评打分': 5}
{'短评内容': '如家住那么多次，每次都感觉很满意，温馨干净放心。', '短评打分': 5}
{'短评内容': '还好，离火车站和殷墟都很近，这是我想要的呵呵', '短评打分': 5}
{'短评内容': '不错，很好，离火车站很近，但一点也不吵。是我住过房间面积最大的如家。', '短评打分': 5}
{'短评内容': '总体不错，秉承了如家的一贯风格。入住接待人员非常热情，房间干净整洁，早餐不错（相对于12元的价格来说）。有些遗憾的是，由于该酒店位于火车站的马路边，房间窗户又是单层的，清晨5点多到晚上11点多路边的汽车喇叭声不时的在响(不知为何那个区域的汽喇叭很多），头顶上整夜都有嗡嗡声非常有规律的间隔地在响，不知楼上有什么设备。因此两个晚上休息的很不好。如果再来安阳，我不会再选择这个酒店了，不是因为酒店自身不好', '短评打分': 1}
{'短评内容': '房间感觉好好…很喜欢…   ', '短评打分': 3}
{'短评内容': '还不错，就是没有早餐，不太合理，希望能够把早餐加上，之后算到放房费里也好啊', '短评打分': 5}
{'短评内容': '上个月入住了该酒店，感觉特别好，女朋友也很喜欢，这个星期天还要去，拜托留见房。', '短评打分': 5}
{'短评内容': '对面就是火车站，真是方便，早上9点40的火车，可以睡到9点也不会误车', '短评打分': 5}
{'短评内容': '环境还可以，前台服务也挺好的。但是餐厅服务实在是太差，住过的如家酒店那么多，这是我见过的餐厅服务最差的。', '短评打分': 1}
{'短评内容': '环境和地理位置不错，就是价格在当地属于较高的，附近的新开的快捷酒店很多，而且干净、实惠。', '短评打分': 5}
{'短评内容': '订的商务大床房，感觉不错，房间挺大，还有两张比较舒服的沙发，卫生也挺好，服务挺及时热情，感觉唯一缺少的就是少了个小超市，买些饮料啊 烟啊的还要下楼出去买。', '短评打分': 5}
{'短评内容': '房间干净，价格便宜，出门方便，服务质量也不错，就是前台的开房速度有点慢', '短评打分': 5}
{'短评内容': '干净。。方便。。就在火车站对面。。。标准间挺大的。。还有两沙发。。真不错。。', '短评打分': 5}
{'短评内容': '商务房跟数码房怎么就少台电脑？？为什么呢？', '短评打分': 3}
{'短评内容': '非常好的条件  ………………大家可以去试一下', '短评打分': 5}
{'短评内容': '服务态度很好,床很舒适,特别干净、  位置很好、总之一句话,非常完美,下次一定还会去、', '短评打分': 5}
{'短评内容': '不错 前台服务很好 位置就在安阳火车站对面 非常方便 不错 不错 很满意 ', '短评打分': 5}
{'短评内容': '很好!服务\\环境\\设施都很好\n很好!服务\\环境\\设施都很好', '短评打分': 5}
{'短评内容': '公司请客的话可以去住，自费不要去了，我住了一夜，靠近火车站太近，晚上吵得我到了一点多才睡，主要是火车站附近一整夜出租车鸣笛声不断，郁闷~\n不过，总的来说还算行吧。至少如家的服务还算行。', '短评打分': 5}
{'短评内容': '很好。干净，无电话骚扰，房间很大。你们可以试一试。', '短评打分': 5}
{'短评内容': '房间比较大，到临近火车站还是噪音比较大，总体还可以，是住宿的不错选择。', '短评打分': 5}
{'短评内容': '酒店是典型的如家风格，离火车站近是最大好处，交通方便，值得选择', '短评打分': 3}
{'短评内容': '＋就在火车站旁边，交通便利，舒适干净，服务态度好。推荐', '短评打分': 3}
{'短评内容': '酒店很不错，位置也很好，服务员态度也可赞，房间宽敞明亮，整洁齐全，值得推荐。', '短评打分': 5}
{'短评内容': '应该负责入住客人的车辆安全，扩大停车场的面积，环境不错，下次还入住。\n', '短评打分': 5}
{'短评内容': '距离火车站和长途汽车站相当近，周边设施齐全。住宿干净，不错。', '短评打分': 5}
{'短评内容': '卫生和服务态度都不错，卫生间有点狭窄，与派出所相邻，比较安全。', '短评打分': 5}
{'短评内容': '周围安静，交通方便，离车站很近。屋里干净，服务态度好。总的来说非常满意。', '短评打分': 5}
