{'短评内容': '很好', '短评打分': 5}
{'短评内容': '就住了一晚，感觉一般吧！', '短评打分': 4}
{'短评内容': '很好的一次住宿', '短评打分': 5}
{'短评内容': '价格公道 环境不错 设施稍陈旧了点', '短评打分': 5}
{'短评内容': '很方便，房间不错', '短评打分': 5}
{'短评内容': '出行方便，性价比非常高，很便宜早餐也还凑合，房间很大，周边配套齐全，餐饮购物休闲娱乐应有尽有，每次到临沂的首选', '短评打分': 4}
{'短评内容': '还不错', '短评打分': 4}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '第一次差评。平时出差一个月都是住宾馆！这个价格连小宾馆都不如，老旧宾馆。进去第一间8619.房间打扫一半，联系前台换房间，换8612.进去一看，一片狼藉，都没打扫，昨天晚上客户垃圾，床上什么都有。这样的宾馆何谈卫生？哪里来的勇气赶标这么高的价格。一次不愉快的入住。我之所以住下来，就是为了写个真实的评论给以后出差的兄弟们看，劝大家还是住连锁酒店吧。', '短评打分': 1}
{'短评内容': '很不错的一家酒店，房间面积很大，而且有另外的茶几和凳子，服务人员态度很好，空调温度舒适，值得推荐入住，不错！', '短评打分': 5}
{'短评内容': '很不错的一家酒店，房间面积很大，而且有另外的茶几和凳子，服务人员态度很好，空调温度舒适，值得推荐入住，不错！', '短评打分': 5}
{'短评内容': '很不错的一家酒店，房间面积很大，而且有另外的茶几和凳子，服务人员态度很好，空调温度舒适，值得推荐入住，不错！', '短评打分': 5}
{'短评内容': '很不错的一家酒店，房间面积很大，而且有另外的茶几和凳子，服务人员态度很好，空调温度舒适，值得推荐入住，不错！', '短评打分': 5}
{'短评内容': '很不错的一家酒店，房间面积很大，而且有另外的茶几和凳子，服务人员态度很好，空调温度舒适，值得推荐入住，不错！', '短评打分': 5}
{'短评内容': '入住了', '短评打分': 3}
{'短评内容': '不错，环境还是可以的。', '短评打分': 3}
{'短评内容': '交通便利，酒店服务不错，客房较大，很不错，但是电梯内地毯未清理，有霉味，希望改善一下！', '短评打分': 3}
{'短评内容': '服务好，房间干净，早餐比以前丰盛，不错，不过也向贵酒店提点小意见，如果能把发按摩，特色服务等名片的人抓住就好了，我们女孩子住，还收到这种名片，心里特别不舒服。', '短评打分': 5}
{'短评内容': '房间超大，不管早餐不咋的，但对得起这价格。', '短评打分': 3}
{'短评内容': '酒店还行，有个大商场还不错，买东西方便。', '短评打分': 3}
{'短评内容': '不错，房间挺大，也很干净，希望以后改成液晶电视。', '短评打分': 5}
{'短评内容': '真大 得30平米\n比较卫生\n住了个角落上 \n窗户很多  透亮  不错', '短评打分': 5}
{'短评内容': '酒店的环境还不错。挺安静的。不过空调制热效果比较慢。我进房间的时候打开看这个温度一个小时升了不到2度。好在天气不太冷。影响还不大。开了一天升了十度。里面的早饭还可以。总体感觉还不错。价格也不贵。', '短评打分': 5}
{'短评内容': '点评晚了抱歉哈 不如上一次的房间好 不过总体来说还是不错的。', '短评打分': 5}
{'短评内容': '简单，很安静，价格算合理，临沂有这样的地方还算不错', '短评打分': 5}
{'短评内容': '房间够大，感觉不错', '短评打分': 3}
{'短评内容': '本来订的是二月四日到五日的，但我们提前一天去的，前台服务很好给改了，房间宽带速度还可以，就是得自己输IP，整体环境也不错', '短评打分': 3}
{'短评内容': '性价比很高，房间风格比较简约，服务还不错，唯一遗憾的是春节期间不提供早餐，呵呵', '短评打分': 5}
{'短评内容': '还好 早餐不错 条件也好  前台服务很好 总体上给个优', '短评打分': 5}
