{'短评内容': '此用户未填写评价内容', '短评打分': 5}
{'短评内容': '房间床舖棉被很干淨', '短评打分': 5}
{'短评内容': '服务好，卫生很好，床单很干净，网络很快，地理位置好', '短评打分': 5}
{'短评内容': '酒店位置不错', '短评打分': 4}
{'短评内容': '出差过来住，环境还可以，前台态度很好，附近办事可以考虑一下。', '短评打分': 5}
{'短评内容': '酒店好找，服务不错，附近就是万达，很方便，下次还来。', '短评打分': 5}
{'短评内容': '卫生很好，服务也很好，住着很舒服，推荐～', '短评打分': 5}
{'短评内容': '111111', '短评打分': 5}
{'短评内容': '111111', '短评打分': 5}
{'短评内容': '网上订购还是蛮方便的，比携程便宜。', '短评打分': 5}
{'短评内容': '出差住宿就图个干净，便捷，性价比，还要能开发票，这家店全部具备了，推荐', '短评打分': 5}
{'短评内容': '房间环境很好', '短评打分': 4}
{'短评内容': '朋友出差帮忙订的。。', '短评打分': 5}
{'短评内容': '房间淋浴设施陈旧应该更换了', '短评打分': 4}
{'短评内容': '酒店还不错！性价比高！下次还会入住！地理位置还是可以的，出行比较方便！推荐推荐推荐入住！吃东西方便', '短评打分': 5}
{'短评内容': '酒店很不错，位置很好。房间干净整洁！', '短评打分': 5}
{'短评内容': '还可以，以后出差还来住……', '短评打分': 4}
{'短评内容': '性价比高，挺好的', '短评打分': 5}
{'短评内容': '挺方便的', '短评打分': 5}
{'短评内容': '性价比高', '短评打分': 5}
