{'短评内容': '很好', '短评打分': 5}
{'短评内容': '环境很好，出行很方便', '短评打分': 5}
{'短评内容': '挺好的下次还来', '短评打分': 5}
{'短评内容': '都蛮好的，下次还可以选择入住', '短评打分': 5}
{'短评内容': '连锁，都是差不多', '短评打分': 4}
{'短评内容': '很好很方便！我觉得自己出门出门在外，住的舒心才是最关键的，所以，开心就跑啦！哈哈哈哈哈哈哈哈哈哈哈哈哈', '短评打分': 5}
{'短评内容': '酒店就在路口，招牌非常醒目，酒店内房间比较大，起码比我想象中大，一进去有一种惊喜的感觉，而且没有异味，洗手间也不错。虽然房间靠近路边，但一点都不觉得吵。酒店前台态度很好，本来订了两晚，但因为车票原因，临时多订一晚，前台建议我们用网络订房，因为网上订便宜一点。有一点小不足是电梯比较旧，而且电梯空间有点窄。另外，离地铁站比较远，要走完一整条路才到，一开始找，因为远所以感觉没底，而且整条路都在修，增加走', '短评打分': 5}
{'短评内容': '酒店就在路口，招牌非常醒目，酒店内房间比较大，起码比我想象中大，一进去有一种惊喜的感觉，而且没有异味，洗手间也不错。虽然房间靠近路边，但一点都不觉得吵。酒店前台态度很好，本来订了两晚，但因为车票原因，临时多订一晚，前台建议我们用网络订房，因为网上订便宜一点。有一点小不足是电梯比较旧，而且电梯空间有点窄。另外，离地铁站比较远，要走完一整条路才到，一开始找，因为远所以感觉没底，而且整条路都在修，增加走', '短评打分': 5}
{'短评内容': '离周边景点都很近，环境还不错！', '短评打分': 5}
{'短评内容': '前台挺好的', '短评打分': 5}
{'短评内容': '一直的选择，挺好的，最主要是方便', '短评打分': 5}
{'短评内容': '房间实在是小，设备较旧，感觉空调都没啥用', '短评打分': 3}
{'短评内容': '有点老旧 有免费停车场', '短评打分': 4}
{'短评内容': '酒店大堂一股味道，做饭的味道，很不好', '短评打分': 4}
{'短评内容': '设施一般，环境挺好，交通便利，旅游住的多', '短评打分': 3}
{'短评内容': '酒店地理位置不错，靠钟山风景区，到市区也近，打的也只起步价。内部环境还可以，无卡电梯上不了，比较安全。房间内部设施齐全，服务员比较热情。', '短评打分': 5}
{'短评内容': '一般啦， 晚上10点入住的时候居然地板还是湿的。。。这还是三楼呢。。。貌似还有一个房间在装修，走道里面弄得很脏\n走的时候让前台帮我查一下我的汉庭账户余额，结果查了很久居然说我不是汉庭会员。\n我晕，我还是汉庭金会员呢。。。。。太不专业了', '短评打分': 1}
{'短评内容': '还不错  设施齐全  吹风机都有的   交通方便  挺安静  ', '短评打分': 5}
{'短评内容': '1.临马路的大床房很吵，睡不好；\n2.前台服务态度不热情；\n3.早餐不值；\n4.设施陈旧，该更新了；\n5.订单是大床房，结帐变为特大床房的价了。', '短评打分': 1}
{'短评内容': '处于玄武湖、中山陵和雨花台的中间地带，方便出行。而且床很大很舒服滴。', '短评打分': 5}
{'短评内容': '酒店环境还不错，服务也很好，出去交通也很方便，去明孝陵中山陵等景点也很都有直达公交', '短评打分': 5}
{'短评内容': '酒店服务好，距离景区很近。在景区我还是提倡坐公共交通。', '短评打分': 5}
{'短评内容': '位置挺方便,房间也还算可以.就是15元的早晨实在不值', '短评打分': 5}
{'短评内容': '定的是家庭房，房间虽然不是很新的那种，但房间环境很好，床也很大很舒服。\n地理位置好，转弯就能走到玄武湖和中山陵，下次去还会选择住这里。', '短评打分': 5}
{'短评内容': '一家三口来此旅游 有幸入住贵店  很好  床很大 房间适合  虽另加15元吃早餐 但比较可口。。。   下次来还会选择这家 。。', '短评打分': 5}
{'短评内容': '酒店是个套房，刚好适合一家三口，很干净', '短评打分': 3}
{'短评内容': '方便，在中山陵附近。条件不错。推荐推荐。', '短评打分': 5}
{'短评内容': '设施比较成就！还是比较干净的！性价比还行吧！', '短评打分': 5}
{'短评内容': '空调不好', '短评打分': 3}
{'短评内容': '酒店设备齐全，地理位置不错的，附近有小吃和超市，很容易找的，性价比不错。', '短评打分': 5}
{'短评内容': '家庭房是两张1.8米的大床，性价比超高的，我们比较满意', '短评打分': 5}
{'短评内容': '高峰时段的热水供应不足，大冬天的只能洗冷水了。。。。。。。。。', '短评打分': 1}
{'短评内容': '这个环境对不起这个价格，房间空调生意太大，影响睡眠，空调制热不好，晚上冻死了', '短评打分': 1}
{'短评内容': '酒店一般，毛巾等用品看起来不干净，斜对门的世纪缘要好的多', '短评打分': 1}
{'短评内容': '很不错。。很干净。住了好几次了。以后还是会选择的。', '短评打分': 5}
{'短评内容': '房间没有椅子.的', '短评打分': 3}
{'短评内容': '离马路太近，比较吵。房间倒是比较大。交通也比较方便。', '短评打分': 1}
