{'descr': '很好', 'star': 5}
{'descr': '价格实惠，地处步行街，离长江边不远，还可以的经济型酒店', 'star': 5}
{'descr': '有停车场，在旁边', 'star': 5}
{'descr': '每次来崇明，一般都会选择这里；环境不错，只是Wifi的速度太差了。网页就打不开。建议网速改善，期待下次入住时有所改变。', 'star': 5}
{'descr': '在步行街上，外出吃饭方便。', 'star': 5}
{'descr': '干净整洁，位于热闹的商业街，不错', 'star': 5}
{'descr': '房间门不太好，我睡的那个，不太好关', 'star': 4}
{'descr': '好', 'star': 5}
{'descr': '每次出差都是来这里', 'star': 5}
{'descr': '酒店环境比较方便其余一般', 'star': 4}
{'descr': '还可以', 'star': 5}
{'descr': '尚可，第二次入住了，周边环境可以！', 'star': 5}
{'descr': '下雨天，雨点打在外面建筑，晚上没有睡好觉，其它的还好。', 'star': 4}
{'descr': '好', 'star': 4}
{'descr': '还可以，实惠的酒店', 'star': 4}
{'descr': '没窗户，比较潮湿', 'star': 5}
{'descr': '住的很舒服，蛮干净的', 'star': 4}
{'descr': '非常不错的服务，周围吃的，超市，银行就在旁边', 'star': 5}
{'descr': '地理位置很好呀，晚上出门就逛步行街！但是配置和装潢比起其他地方的莫泰有点逊色！', 'star': 3}
{'descr': '酒店比较陈旧。但位置较好，在步行街附近，只可惜附近没有大型购物中心。开车的朋友要小心，因为步行街的缘故，开车可能会被电子警察拍照，不过，可以和酒店前台沟通。', 'star': 5}
{'descr': '还不错，挺好的，住七楼，环境还不错，就是电视机。', 'star': 5}
{'descr': '还不错，服务人员态度很好，也很卫生，就是卫生间垃圾桶里的塑料袋f味道很大！', 'star': 5}
{'descr': '在崇明岛算比较便宜的连锁酒店，交通便利，只是房间小了一些。', 'star': 5}
{'descr': '比周边的连锁酒店价格低廉，交通便利。只是方便比较小而已。', 'star': 5}
{'descr': '挺好很干净 交通便捷', 'star': 3}
{'descr': '在崇明岛算是便宜的连锁酒店，交通便利，就是方便有些小了而已。', 'star': 5}
{'descr': '交通便利，购物方便，适合旅游入住。会推荐朋友入住的。', 'star': 5}
{'descr': '比周边的其他连锁酒店，价格低廉，只是房间有些偏小.', 'star': 5}
{'descr': '酒店房间很小，两个人住进去感觉行走都拥挤的感觉，而且房间浴室的是布帘挡挡的，感觉很低档的感觉，', 'star': 1}
{'descr': '舒适的享受，干净、舒适', 'star': 3}
{'descr': '离申崇六线车站很近,就在崇明最繁华的地段了.就是房间比较小,隔音效果不好.', 'star': 5}
{'descr': '酒店卫生状况不怎么好，还比不上农家乐。207的商务大床房在一楼，比较潮湿，也没打扫干净，有股臭味，灯坏了，一闪一灭的。后来再三要求下换了个房间，搬去七楼，房间没有这么简陋。一共订了四间，怀疑都给的是标准房', 'star': 1}
{'descr': '房间不大，很紧凑。步行街自驾不方便，尤其是第一次开车去八一路两头不能进，只能从外面绕人民路进，我就被连拍两次。', 'star': 3}
{'descr': '酒店在步行街上，停车位很有限。\n有家的氛围，比较干净，最好不要订单号的房间，因为窗户太高，感觉不是很好。\n离东平森林公园开车约20分钟。', 'star': 5}
{'descr': '在市中心 但是里景区很远 崇明真的是太大了', 'star': 5}
{'descr': '酒店还可以，应该是处于崇明县城最繁华的街道，没事还可以逛逛街。不过最好选择靠里的房间，毕竟是商业街，街上有点嘈杂。', 'star': 5}
{'descr': '酒店位置不错，正好在八一路，出门就是步行街，门口还有烧烤，着实不错！\n房间里面有键盘，没有电脑和鼠标，电视不是液晶的，卫生间是磨砂玻璃的，\n总共房间有10几平，两张床都是1米2左右宽。\n夜间周围环境也不错，没有任何声音干扰，觉得还是蛮划算的！', 'star': 5}
{'descr': '嗯。可以。在崇明数的上这家。周围是商业区 步行街 很方便 距离南门港还近', 'star': 5}
{'descr': '莫泰不错，支持！', 'star': 3}
{'descr': '坐落在崇明南门城区商业街，出行应该算是方便的，但唯有自驾车不方便，因为进出都是禁行区，在步行街上，尽管店家说凭汽车行驶证复印件可以消除掉路口摄像头拍下的违章，但依然有条件为：必须是人民路拐弯进出的方可以，感觉这点必须在酒店坐落位置上要有介绍，及注明必须是人民路进出，这样可以方便给以后的住店网上预定的客人提个醒。', 'star': 5}
{'descr': '有优惠券还可以,就是酒店的毛巾太次,基本洗得很薄了\n', 'star': 1}
{'descr': '房间干净，热水也给力，但是空调对着床吹，很不舒服。', 'star': 5}
{'descr': '商务大床房，感觉真的很小，空调就在床头上方，空调运作的声音搞得睡不着，关掉空调才终于能睡着，但是被子又太薄，还是被冻醒，实在不推荐住！！！', 'star': 1}
{'descr': '房间虽然有点小，但周边交通便利，购物方便。', 'star': 5}
{'descr': '下次还会推荐！下次还会推荐！下次还会推荐！下次还会推荐！', 'star': 5}
{'descr': '热水，空调给力，地段不错，房间较小，没有衣橱', 'star': 5}
{'descr': '在县城的闹市区，很方便。只是卫生间是透明的，和朋友入住会有点尴尬~~', 'star': 5}
{'descr': '12点到店里，告诉我房间没有打扫出来，让我等，我说，你们先给我房间，我去吃饭，你们打扫，他们说不可以，有规定的，没有打扫的房间不可以给客人，真不合人情，等了半个小时才拿到房间，因为行李多，否则不住了。', 'star': 1}
{'descr': '进酒店唯一的一条路是单行道.被电子警察拍照后.把行驶证复印后交给酒店总台.由他们去处理.（每位客人都是）.这样很不方便.是否酒店与交通部门协调一下：单行道指示牌改为：除进酒店车辆外....\n另：198元与我订的207元大床房面积及设施一样？此酒店地段( ^_^ )不错嘛.', 'star': 5}
{'descr': '空调很给力', 'star': 3}
{'descr': '靠路边的半夜才睡着  ', 'star': 3}
{'descr': '地理位置很好，就在步行街上，服务很好也很热情。唯一不足的是停车比较麻烦，而且楼下的步行街进出停车只能从一个口走，不然要被拍照。', 'star': 5}
{'descr': '该店位于城内步行街，四周商业环境不错，但由于整体环境不是很好，只能说改酒店是很实惠的，酒店内的设计也换算可以，不过房价有点小贵，不是很合理哦。', 'star': 5}
{'descr': '很不错，热水哗哗的，房间也挺干净，上海人就是爱干净，很温馨，还来入住，', 'star': 5}
{'descr': '房间布置的很温馨 要是能再有个更衣柜 电吹风 小沙发就更好了 如果每次打总台电话的时候能有人接就最好了', 'star': 3}
{'descr': '被套很好看~浴室比较小…', 'star': 3}
{'descr': ' 环境还不错\r\n空间小一点了', 'star': 3}
{'descr': '还行 就是床太矮', 'star': 3}
{'descr': '酒店很方便，出了南门港车渡驾车五分钟就能到，对面的肉串很美味^_^', 'star': 3}
{'descr': '不错啊 就是隔音差了点  晚上对面洗澡水声很大', 'star': 5}
{'descr': '离南门码头很近，出行方便；楼下就是步行街，很热闹。', 'star': 5}
{'descr': '房间很干净,去晚了,只有一楼的房间了,晚上有点吵', 'star': 3}
{'descr': '1）开车的朋友还是不去的好，洒店在步行街，当心吃罚单哦~~~~~~郁闷\n2）一直不明白，通过其它网站订的酒店，莫泰的会员卡就不能使用，奇怪的做法', 'star': 1}
{'descr': '还不错，~~~~~~~~~~~~~~~\n\n~~~~~~~~~~~~~~~\n\n~~~~~~~~~~~~~~', 'star': 5}
{'descr': '觉得非常不错，唯一的就是走廊隔音效果不好，关门声音特别大的传进房间，请入住的朋友需要轻开轻关自己的房门、', 'star': 5}
{'descr': '房间够大，但配置有点差，都不知房间里的键盘和鼠标干嘛的，没法连接笔记本，208元的价格有点贵，188元就差不多。', 'star': 1}
{'descr': '一般', 'star': 3}
{'descr': '房间小，空调吵。很普通，楼道内很难闻。。', 'star': 5}
{'descr': '交通便利，位于崇明县安远镇中心，去崇明岛的各个景点都很方便，酒店旁有家“来吧小镇”，实惠，酒店旁的那家网吧就不怎么样了', 'star': 5}
{'descr': '地段很好 在八一路步行街上 就是崇明南门 附近吃的很多 离西门汽车站也很近 去哪玩都方便', 'star': 5}
{'descr': '＋房间蛮干净的，就是洗澡的地方太小。', 'star': 3}
{'descr': '好', 'star': 3}
{'descr': '入住速度快，服务还可以', 'star': 3}
{'descr': '酒店坐落于崇明的繁华地带-八一路上，房间还算干净，就是面积小，隔音效果不太好，家庭房的大床超大，可以睡三个人。', 'star': 5}
{'descr': '环境还不错，就是一点没有早餐提供，整体感觉还不错~~~', 'star': 5}
{'descr': '其他都挺好，就是洗漱的小篮子有点发霉·······', 'star': 5}
{'descr': '不错，就是有点小，周边有点吵', 'star': 3}
{'descr': ' 酒店不错。就是价格太贵', 'star': 3}
{'descr': '这家酒店环境还是不错的，视野也很不错；但是就是床睡的不是很舒服；毛巾等需要改进；', 'star': 5}
{'descr': '很舒适', 'star': 3}
{'descr': '优点：南门附近（也就是陈家镇）  就 八一路最繁华，人流量最多，热闹的地方，\n      宾馆就在八一路上，很方便。\n缺点：1、床铺太硬，枕头很不好睡，旧。凹凸不平。\n      2、环境算普通。房间小的 可怜啊。', 'star': 1}
{'descr': '不太理想，隔音问题正如前面大家点评的一样，我们住的房间正好是走廊那头的，然后一路走进去就跟交响乐似的。。。无语。\n然后洗完澡才发现房间没有吹风机的，问总台也说全外借了，得等其他客人用完归还，再次无语。\n', 'star': 1}
{'descr': '房间小点儿，不过不间断电脑电源挺人性化的。\n位置在最繁华的步行街，非常方便。', 'star': 5}
{'descr': '房间蛮小的 略显局促 不过处在崇明的闹区 吃的玩的都有', 'star': 3}
{'descr': '干净整洁,特别在步行街上，购物用餐都很方便', 'star': 5}
{'descr': '还不错，就是环境非常吵，其他都还满意的，交通很方便', 'star': 5}
{'descr': '入住', 'star': 3}
{'descr': '住的是三楼,朝北单人房间有点小,电视很不清楚,台又少.', 'star': 1}
{'descr': '不开车的朋友，我建议无住。开车朋友就免了，相对麻烦。\n', 'star': 1}
{'descr': '不错，交通便捷。。离码头非常近，，就在步行街上，晚上挺热闹的，，方便逛逛\n酒店环境也不错，，经济性', 'star': 5}
{'descr': '世博志愿者态度很好。希望多准备一些崇明旅游资料及码头时刻表', 'star': 5}
{'descr': '就房间小了点，地段是可以的。早上起来好象有的吵，只能说隔音设施差点吧', 'star': 5}
{'descr': '挺好的，蛮干净。出门就是闹市区，打车方便。离开码头也近。\r\n酒店内部设施麽，快捷酒店标准化了。', 'star': 5}
{'descr': '这个店太一般了！！', 'star': 5}
{'descr': '和朋友一起訂了兩間單人房, 我的還可以, 但朋友的說很破, 住四晚的只住了一晚, 酒店要抓緊保養了', 'star': 1}
