{'短评内容': '很好', '短评打分': 5}
{'短评内容': '有停车场但要自己出钱', '短评打分': 3}
{'短评内容': '还可以的zzz', '短评打分': 5}
{'短评内容': '一直都选择这家酒店，住的美滋滋', '短评打分': 5}
{'短评内容': '总体来说，还行吧', '短评打分': 4}
{'短评内容': '几乎不差评，都是在网上找好评率高的酒店入住。为了考试，定了这个特价房，比离考点进的一些酒店便宜三十多。结果到了店才知道有KTV吵，店员忽悠我楼上安静要加钱，好，我加钱上了楼，还是很吵，不知道有啥轰轰声。外加带血的枕头。感觉这个酒店各方面根本不值两百多一晚上，脏+吵。', '短评打分': 2}
{'短评内容': '。。。。。。。。。。。', '短评打分': 5}
{'短评内容': '还可以', '短评打分': 5}
{'短评内容': '味道不好闻，一般般', '短评打分': 3}
{'短评内容': '挺好的，下次还会入住的，酒店其他的都还好，就是有一点我得说一下，那就是酒店的wifi信号实在是太差劲了', '短评打分': 5}
{'短评内容': '酒店住的环境不错，设施还算完备吧，周围吃的也很多，交通也比较方便，重点是距离学校蛮近的，就在学校大门对面，这个价位值得了', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '酒店环境不错！', '短评打分': 5}
{'短评内容': '位置好找，条件也不错，就是楼下ktv有点吵。', '短评打分': 5}
{'短评内容': '很好', '短评打分': 5}
{'短评内容': '整体来说很不错，住过几次了，还算比较安静，比较卫生', '短评打分': 5}
{'短评内容': '洗手间的排风扇坏了，房间里空气不怎么好，有待改进，其他地方还有', '短评打分': 5}
{'短评内容': '同事帮忙退的放，结果回头看退回的钱，发现住了一天，却给了2天的费用！还只扯了一天的发票！酒店不负责', '短评打分': 3}
{'短评内容': '第一次在网上下单酒店,确实方便快捷,也比较经济.价格也比较合理.就是网站与酒店衔接上有点问题,到达后经过与京东沟通后才查到我的预订信息.不是很满意.\n', '短评打分': 3}
{'短评内容': '可以洗衣服。而且有两台洗衣机，还有烘干机。就是电梯太吵。楼下小吃很方便。', '短评打分': 5}
{'短评内容': '和以前入住的感觉一样，还是不错。周边的生活（小吃等）很是方便。就是唯一不足的楼下KTV有一点吵。但还能入睡。', '短评打分': 5}
{'短评内容': '酒店里面环境还不错。就是楼下的KTV有点吵，但是睡着了就不错，里面还是比较贴心的，走廊有饮水机，里面还有吹风和塑料袋以及不断电充电插座。电脑 也有，就是网速不给力。8楼的早餐品种有点少，味道还可以', '短评打分': 5}
{'短评内容': '本来想找个适合睡觉的地方，酒店的口号也是提供一个睡觉的地方，提前去酒店看了觉得设施和服务各方面都不错，可惜没料到楼下的KTV影响有那么大。对于像我这种睡眠很浅的人来说不推荐。勉强睡着两次都被炒醒了，整晚上基本没睡着觉，楼下的KTV竟然是通宵的！第2天一早起来还要去考试，那个晚上真是印象深刻。还好第2天考试的时候没打瞌睡。', '短评打分': 1}
{'短评内容': '主要是离客户进，所以选择了这家，里面环境还可以，但晚上楼下的KTV有点吵，供水也是忽大忽小的，不知为何？网速有点慢了，不过也还可以。', '短评打分': 5}
{'短评内容': '以前有过入住,是个不错的酒店.确实是个睡觉的好地方.干净,营养早餐等都是亮点.', '短评打分': 5}
{'短评内容': ' 不错', '短评打分': 3}
{'短评内容': '酒店在5楼以上，下面是KTV，环境不是很好，晚上影响休息；还有就是房间隔音效果也不是很好，酒店有些细节方面的东西考虑的还不是很周到！', '短评打分': 1}
{'短评内容': '4星级的大床,先进的空气流动系统,确实是个睡觉的好地方.美中不足的是交通不太方便.周边也有很多美味小吃,即便宜又好吃.', '短评打分': 5}
{'短评内容': '我已入住，对你们的服务很满意', '短评打分': 3}
{'短评内容': '卫生做的好，楼下KTV 有点吵，还希望能有一次性马桶垫纸。', '短评打分': 5}
{'短评内容': '房间干净整洁，很人性化。窗子隔音效果超好。早餐不错，推荐....', '短评打分': 5}
