{'短评内容': '很好', '短评打分': 5}
{'短评内容': '早餐不错挺好', '短评打分': 5}
{'短评内容': '早餐很丰富', '短评打分': 5}
{'短评内容': '比较老的酒店，比较陈旧，设备装修等感觉没有四星标准，感觉三星差不多。早餐应该还可以。感觉这种地方这个价格不便宜，所以评分不是很高。', '短评打分': 4}
{'短评内容': '308的价格不含早，奔着游泳来的结果告诉我要单收费，酒店的洗发水还是撕的小包装，洗澡时发现撕不开包装，尴尬。4星酒店就不能给点高档洗漱品吗？性价比不高……', '短评打分': 3}
{'短评内容': '年代有点久了', '短评打分': 4}
{'短评内容': '很差介，房间很小Ic感觉管理很混乱房间门口很多招小姐卡片，酒店老了建议不要挂四星牌子，换上经济型酒店牌子必竟新的经济型酒店比这个卫生好多了', '短评打分': 1}
{'短评内容': '不错不错不错不错不错BC不错', '短评打分': 5}
{'短评内容': '不错不错不错不错不错BC不错', '短评打分': 5}
{'短评内容': '前台服务热情，早餐很好，房间宽敞', '短评打分': 5}
{'短评内容': '前台服务热情，早餐很好，房间宽敞', '短评打分': 5}
{'短评内容': '前台服务热情，早餐很好，房间宽敞', '短评打分': 5}
{'短评内容': '服务很好，热情', '短评打分': 5}
{'短评内容': '服务很好，热情！', '短评打分': 5}
{'短评内容': '主要是比较清净，房间也干净。', '短评打分': 5}
{'短评内容': '热力公司出故障搞的酒店没暖气，但服务挺好的給加的被子和睡衣，带的有小孩給经理说啦，立即去商场买的电暖器送到了房间，超赞！', '短评打分': 5}
{'短评内容': '很好！', '短评打分': 5}
{'短评内容': '非常好！赞', '短评打分': 5}
{'短评内容': '服务很细心，带着孩子有很多麻烦，特别感谢服务员楚秋盘阿姨，帮了我很多忙，还多送的水和纸，床上还特意加了棉垫让孩子用，非常感谢！', '短评打分': 5}
{'短评内容': '附近设施齐全，交通方便，不过前台就2个服务员，结帐比较慢，会议 必须在这也没办法咯', '短评打分': 1}
{'短评内容': '开发区最好的酒店了，位置方便，就是早餐太差了。', '短评打分': 5}
{'短评内容': '酒店其他的都很好，可既然是商务双人房，为什么只提供一份早餐，这次帮客户预定的，客户共四人，两人一间，奔波了一天，想吃早餐，却仅有一份，客户有些不高兴，希望贵方能够提供双份早餐，因为这个价位的其他酒店都提供，然后我会一如既往地支持光华酒店。', '短评打分': 5}
{'短评内容': '酒店大厅很有古朴风格，让外国友人在入住时，领略到中国的博大精深以及文化底蕴！', '短评打分': 5}
{'短评内容': '不错，就是赶上团队活动 服务员有点手忙脚乱的', '短评打分': 5}
{'短评内容': '今年初住过几次，感觉还不错。最近不行了，拖鞋也不给换，游泳开始收费了。服务人员没有真话，信口开河。', '短评打分': 1}
{'短评内容': '还可以', '短评打分': 3}
{'短评内容': '设施比较完善，交通比较便利。干干净净，宾至如归。', '短评打分': 5}
{'短评内容': '很好，附近设施齐全，交通方便，每次都住这间。', '短评打分': 5}
{'短评内容': '不错，很实惠。尤其是健身房、游泳池，是一流的。', '短评打分': 5}
{'短评内容': '位置不错，环境也可以，就是入住的时候供暖系统坏了，而且也没热水。。。够背的，提点小建议，卫生间的下水系统不是很好，声音太大了', '短评打分': 5}
{'短评内容': '服务还不错，酒店设施不错。不足就是电梯太少，每次都要等很久的。', '短评打分': 5}
{'短评内容': '房间很狭窄啊，洗漱间很小，电视也很旧，墙皮快掉下来了，诶呀！', '短评打分': 5}
{'短评内容': '我已入住，感谢贵方服务。', '短评打分': 3}
{'短评内容': '酒店位置方便，各种设施完善，干净卫生，我们都很喜欢，整体很满意，下次出差还会再光临的。', '短评打分': 5}
{'短评内容': '酒店地理位置不错，交通很方便，酒店给我们安排的房间也很舒服，也很安静，整体来说性价比很不错。', '短评打分': 5}
{'短评内容': '环境很好，卫生不错，交通方便服务也行，是高新技术开发区的最佳选择，只是房价偏贵，而且双人间只提供一个人的早餐不可思议。', '短评打分': 5}
{'短评内容': '环境不错，卫生还好，服务也行，交通比较方便，很好找，到郑州高新技术开发区办事是最佳选择。我推荐，就是有点贵。', '短评打分': 5}
{'短评内容': '服务挺好，房间大，设施全，卫生也不错，就是价格贵一些，如果酒店能管两个人的早饭就更好了，毕竟是四星级酒店，还有许多游泳、健身、推拿等服务，当然要多令付费了！。', '短评打分': 5}
{'短评内容': '酒店服务还可以，但是设施确实比较旧了，尤其是电视和网络，网慢的一塌糊涂', '短评打分': 1}
{'短评内容': '很不错，位置清净，档次够格，就是稍有点老', '短评打分': 5}
{'短评内容': '装修较早，设施没更新。早餐品种多，但客服意识差，碰上开会的四百人一扫而光，不及时补充！性价比不高', '短评打分': 3}
{'短评内容': '开发区内最好酒店，有个会所，可以游泳，健身房的设施超级专业，只试了几个。', '短评打分': 5}
{'短评内容': '一般  太旧了     现在在搞装修   白天很吵    ', '短评打分': 5}
